zebrafish_ID	baboon_ID	orthotype	OMAgroup
ENSDARG00000099913	ENSPANG00000019739	1:1	549488
ENSDARG00000103752	ENSPANG00000021947	1:1	709081
ENSDARG00000100594	ENSPANG00000018714	1:1	824517
ENSDARG00000102632	ENSPANG00000017160	1:1	
ENSDARG00000101557	ENSPANG00000007009	1:1	749611
ENSDARG00000102900	ENSPANG00000020438	n:1	
ENSDARG00000104387	ENSPANG00000015087	n:1	
ENSDARG00000098700	ENSPANG00000000795	1:1	
ENSDARG00000099214	ENSPANG00000008062	n:1	
ENSDARG00000103470	ENSPANG00000023968	1:1	740343
ENSDARG00000100116	ENSPANG00000015133	1:1	795672
ENSDARG00000098683	ENSPANG00000007148	1:1	553857
ENSDARG00000069977	ENSPANG00000012627	1:1	796864
ENSDARG00000086216	ENSPANG00000022134	1:m	568522
ENSDARG00000086216	ENSPANG00000010565	1:m	
ENSDARG00000088347	ENSPANG00000018241	1:1	794708
ENSDARG00000011407	ENSPANG00000020674	n:1	550275
ENSDARG00000063527	ENSPANG00000020557	1:1	795203
ENSDARG00000101413	ENSPANG00000018303	1:1	709080
ENSDARG00000087937	ENSPANG00000018113	1:1	549756
ENSDARG00000075748	ENSPANG00000006651	1:1	685706
ENSDARG00000077934	ENSPANG00000007284	1:1	857140
ENSDARG00000059342	ENSPANG00000023176	1:1	547696
ENSDARG00000021059	ENSPANG00000022148	1:1	805417
ENSDARG00000076518	ENSPANG00000010683	1:1	858158
ENSDARG00000045015	ENSPANG00000007190	1:1	
ENSDARG00000063466	ENSPANG00000004750	1:1	494982
ENSDARG00000045017	ENSPANG00000017510	1:1	495123
ENSDARG00000074906	ENSPANG00000015339	1:1	547344
ENSDARG00000059404	ENSPANG00000012533	1:1	522163
ENSDARG00000070922	ENSPANG00000007815	n:1	547372
ENSDARG00000059406	ENSPANG00000008568	n:m	
ENSDARG00000059406	ENSPANG00000005044	n:m	560680
ENSDARG00000007630	ENSPANG00000021307	1:1	755470
ENSDARG00000100728	ENSPANG00000008481	1:1	811497
ENSDARG00000101054	ENSPANG00000024762	n:1	
ENSDARG00000090394	ENSPANG00000001070	1:1	
ENSDARG00000103730	ENSPANG00000024761	1:1	808726
ENSDARG00000102893	ENSPANG00000019142	1:1	851821
ENSDARG00000039647	ENSPANG00000009643	n:1	788726
ENSDARG00000087981	ENSPANG00000009913	1:1	788729
ENSDARG00000007955	ENSPANG00000024723	1:1	490198
ENSDARG00000076248	ENSPANG00000018275	n:1	
ENSDARG00000019304	ENSPANG00000020631	n:1	805584
ENSDARG00000014138	ENSPANG00000020556	1:1	782968
ENSDARG00000045025	ENSPANG00000021782	1:1	835189
ENSDARG00000032264	ENSPANG00000023992	1:1	757736
ENSDARG00000097827	ENSPANG00000013191	n:1	550111
ENSDARG00000044179	ENSPANG00000014113	1:1	556648
ENSDARG00000054003	ENSPANG00000022411	n:1	
ENSDARG00000011020	ENSPANG00000010434	1:m	
ENSDARG00000011020	ENSPANG00000005391	1:m	
ENSDARG00000101308	ENSPANG00000013482	1:1	773896
ENSDARG00000101954	ENSPANG00000018054	1:1	
ENSDARG00000102631	ENSPANG00000016365	n:1	
ENSDARG00000016391	ENSPANG00000011373	n:1	
ENSDARG00000090821	ENSPANG00000020822	1:1	843412
ENSDARG00000090820	ENSPANG00000024500	1:1	548086
ENSDARG00000041875	ENSPANG00000018403	1:1	851391
ENSDARG00000090976	ENSPANG00000017691	1:1	
ENSDARG00000063576	ENSPANG00000000736	1:1	
ENSDARG00000007207	ENSPANG00000019456	1:1	856504
ENSDARG00000078076	ENSPANG00000004072	1:1	782616
ENSDARG00000002897	ENSPANG00000016015	1:1	816534
ENSDARG00000038414	ENSPANG00000011783	1:1	
ENSDARG00000059400	ENSPANG00000003628	1:1	818181
ENSDARG00000028721	ENSPANG00000018521	1:1	547069
ENSDARG00000031560	ENSPANG00000000555	1:1	549553
ENSDARG00000045023	ENSPANG00000007667	n:1	835071
ENSDARG00000009733	ENSPANG00000018968	1:1	551428
ENSDARG00000070919	ENSPANG00000016476	1:1	496860
ENSDARG00000078497	ENSPANG00000004690	1:1	852486
ENSDARG00000091298	ENSPANG00000002381	n:1	838537
ENSDARG00000028306	ENSPANG00000014074	1:1	550891
ENSDARG00000091557	ENSPANG00000004177	1:1	829935
ENSDARG00000026577	ENSPANG00000024987	1:1	548024
ENSDARG00000059357	ENSPANG00000013149	1:1	834125
ENSDARG00000091574	ENSPANG00000014114	1:1	800889
ENSDARG00000020840	ENSPANG00000017308	1:1	795283
ENSDARG00000099240	ENSPANG00000011026	n:1	
ENSDARG00000074565	ENSPANG00000000591	1:1	858198
ENSDARG00000005699	ENSPANG00000018646	n:1	547112
ENSDARG00000101387	ENSPANG00000023564	1:1	304119
ENSDARG00000038199	ENSPANG00000018590	1:1	816206
ENSDARG00000060725	ENSPANG00000015571	n:1	
ENSDARG00000055036	ENSPANG00000024525	n:1	
ENSDARG00000055053	ENSPANG00000024525	n:1	711409
ENSDARG00000059327	ENSPANG00000005346	1:1	818285
ENSDARG00000059323	ENSPANG00000007909	1:1	779985
ENSDARG00000003877	ENSPANG00000015127	1:1	830249
ENSDARG00000006219	ENSPANG00000016579	1:1	
ENSDARG00000040157	ENSPANG00000002879	1:1	662999
ENSDARG00000040152	ENSPANG00000018459	1:1	552436
ENSDARG00000045006	ENSPANG00000005383	1:1	
ENSDARG00000006963	ENSPANG00000026147	1:1	865414
ENSDARG00000090826	ENSPANG00000015035	1:1	
ENSDARG00000011945	ENSPANG00000011400	1:1	778640
ENSDARG00000025559	ENSPANG00000011045	1:1	846198
ENSDARG00000063254	ENSPANG00000015203	1:1	
ENSDARG00000070843	ENSPANG00000019267	1:1	832190
ENSDARG00000074552	ENSPANG00000003569	1:1	546856
ENSDARG00000070844	ENSPANG00000010112	1:1	775366
ENSDARG00000070846	ENSPANG00000004638	1:1	549227
ENSDARG00000070849	ENSPANG00000013566	1:1	861041
ENSDARG00000076620	ENSPANG00000004510	n:1	
ENSDARG00000077229	ENSPANG00000017975	1:1	796225
ENSDARG00000018650	ENSPANG00000017711	1:1	862947
ENSDARG00000045003	ENSPANG00000013958	n:1	660037
ENSDARG00000077526	ENSPANG00000022681	1:1	757697
ENSDARG00000089071	ENSPANG00000003382	1:1	
ENSDARG00000003165	ENSPANG00000016649	n:1	730650
ENSDARG00000059177	ENSPANG00000024361	1:1	830613
ENSDARG00000013016	ENSPANG00000024718	1:1	548989
ENSDARG00000008890	ENSPANG00000024360	1:1	766672
ENSDARG00000042777	ENSPANG00000003098	1:1	774575
ENSDARG00000006916	ENSPANG00000013227	1:1	778522
ENSDARG00000027744	ENSPANG00000022954	n:1	809531
ENSDARG00000043835	ENSPANG00000009376	1:1	522195
ENSDARG00000023852	ENSPANG00000014399	1:1	759428
ENSDARG00000012899	ENSPANG00000003161	1:1	547012
ENSDARG00000053876	ENSPANG00000023921	1:1	555759
ENSDARG00000076076	ENSPANG00000014162	n:1	
ENSDARG00000024047	ENSPANG00000024166	1:1	814892
ENSDARG00000013776	ENSPANG00000018866	1:1	708023
ENSDARG00000087349	ENSPANG00000007951	1:1	
ENSDARG00000103619	ENSPANG00000008130	1:1	797247
ENSDARG00000063007	ENSPANG00000000209	1:1	551677
ENSDARG00000028066	ENSPANG00000019430	n:1	
ENSDARG00000013653	ENSPANG00000006130	1:1	814134
ENSDARG00000069356	ENSPANG00000007567	1:1	266155
ENSDARG00000062977	ENSPANG00000001347	1:1	830644
ENSDARG00000007024	ENSPANG00000011777	1:1	
ENSDARG00000077918	ENSPANG00000016899	1:1	758776
ENSDARG00000001712	ENSPANG00000019971	n:1	
ENSDARG00000058696	ENSPANG00000011144	1:1	547612
ENSDARG00000105290	ENSPANG00000013634	n:1	
ENSDARG00000103345	ENSPANG00000010883	n:1	
ENSDARG00000077710	ENSPANG00000004617	1:1	780868
ENSDARG00000007278	ENSPANG00000018155	1:1	728862
ENSDARG00000018971	ENSPANG00000005729	n:1	749441
ENSDARG00000063133	ENSPANG00000009094	n:1	
ENSDARG00000063100	ENSPANG00000000041	1:1	864405
ENSDARG00000074023	ENSPANG00000001383	1:1	552066
ENSDARG00000002494	ENSPANG00000018923	1:1	775856
ENSDARG00000077474	ENSPANG00000017850	1:1	553891
ENSDARG00000053113	ENSPANG00000011792	1:1	809189
ENSDARG00000075433	ENSPANG00000022911	1:1	837028
ENSDARG00000007715	ENSPANG00000007660	1:1	791561
ENSDARG00000006242	ENSPANG00000017328	1:1	783945
ENSDARG00000098623	ENSPANG00000014695	1:1	
ENSDARG00000058824	ENSPANG00000001265	1:1	852907
ENSDARG00000017337	ENSPANG00000013138	1:1	740034
ENSDARG00000044976	ENSPANG00000021550	n:m	
ENSDARG00000044976	ENSPANG00000021546	n:m	
ENSDARG00000044976	ENSPANG00000021537	n:m	
ENSDARG00000044976	ENSPANG00000021539	n:m	
ENSDARG00000044976	ENSPANG00000021533	n:m	
ENSDARG00000044976	ENSPANG00000011352	n:m	557052
ENSDARG00000044976	ENSPANG00000006157	n:m	
ENSDARG00000044975	ENSPANG00000021550	n:m	
ENSDARG00000044975	ENSPANG00000021546	n:m	
ENSDARG00000044975	ENSPANG00000021537	n:m	
ENSDARG00000044975	ENSPANG00000021539	n:m	552193
ENSDARG00000044975	ENSPANG00000021533	n:m	
ENSDARG00000044975	ENSPANG00000011352	n:m	
ENSDARG00000044975	ENSPANG00000006157	n:m	
ENSDARG00000036840	ENSPANG00000021550	n:m	
ENSDARG00000036840	ENSPANG00000021546	n:m	
ENSDARG00000036840	ENSPANG00000021537	n:m	
ENSDARG00000036840	ENSPANG00000021539	n:m	
ENSDARG00000036840	ENSPANG00000021533	n:m	
ENSDARG00000036840	ENSPANG00000011352	n:m	
ENSDARG00000036840	ENSPANG00000006157	n:m	
ENSDARG00000009942	ENSPANG00000021657	1:1	837308
ENSDARG00000077988	ENSPANG00000015995	1:1	547423
ENSDARG00000086998	ENSPANG00000013188	1:m	
ENSDARG00000086998	ENSPANG00000023384	1:m	774503
ENSDARG00000076763	ENSPANG00000022922	1:1	748451
ENSDARG00000044943	ENSPANG00000022080	1:1	797479
ENSDARG00000014356	ENSPANG00000021550	n:m	
ENSDARG00000014356	ENSPANG00000021546	n:m	
ENSDARG00000014356	ENSPANG00000021537	n:m	
ENSDARG00000014356	ENSPANG00000021539	n:m	
ENSDARG00000014356	ENSPANG00000021533	n:m	
ENSDARG00000014356	ENSPANG00000011352	n:m	
ENSDARG00000014356	ENSPANG00000006157	n:m	
ENSDARG00000058504	ENSPANG00000002973	1:1	
ENSDARG00000058448	ENSPANG00000009346	1:m	550064
ENSDARG00000058448	ENSPANG00000016331	1:m	
ENSDARG00000015208	ENSPANG00000004461	1:1	640937
ENSDARG00000035074	ENSPANG00000020635	1:1	744147
ENSDARG00000027403	ENSPANG00000005904	1:1	516795
ENSDARG00000058416	ENSPANG00000009251	1:1	303110
ENSDARG00000089681	ENSPANG00000025278	1:1	811162
ENSDARG00000074016	ENSPANG00000007569	1:1	787749
ENSDARG00000103735	ENSPANG00000025281	1:1	650974
ENSDARG00000043705	ENSPANG00000024015	1:1	755369
ENSDARG00000018411	ENSPANG00000017534	1:1	
ENSDARG00000070078	ENSPANG00000011791	1:1	547414
ENSDARG00000086505	ENSPANG00000004443	1:1	553460
ENSDARG00000020761	ENSPANG00000001630	1:1	507582
ENSDARG00000041113	ENSPANG00000009755	1:1	547786
ENSDARG00000098667	ENSPANG00000012590	n:1	
ENSDARG00000060442	ENSPANG00000018012	1:1	836214
ENSDARG00000040779	ENSPANG00000017881	1:1	804194
ENSDARG00000026882	ENSPANG00000006434	n:1	772213
ENSDARG00000031907	ENSPANG00000007281	n:1	
ENSDARG00000079740	ENSPANG00000018290	1:1	818098
ENSDARG00000070056	ENSPANG00000011451	n:1	808053
ENSDARG00000019941	ENSPANG00000006535	1:1	548078
ENSDARG00000101744	ENSPANG00000025878	n:1	
ENSDARG00000009724	ENSPANG00000021334	1:1	542462
ENSDARG00000044924	ENSPANG00000000449	1:1	830965
ENSDARG00000087346	ENSPANG00000013352	n:m	522106
ENSDARG00000087346	ENSPANG00000012536	n:m	
ENSDARG00000077082	ENSPANG00000011905	1:1	848106
ENSDARG00000100002	ENSPANG00000005231	1:1	688181
ENSDARG00000005738	ENSPANG00000010052	1:1	850586
ENSDARG00000058225	ENSPANG00000019859	n:1	844769
ENSDARG00000058220	ENSPANG00000021587	1:1	681362
ENSDARG00000077471	ENSPANG00000012065	1:1	842768
ENSDARG00000020497	ENSPANG00000012064	1:1	
ENSDARG00000058208	ENSPANG00000015066	1:1	497991
ENSDARG00000075625	ENSPANG00000014202	1:1	551022
ENSDARG00000070698	ENSPANG00000024439	1:1	553532
ENSDARG00000062471	ENSPANG00000004848	n:m	
ENSDARG00000062471	ENSPANG00000024537	n:m	817377
ENSDARG00000022853	ENSPANG00000012769	1:1	531424
ENSDARG00000057997	ENSPANG00000014204	1:1	549082
ENSDARG00000057987	ENSPANG00000021492	1:1	755016
ENSDARG00000016773	ENSPANG00000001038	n:1	795703
ENSDARG00000012674	ENSPANG00000015040	1:1	854564
ENSDARG00000019797	ENSPANG00000015576	1:1	
ENSDARG00000060954	ENSPANG00000022860	1:1	
ENSDARG00000013694	ENSPANG00000024526	1:1	712185
ENSDARG00000044915	ENSPANG00000021921	1:1	746003
ENSDARG00000070651	ENSPANG00000024530	n:1	
ENSDARG00000088801	ENSPANG00000012066	1:1	815961
ENSDARG00000007601	ENSPANG00000011740	n:1	776376
ENSDARG00000077404	ENSPANG00000001325	1:1	
ENSDARG00000040764	ENSPANG00000008288	1:1	
ENSDARG00000002037	ENSPANG00000011482	1:1	691241
ENSDARG00000057708	ENSPANG00000019967	1:1	851156
ENSDARG00000003169	ENSPANG00000024536	1:1	822851
ENSDARG00000077778	ENSPANG00000006402	1:1	548583
ENSDARG00000037593	ENSPANG00000022790	1:1	822915
ENSDARG00000070674	ENSPANG00000014295	1:1	816738
ENSDARG00000074804	ENSPANG00000008978	1:1	775958
ENSDARG00000037587	ENSPANG00000021872	1:1	829745
ENSDARG00000043661	ENSPANG00000015659	1:1	836917
ENSDARG00000086324	ENSPANG00000020596	1:1	805960
ENSDARG00000070677	ENSPANG00000015063	1:1	761079
ENSDARG00000015002	ENSPANG00000011746	1:1	551460
ENSDARG00000068192	ENSPANG00000022570	1:1	
ENSDARG00000029866	ENSPANG00000002929	1:1	
ENSDARG00000044895	ENSPANG00000007340	n:1	
ENSDARG00000070597	ENSPANG00000007498	1:1	550687
ENSDARG00000090344	ENSPANG00000001374	1:1	787439
ENSDARG00000078147	ENSPANG00000014787	1:1	265688
ENSDARG00000002552	ENSPANG00000023519	1:1	550704
ENSDARG00000070601	ENSPANG00000021350	1:1	763479
ENSDARG00000070606	ENSPANG00000011609	1:1	777994
ENSDARG00000032161	ENSPANG00000018738	1:1	850234
ENSDARG00000070621	ENSPANG00000005173	1:1	822599
ENSDARG00000076120	ENSPANG00000018703	1:1	835283
ENSDARG00000010794	ENSPANG00000009713	1:1	803001
ENSDARG00000044899	ENSPANG00000007913	1:m	850392
ENSDARG00000044899	ENSPANG00000021406	1:m	
ENSDARG00000009438	ENSPANG00000016865	1:1	839224
ENSDARG00000105302	ENSPANG00000011968	1:1	550086
ENSDARG00000057513	ENSPANG00000008555	1:1	262429
ENSDARG00000075343	ENSPANG00000007193	1:1	
ENSDARG00000088933	ENSPANG00000014602	1:1	839361
ENSDARG00000020328	ENSPANG00000011480	1:1	814230
ENSDARG00000086927	ENSPANG00000012285	1:1	515610
ENSDARG00000061099	ENSPANG00000007499	1:1	850296
ENSDARG00000000472	ENSPANG00000019892	1:1	550778
ENSDARG00000013122	ENSPANG00000023186	n:1	808708
ENSDARG00000020544	ENSPANG00000023255	1:1	725339
ENSDARG00000011613	ENSPANG00000021248	1:1	547232
ENSDARG00000062237	ENSPANG00000017423	1:1	785299
ENSDARG00000055552	ENSPANG00000009496	n:1	851336
ENSDARG00000062222	ENSPANG00000026092	1:1	830829
ENSDARG00000025902	ENSPANG00000020173	1:1	766754
ENSDARG00000031463	ENSPANG00000005601	n:1	
ENSDARG00000062171	ENSPANG00000015794	1:1	269683
ENSDARG00000070571	ENSPANG00000016202	1:1	
ENSDARG00000012506	ENSPANG00000013414	1:1	797485
ENSDARG00000002912	ENSPANG00000014889	n:1	771013
ENSDARG00000002690	ENSPANG00000017479	1:1	497826
ENSDARG00000057093	ENSPANG00000014633	1:1	
ENSDARG00000016753	ENSPANG00000026214	1:1	822966
ENSDARG00000006307	ENSPANG00000009053	1:1	553121
ENSDARG00000029510	ENSPANG00000021348	1:1	657037
ENSDARG00000013087	ENSPANG00000024269	n:1	
ENSDARG00000099887	ENSPANG00000025054	n:1	
ENSDARG00000018840	ENSPANG00000025021	1:1	497837
ENSDARG00000076075	ENSPANG00000000617	1:1	549828
ENSDARG00000070545	ENSPANG00000025552	1:1	811670
ENSDARG00000015990	ENSPANG00000024276	n:1	
ENSDARG00000044862	ENSPANG00000011135	n:1	
ENSDARG00000044861	ENSPANG00000011135	n:1	657416
ENSDARG00000020595	ENSPANG00000012588	1:1	841969
ENSDARG00000019457	ENSPANG00000013676	n:1	723360
ENSDARG00000025718	ENSPANG00000009435	n:1	782145
ENSDARG00000025679	ENSPANG00000006826	n:1	
ENSDARG00000025671	ENSPANG00000006031	n:1	
ENSDARG00000077434	ENSPANG00000018516	n:1	530410
ENSDARG00000061916	ENSPANG00000015839	n:1	839310
ENSDARG00000006601	ENSPANG00000005382	n:1	714560
ENSDARG00000076451	ENSPANG00000007508	1:1	796776
ENSDARG00000075774	ENSPANG00000004657	1:1	761071
ENSDARG00000061889	ENSPANG00000017228	1:1	832864
ENSDARG00000056720	ENSPANG00000008263	1:1	
ENSDARG00000021582	ENSPANG00000009941	1:1	743963
ENSDARG00000033609	ENSPANG00000014240	1:1	864370
ENSDARG00000052912	ENSPANG00000013114	1:1	
ENSDARG00000055620	ENSPANG00000018818	1:1	832513
ENSDARG00000016551	ENSPANG00000006877	1:1	810372
ENSDARG00000087573	ENSPANG00000024163	1:1	812418
ENSDARG00000044827	ENSPANG00000006880	1:1	843691
ENSDARG00000061656	ENSPANG00000024691	1:1	810562
ENSDARG00000007407	ENSPANG00000024692	1:1	813312
ENSDARG00000018691	ENSPANG00000024693	1:1	753817
ENSDARG00000075021	ENSPANG00000024694	1:1	833346
ENSDARG00000006775	ENSPANG00000020918	1:1	816259
ENSDARG00000044820	ENSPANG00000020917	1:1	547364
ENSDARG00000077215	ENSPANG00000017237	1:1	550779
ENSDARG00000061737	ENSPANG00000015888	1:1	851872
ENSDARG00000015546	ENSPANG00000015887	1:1	654788
ENSDARG00000102602	ENSPANG00000008252	1:1	816305
ENSDARG00000070467	ENSPANG00000018748	n:1	722053
ENSDARG00000021539	ENSPANG00000017803	1:1	549130
ENSDARG00000087745	ENSPANG00000012871	n:1	556644
ENSDARG00000044803	ENSPANG00000013326	n:1	508618
ENSDARG00000044802	ENSPANG00000009070	1:m	
ENSDARG00000044802	ENSPANG00000000763	1:m	
ENSDARG00000032885	ENSPANG00000013325	1:1	799505
ENSDARG00000031049	ENSPANG00000008744	n:1	807315
ENSDARG00000088630	ENSPANG00000011205	n:1	810269
ENSDARG00000105083	ENSPANG00000006765	1:1	551065
ENSDARG00000070437	ENSPANG00000005158	1:1	862659
ENSDARG00000056591	ENSPANG00000017675	1:1	553267
ENSDARG00000056601	ENSPANG00000013332	1:1	836004
ENSDARG00000046132	ENSPANG00000010726	1:1	752106
ENSDARG00000056615	ENSPANG00000009957	1:1	547340
ENSDARG00000056618	ENSPANG00000015619	1:1	850195
ENSDARG00000056620	ENSPANG00000010230	1:1	657296
ENSDARG00000056624	ENSPANG00000022679	1:1	805606
ENSDARG00000012949	ENSPANG00000018991	n:1	
ENSDARG00000015240	ENSPANG00000004460	1:1	
ENSDARG00000027236	ENSPANG00000017121	1:1	650625
ENSDARG00000097024	ENSPANG00000018059	n:1	
ENSDARG00000097231	ENSPANG00000018059	n:1	
ENSDARG00000055966	ENSPANG00000009268	1:1	268772
ENSDARG00000027131	ENSPANG00000018887	n:1	
ENSDARG00000055976	ENSPANG00000009641	1:1	508576
ENSDARG00000020758	ENSPANG00000022194	1:1	790218
ENSDARG00000043442	ENSPANG00000007071	n:1	
ENSDARG00000061553	ENSPANG00000010962	1:1	769811
ENSDARG00000078959	ENSPANG00000021723	1:1	788281
ENSDARG00000025554	ENSPANG00000010979	1:1	794140
ENSDARG00000086881	ENSPANG00000014006	1:1	
ENSDARG00000075030	ENSPANG00000012122	1:1	494705
ENSDARG00000078238	ENSPANG00000004447	n:1	826798
ENSDARG00000010978	ENSPANG00000009247	1:1	856078
ENSDARG00000001897	ENSPANG00000017977	1:1	836646
ENSDARG00000061640	ENSPANG00000024427	1:1	266096
ENSDARG00000090785	ENSPANG00000005861	1:1	549341
ENSDARG00000027041	ENSPANG00000004614	1:1	553535
ENSDARG00000026985	ENSPANG00000017633	1:1	548905
ENSDARG00000079188	ENSPANG00000015734	n:1	
ENSDARG00000030687	ENSPANG00000016122	1:1	802161
ENSDARG00000061436	ENSPANG00000024175	1:1	785632
ENSDARG00000023176	ENSPANG00000021685	n:1	
ENSDARG00000015352	ENSPANG00000018249	1:1	841933
ENSDARG00000043009	ENSPANG00000007602	1:1	798781
ENSDARG00000088799	ENSPANG00000024946	1:1	851438
ENSDARG00000080021	ENSPANG00000023167	1:1	550302
ENSDARG00000055540	ENSPANG00000025623	n:1	691242
ENSDARG00000089016	ENSPANG00000005634	1:1	550776
ENSDARG00000033376	ENSPANG00000003837	1:m	
ENSDARG00000033376	ENSPANG00000006846	1:m	699934
ENSDARG00000033376	ENSPANG00000001574	1:m	
ENSDARG00000027065	ENSPANG00000014197	n:1	
ENSDARG00000070360	ENSPANG00000018298	n:1	761060
ENSDARG00000011262	ENSPANG00000022481	1:1	670957
ENSDARG00000078585	ENSPANG00000012435	1:1	530409
ENSDARG00000004871	ENSPANG00000011245	n:1	552158
ENSDARG00000055373	ENSPANG00000012481	n:1	837143
ENSDARG00000004060	ENSPANG00000008563	1:1	793434
ENSDARG00000074149	ENSPANG00000016086	1:1	548357
ENSDARG00000074836	ENSPANG00000005127	1:1	637672
ENSDARG00000041974	ENSPANG00000006677	1:1	641424
ENSDARG00000007195	ENSPANG00000020592	n:1	
ENSDARG00000041991	ENSPANG00000021490	1:1	828550
ENSDARG00000012496	ENSPANG00000009569	1:1	
ENSDARG00000042004	ENSPANG00000009714	1:1	845597
ENSDARG00000029402	ENSPANG00000009174	n:1	
ENSDARG00000003526	ENSPANG00000005200	1:1	489588
ENSDARG00000055307	ENSPANG00000015695	n:1	
ENSDARG00000055300	ENSPANG00000022723	1:1	762662
ENSDARG00000055295	ENSPANG00000008249	1:1	807978
ENSDARG00000091762	ENSPANG00000018749	1:1	551621
ENSDARG00000090301	ENSPANG00000017055	1:1	736846
ENSDARG00000029689	ENSPANG00000011911	1:1	508339
ENSDARG00000091304	ENSPANG00000024697	1:1	787949
ENSDARG00000103663	ENSPANG00000024698	1:1	739861
ENSDARG00000104989	ENSPANG00000024699	1:1	
ENSDARG00000102722	ENSPANG00000024525	n:1	
ENSDARG00000100406	ENSPANG00000024525	n:1	
ENSDARG00000099902	ENSPANG00000015085	1:1	
ENSDARG00000105178	ENSPANG00000016991	1:1	550859
ENSDARG00000079161	ENSPANG00000010033	1:1	551606
ENSDARG00000044669	ENSPANG00000009567	1:1	
ENSDARG00000014324	ENSPANG00000020849	1:1	813052
ENSDARG00000055238	ENSPANG00000025491	1:1	549038
ENSDARG00000008542	ENSPANG00000015345	1:1	851167
ENSDARG00000033175	ENSPANG00000013978	1:1	795836
ENSDARG00000030297	ENSPANG00000018736	1:1	782109
ENSDARG00000070213	ENSPANG00000020844	1:1	
ENSDARG00000070214	ENSPANG00000012286	1:1	737623
ENSDARG00000061000	ENSPANG00000010607	1:1	548586
ENSDARG00000012204	ENSPANG00000015343	1:1	550812
ENSDARG00000023768	ENSPANG00000011607	n:1	
ENSDARG00000077092	ENSPANG00000023518	1:1	844860
ENSDARG00000078473	ENSPANG00000018969	1:1	559137
ENSDARG00000023609	ENSPANG00000018751	1:1	552541
ENSDARG00000044569	ENSPANG00000012914	1:1	736876
ENSDARG00000071212	ENSPANG00000024088	1:1	834753
ENSDARG00000071211	ENSPANG00000024744	1:1	656854
ENSDARG00000078805	ENSPANG00000005284	1:1	807694
ENSDARG00000044573	ENSPANG00000024668	1:1	522092
ENSDARG00000071208	ENSPANG00000011826	1:1	843675
ENSDARG00000007824	ENSPANG00000004700	n:1	
ENSDARG00000070161	ENSPANG00000024954	1:1	812264
ENSDARG00000010519	ENSPANG00000004699	1:1	824763
ENSDARG00000036428	ENSPANG00000009362	n:1	
ENSDARG00000086851	ENSPANG00000003497	1:1	
ENSDARG00000060900	ENSPANG00000010244	n:1	
ENSDARG00000095536	ENSPANG00000015281	n:1	
ENSDARG00000060901	ENSPANG00000015281	n:1	807652
ENSDARG00000070165	ENSPANG00000006627	1:1	735077
ENSDARG00000105389	ENSPANG00000015981	1:1	851877
ENSDARG00000029795	ENSPANG00000019038	1:1	528788
ENSDARG00000004302	ENSPANG00000015010	1:1	549650
ENSDARG00000015010	ENSPANG00000013186	1:1	
ENSDARG00000006341	ENSPANG00000005236	1:1	266871
ENSDARG00000104039	ENSPANG00000015578	1:1	822278
ENSDARG00000098972	ENSPANG00000022374	1:1	547666
ENSDARG00000100398	ENSPANG00000015169	1:1	779582
ENSDARG00000034826	ENSPANG00000022907	1:1	740485
ENSDARG00000087247	ENSPANG00000008514	n:1	798233
ENSDARG00000074808	ENSPANG00000009524	n:1	553110
ENSDARG00000016649	ENSPANG00000011146	1:m	
ENSDARG00000016649	ENSPANG00000008742	1:m	
ENSDARG00000016649	ENSPANG00000013125	1:m	798245
ENSDARG00000007130	ENSPANG00000017838	1:1	803147
ENSDARG00000102911	ENSPANG00000024159	n:1	818660
ENSDARG00000038207	ENSPANG00000007823	1:1	661722
ENSDARG00000060756	ENSPANG00000015059	n:1	547978
ENSDARG00000102305	ENSPANG00000000949	1:1	809428
ENSDARG00000102023	ENSPANG00000003133	1:1	836061
