drosophila_ID	aedes_ID	orthotype	OMAgroup
FBgn0031973	AAEL014138	1:m	
FBgn0031973	AAEL014141	1:m	
FBgn0031974	AAEL009935	1:m	
FBgn0031974	AAEL009945	1:m	
FBgn0031974	AAEL002242	1:m	804175
FBgn0031975	AAEL006978	1:1	824225
FBgn0031976	AAEL006961	1:1	
FBgn0031977	AAEL008692	1:1	825194
FBgn0044323	AAEL015320	1:1	547534
FBgn0031979	AAEL001775	1:1	
FBgn0031980	AAEL003942	1:1	860074
FBgn0031981	AAEL014347	1:1	551114
FBgn0011230	AAEL008107	1:1	828145
FBgn0013531	AAEL001260	1:1	671296
FBgn0010287	AAEL002079	1:1	830529
FBgn0267488	AAEL012267	1:1	265921
FBgn0261822	AAEL012262	1:1	830433
FBgn0031985	AAEL003923	1:1	714297
FBgn0031987	AAEL013113	1:1	662018
FBgn0261064	AAEL013842	1:1	498967
FBgn0031992	AAEL013844	1:1	854988
FBgn0264953	AAEL006433	1:1	842978
FBgn0031995	AAEL006436	1:1	802162
FBgn0031996	AAEL011496	1:m	
FBgn0031996	AAEL005684	1:m	688180
FBgn0031997	AAEL013879	1:1	813570
FBgn0031998	AAEL001198	n:1	839568
FBgn0003607	AAEL004467	n:1	
FBgn0015299	AAEL008736	1:1	
FBgn0032001	AAEL006518	1:1	816207
FBgn0032005	AAEL003758	1:1	808967
FBgn0032006	AAEL003928	1:1	549682
FBgn0032008	AAEL003934	1:1	335807
FBgn0003502	AAEL003937	1:1	
FBgn0261020	AAEL003084	1:1	489826
FBgn0032013	AAEL006601	1:1	844213
FBgn0032014	AAEL012055	1:1	696525
FBgn0032015	AAEL005457	1:1	814218
FBgn0032016	AAEL006299	1:1	
FBgn0032017	AAEL006286	1:1	
FBgn0032018	AAEL006622	1:1	
FBgn0262598	AAEL010268	1:1	749893
FBgn0032020	AAEL006621	1:1	497827
FBgn0032021	AAEL010260	1:1	774579
FBgn0032022	AAEL010263	1:1	763546
FBgn0032026	AAEL013567	n:m	554167
FBgn0032026	AAEL013854	n:m	
FBgn0010265	AAEL003582	1:1	838849
FBgn0261437	AAEL007821	1:1	516885
FBgn0260439	AAEL006977	1:1	515926
FBgn0032029	AAEL006966	1:1	270802
FBgn0032030	AAEL001211	1:1	547131
FBgn0032031	AAEL001199	1:1	866097
FBgn0032032	AAEL007677	1:1	713116
FBgn0027094	AAEL001218	1:1	781700
FBgn0032033	AAEL000230	1:1	735132
FBgn0263852	AAEL002183	1:1	842813
FBgn0032036	AAEL002214	1:1	547620
FBgn0040959	AAEL010609	n:m	
FBgn0040959	AAEL010615	n:m	
FBgn0040959	AAEL005702	n:m	
FBgn0001084	AAEL002244	1:1	804523
FBgn0020497	AAEL001484	1:1	529351
FBgn0014417	AAEL003150	1:1	793883
FBgn0043002	AAEL001764	1:1	548340
FBgn0027780	AAEL012906	1:1	547544
FBgn0026718	AAEL011898	1:1	744309
FBgn0029173	AAEL011903	1:1	
FBgn0262029	AAEL012449	1:1	551043
FBgn0032050	AAEL008220	1:1	555467
FBgn0032051	AAEL001506	1:1	547388
FBgn0032052	AAEL014183	1:1	547083
FBgn0032053	AAEL010181	1:1	800239
FBgn0032054	AAEL004607	1:1	755015
FBgn0032055	AAEL007218	1:1	
FBgn0016122	AAEL009316	1:m	
FBgn0016122	AAEL009310	1:m	
FBgn0250903	AAEL007241	1:1	828172
FBgn0028394	AAEL006235	1:1	335784
FBgn0011259	AAEL002653	1:1	837142
FBgn0032057	AAEL000889	n:m	
FBgn0032057	AAEL000862	n:m	
FBgn0032057	AAEL000918	n:m	
FBgn0032057	AAEL000904	n:m	
FBgn0032057	AAEL006089	n:m	
FBgn0032057	AAEL006101	n:m	780928
FBgn0032057	AAEL006097	n:m	
FBgn0032057	AAEL006104	n:m	
FBgn0032058	AAEL000889	n:m	
FBgn0032058	AAEL000862	n:m	
FBgn0032058	AAEL000918	n:m	
FBgn0032058	AAEL000904	n:m	
FBgn0032058	AAEL006089	n:m	
FBgn0032058	AAEL006101	n:m	
FBgn0032058	AAEL006097	n:m	
FBgn0032058	AAEL006104	n:m	780904
FBgn0032059	AAEL003437	1:1	835340
FBgn0260861	AAEL007185	1:1	
FBgn0003209	AAEL014301	1:1	
FBgn0032074	AAEL003210	1:1	
FBgn0032075	AAEL005536	1:1	641229
FBgn0032076	AAEL003345	1:1	858955
FBgn0032077	AAEL001795	1:1	860298
FBgn0032078	AAEL007560	1:1	
FBgn0032079	AAEL013356	1:1	754832
FBgn0032083	AAEL009334	1:1	864442
FBgn0032084	AAEL010778	1:1	748343
FBgn0013746	AAEL005730	1:1	830929
FBgn0040964	AAEL004990	1:1	862693
FBgn0015316	AAEL006425	n:m	
FBgn0015316	AAEL007601	n:m	
FBgn0015316	AAEL010196	n:m	611131
FBgn0015316	AAEL010195	n:m	
FBgn0015316	AAEL012852	n:m	
FBgn0015316	AAEL013712	n:m	
FBgn0015316	AAEL013715	n:m	
FBgn0015316	AAEL013707	n:m	
FBgn0032096	AAEL006005	n:m	
FBgn0032096	AAEL005999	n:m	
FBgn0032096	AAEL006003	n:m	789122
FBgn0052982	AAEL002402	1:1	
FBgn0032100	AAEL008833	1:1	272725
FBgn0032101	AAEL002375	1:1	518074
FBgn0041092	AAEL002382	1:1	554382
FBgn0032105	AAEL011330	1:1	
FBgn0267252	AAEL006685	1:1	853466
FBgn0010314	AAEL004492	1:1	846365
FBgn0026439	AAEL004496	1:1	
FBgn0012036	AAEL009029	1:1	661717
FBgn0032116	AAEL007802	1:1	654171
FBgn0032117	AAEL001877	1:1	
FBgn0011232	AAEL001497	1:1	762588
FBgn0032119	AAEL001491	1:1	823387
FBgn0002973	AAEL001476	1:1	268131
FBgn0004868	AAEL012904	1:1	859446
FBgn0032120	AAEL007689	1:1	
FBgn0032123	AAEL001808	1:1	556225
FBgn0032124	AAEL004750	1:1	723528
FBgn0032129	AAEL011094	1:1	794226
FBgn0032130	AAEL012501	1:1	769866
FBgn0028479	AAEL010146	1:m	546848
FBgn0028479	AAEL015524	1:m	
FBgn0032132	AAEL008757	1:1	780879
FBgn0040070	AAEL010777	1:1	
FBgn0032135	AAEL004974	1:1	822664
FBgn0032136	AAEL004969	1:1	766810
FBgn0000273	AAEL007293	1:1	547846
FBgn0015393	AAEL003352	1:1	861736
FBgn0011207	AAEL007854	1:1	857533
FBgn0032138	AAEL012980	1:1	818187
FBgn0025117	AAEL004738	1:1	863503
FBgn0032144	AAEL010776	1:m	
FBgn0032144	AAD47827.1	1:m	
FBgn0032144	AAEL010780	1:m	
FBgn0032149	AAEL010768	1:1	
FBgn0032151	AAEL008055	1:1	
FBgn0029174	AAEL010491	1:1	547441
FBgn0032153	AAEL013232	1:1	728599
FBgn0010520	AAEL007697	1:1	805548
FBgn0004867	AAEL010168	1:1	863925
FBgn0053300	AAEL005135	1:1	
FBgn0032156	AAEL007452	1:1	759490
FBgn0032157	AAEL007558	1:1	
FBgn0024285	AAEL011568	1:1	549359
FBgn0040064	AAEL010697	1:1	855565
FBgn0025700	AAEL007441	1:1	845926
FBgn0032160	AAEL004755	1:1	547750
FBgn0032163	AAEL004766	n:1	830420
FBgn0259713	AAEL011037	1:m	
FBgn0259713	AAEL014985	1:m	
FBgn0051876	AAEL004767	1:m	
FBgn0051876	AAEL004776	1:m	
FBgn0051876	AAEL004765	1:m	559704
FBgn0051712	AAEL008383	1:1	
FBgn0051713	AAEL002207	1:1	747028
FBgn0032166	AAEL002190	1:1	767643
FBgn0032167	AAEL008635	1:1	548595
FBgn0032168	AAEL003822	1:1	809337
FBgn0032169	AAEL004458	1:1	516795
FBgn0032171	AAEL000964	1:1	548524
FBgn0032170	AAEL010300	1:1	787459
FBgn0032172	AAEL001962	1:1	
FBgn0011272	AAEL005097	1:1	
FBgn0000180	AAEL004741	1:1	772163
FBgn0051755	AAEL001939	1:1	
FBgn0043456	AAEL006684	1:1	
FBgn0011584	AAEL010538	1:m	785946
FBgn0011584	AAEL013226	1:m	
FBgn0027600	AAEL013222	1:1	772171
FBgn0267727	AAEL012960	1:1	515831
FBgn0028675	AAEL013215	1:1	554239
FBgn0005593	AAEL012585	1:1	851036
FBgn0032191	AAEL006870	1:1	823759
FBgn0032192	AAEL005460	1:1	679241
FBgn0032194	AAEL014106	1:m	846764
FBgn0032194	AAEL014256	1:m	
FBgn0024320	AAEL003325	1:1	801867
FBgn0250843	AAEL013089	1:m	
FBgn0250843	AAEL015007	1:m	489593
FBgn0032195	AAEL011123	1:1	848760
FBgn0032198	AAEL009313	1:1	755447
FBgn0004419	AAEL008500	1:1	546945
FBgn0000229	AAEL008634	1:1	548210
FBgn0051717	AAEL008674	1:1	489652
FBgn0010407	AAEL010374	1:1	548266
FBgn0032202	AAEL007444	1:1	774921
FBgn0259482	AAEL007325	1:1	755365
FBgn0032204	AAEL000579	1:1	719115
FBgn0032205	AAEL002544	1:1	862723
FBgn0260750	AAEL008676	1:1	856982
FBgn0003751	AAEL007584	1:1	682440
FBgn0260749	AAEL013363	1:m	
FBgn0260749	AAEL013644	1:m	550312
FBgn0032208	AAEL007705	1:1	818695
FBgn0032210	AAEL013253	1:1	802384
FBgn0032213	AAEL002595	1:1	773340
FBgn0032214	AAEL007710	1:1	838973
FBgn0027491	AAEL004717	1:1	714588
FBgn0032216	AAEL010496	1:1	
FBgn0032217	AAEL006155	1:1	739554
FBgn0032219	AAEL008494	1:1	498002
FBgn0011703	AAEL010644	1:1	741909
FBgn0019932	AAEL001176	1:1	802738
FBgn0032224	AAEL007113	1:1	829600
FBgn0032225	AAEL004991	1:1	809670
FBgn0032229	AAEL001797	1:1	647678
FBgn0027568	AAEL004984	1:1	844848
FBgn0032230	AAEL001809	1:1	842163
FBgn0041723	AAEL000817	1:1	733029
FBgn0053303	AAEL013071	1:1	779986
FBgn0032233	AAEL000103	1:1	
FBgn0032234	AAEL006438	1:1	811980
FBgn0032235	AAEL002295	1:m	550962
FBgn0032235	AAEL002307	1:m	
FBgn0004106	AAEL008621	1:1	547096
FBgn0032236	AAEL004527	1:1	862974
FBgn0262782	AAEL007707	1:1	847394
FBgn0051716	AAEL009437	1:1	266582
FBgn0067622	AAEL001614	1:1	
FBgn0032240	AAEL005355	1:1	759428
FBgn0051718	AAEL013153	1:1	770534
FBgn0025366	AAEL013533	1:1	865387
FBgn0003942	AAEL013536	1:1	754150
FBgn0032242	AAEL009142	1:1	763670
FBgn0032243	AAEL001648	1:1	553075
FBgn0032244	AAEL009465	1:1	547018
FBgn0032246	AAEL001212	1:1	
FBgn0262601	AAEL002377	1:1	547180
FBgn0267330	AAEL002086	1:1	776675
FBgn0032247	AAEL013150	1:1	863502
FBgn0032248	AAEL013151	1:1	818783
FBgn0004915	AAEL005368	1:1	862754
FBgn0032249	AAEL002711	1:1	561821
FBgn0032250	AAEL002976	1:1	856686
FBgn0027052	AAEL012588	1:1	761542
FBgn0032251	AAEL001451	1:1	265780
FBgn0065110	AAEL010534	1:m	268884
FBgn0065110	AAEL013219	1:m	
FBgn0027611	AAEL005749	1:m	
FBgn0027611	AAEL005752	1:m	
FBgn0027611	AAEL005763	1:m	836646
FBgn0051719	AAEL001242	1:1	854576
FBgn0026431	AAEL003546	1:1	834251
FBgn0032258	AAEL010135	1:1	541504
FBgn0032259	AAEL000465	1:1	526392
FBgn0086347	AAEL012631	1:1	548642
FBgn0032261	AAEL010339	1:1	860846
FBgn0021953	AAEL000572	n:1	547404
FBgn0010398	AAEL010808	1:1	856392
FBgn0032264	AAEL011467	n:m	
FBgn0032264	AAEL012199	n:m	
FBgn0032264	AAEL012345	n:m	
FBgn0032264	AAEL012340	n:m	
FBgn0032264	AAEL012344	n:m	
FBgn0032264	AAEL012350	n:m	
FBgn0032264	AAEL013362	n:m	
FBgn0032264	AAEL013361	n:m	
FBgn0032264	AAEL014916	n:m	
FBgn0032264	AAEL014921	n:m	
FBgn0032264	AAEL014920	n:m	
FBgn0032264	AAEL004933	n:m	
FBgn0032264	AAEL004929	n:m	
FBgn0032265	AAEL011467	n:m	
FBgn0032265	AAEL012199	n:m	
FBgn0032265	AAEL012345	n:m	
FBgn0032265	AAEL012340	n:m	
FBgn0032265	AAEL012344	n:m	
FBgn0032265	AAEL012350	n:m	
FBgn0032265	AAEL013362	n:m	
FBgn0032265	AAEL013361	n:m	
FBgn0032265	AAEL014916	n:m	
FBgn0032265	AAEL014921	n:m	
FBgn0032265	AAEL014920	n:m	
FBgn0032265	AAEL004933	n:m	
FBgn0032265	AAEL004929	n:m	
FBgn0032271	AAEL011467	n:m	
FBgn0032271	AAEL012199	n:m	
FBgn0032271	AAEL012345	n:m	
FBgn0032271	AAEL012340	n:m	795986
FBgn0032271	AAEL012344	n:m	
FBgn0032271	AAEL012350	n:m	
FBgn0032271	AAEL013362	n:m	
FBgn0032271	AAEL013361	n:m	
FBgn0032271	AAEL014916	n:m	
FBgn0032271	AAEL014921	n:m	
FBgn0032271	AAEL014920	n:m	
FBgn0032271	AAEL004933	n:m	
FBgn0032271	AAEL004929	n:m	
FBgn0051871	AAEL011467	n:m	
FBgn0051871	AAEL012199	n:m	
FBgn0051871	AAEL012345	n:m	
FBgn0051871	AAEL012340	n:m	
FBgn0051871	AAEL012344	n:m	
FBgn0051871	AAEL012350	n:m	
FBgn0051871	AAEL013362	n:m	
FBgn0051871	AAEL013361	n:m	
FBgn0051871	AAEL014916	n:m	
FBgn0051871	AAEL014921	n:m	
FBgn0051871	AAEL014920	n:m	
FBgn0051871	AAEL004933	n:m	
FBgn0051871	AAEL004929	n:m	
FBgn0023496	AAEL011467	n:m	
FBgn0023496	AAEL012199	n:m	
FBgn0023496	AAEL012345	n:m	
FBgn0023496	AAEL012340	n:m	
FBgn0023496	AAEL012344	n:m	
FBgn0023496	AAEL012350	n:m	
FBgn0023496	AAEL013362	n:m	
FBgn0023496	AAEL013361	n:m	
FBgn0023496	AAEL014916	n:m	
FBgn0023496	AAEL014921	n:m	795991
FBgn0023496	AAEL014920	n:m	
FBgn0023496	AAEL004933	n:m	
FBgn0023496	AAEL004929	n:m	
FBgn0024740	AAEL012407	n:m	
FBgn0024740	AAEL013368	n:m	
FBgn0024740	AAEL013365	n:m	
FBgn0024740	AAEL002907	n:m	796011
FBgn0032287	AAEL010276	1:1	852557
FBgn0032289	AAEL006970	1:1	762682
FBgn0032290	AAEL003151	1:1	848610
FBgn0032291	AAEL010658	1:1	675663
FBgn0032292	AAEL006611	1:1	831235
FBgn0027868	AAEL003908	1:1	839213
FBgn0032296	AAEL003157	1:1	497637
FBgn0032297	AAEL006619	1:1	839168
FBgn0027550	AAEL014970	1:1	818073
FBgn0015320	AAEL005038	1:1	
FBgn0032298	AAEL005041	1:1	857330
FBgn0032299	AAEL001708	1:1	331939
FBgn0011676	AAEL009745	1:1	800905
FBgn0032305	AAEL007548	1:1	703670
FBgn0004363	AAEL001872	1:1	810730
FBgn0262599	AAEL001857	1:1	771987
FBgn0027453	AAEL002219	1:1	514638
FBgn0024227	AAEL006712	1:1	548084
FBgn0027363	AAEL002240	1:1	551264
FBgn0053129	AAEL000944	1:1	848727
FBgn0032321	AAEL012211	1:1	547357
FBgn0000018	AAEL008161	1:1	547390
FBgn0010612	AAEL006509	1:1	831358
FBgn0041781	AAEL012519	1:1	548466
FBgn0004872	AAEL007698	n:m	
FBgn0004872	AAEL008098	n:m	
FBgn0004872	AAEL008076	n:m	542666
FBgn0004872	AAEL013692	n:m	
FBgn0000146	AAEL007698	n:m	542661
FBgn0000146	AAEL008098	n:m	
FBgn0000146	AAEL008076	n:m	
FBgn0000146	AAEL013692	n:m	
FBgn0015756	AAEL007699	1:1	855872
FBgn0021761	AAEL001861	1:1	792887
FBgn0032329	AAEL003522	1:1	749105
FBgn0250837	AAEL007323	1:m	
FBgn0250837	AAEL012629	1:m	856222
FBgn0032338	AAEL009939	1:m	496599
FBgn0032338	AAEL013015	1:m	
FBgn0032339	AAEL014534	1:1	835323
FBgn0032340	AAEL009934	1:1	825833
FBgn0032341	AAEL009428	1:1	609417
FBgn0261983	AAEL004802	1:1	665563
FBgn0032343	AAEL004402	1:1	790315
FBgn0027582	AAEL002061	1:1	523649
FBgn0032346	AAEL001619	1:1	787680
FBgn0262647	AAEL002339	1:1	817138
FBgn0028700	AAEL007581	1:1	546965
FBgn0032348	AAEL007827	1:1	749828
FBgn0040211	AAEL013637	1:1	842937
FBgn0010197	AAEL005330	1:1	553493
FBgn0032350	AAEL005336	1:1	863555
FBgn0032358	AAEL001235	1:1	824165
FBgn0020270	AAEL000034	1:m	
FBgn0020270	AAEL010595	1:m	665578
FBgn0032359	AAEL014873	1:m	
FBgn0032359	AAEL004788	1:m	730765
FBgn0032361	AAEL008725	1:1	709285
FBgn0015400	AAEL001894	1:1	553646
FBgn0032378	AAEL010543	1:1	695919
FBgn0264815	AAEL010539	1:1	792106
FBgn0032382	AAEL010536	1:1	700750
FBgn0026390	AAEL010409	1:1	
FBgn0032387	AAEL012555	1:1	
FBgn0032388	AAEL010600	1:m	
FBgn0032388	AAEL014540	1:m	826286
FBgn0032391	AAEL014536	1:1	796299
FBgn0051866	AAEL012438	n:1	836298
FBgn0042127	AAEL009429	n:1	
FBgn0051865	AAEL012438	n:1	
FBgn0042125	AAEL009429	n:1	553593
FBgn0032393	AAEL010743	1:1	785299
FBgn0032394	AAEL005223	1:1	831710
FBgn0014019	AAEL003035	1:1	657439
FBgn0032395	AAEL001647	1:1	817675
FBgn0010497	AAEL001656	n:1	548507
FBgn0032397	AAEL006531	1:1	546999
FBgn0032398	AAEL007891	1:1	825454
FBgn0032400	AAEL003160	1:1	803918
FBgn0032402	AAEL001241	1:1	494769
FBgn0028425	AAEL003919	1:1	
FBgn0032404	AAEL005638	1:1	851038
FBgn0027505	AAEL009668	1:1	790126
FBgn0032407	AAEL004985	1:1	497876
FBgn0032408	AAEL004997	1:1	
FBgn0028707	AAEL006166	1:1	831046
FBgn0032409	AAEL001223	1:1	795201
FBgn0029137	AAEL001203	1:1	752808
FBgn0027081	AAEL001206	1:1	851106
FBgn0015797	AAEL006091	1:m	
FBgn0015797	AAEL006091	1:m	522098
FBgn0263234	AAEL011889	n:m	
FBgn0263234	AAEL011891	n:m	
FBgn0263235	AAEL011889	n:m	
FBgn0263235	AAEL011891	n:m	
FBgn0032420	AAEL004517	1:1	332575
FBgn0000114	AAEL000695	n:1	
FBgn0051759	AAEL004708	1:1	849465
FBgn0262475	AAEL000695	n:1	
FBgn0032428	AAEL010551	1:1	
FBgn0032429	AAEL003215	1:1	497806
FBgn0032430	AAEL010349	1:1	856078
FBgn0032431	AAEL010346	1:1	753198
FBgn0265298	AAEL010340	1:1	
FBgn0032433	AAEL007691	1:1	557349
FBgn0032435	AAEL007693	1:1	769145
FBgn0032436	AAEL014719	1:1	
FBgn0032444	AAEL007702	1:1	636210
FBgn0032445	AAEL010295	1:1	809130
FBgn0032447	AAEL005449	1:1	775569
FBgn0032451	AAEL001190	1:1	523043
FBgn0032453	AAEL007549	1:m	
FBgn0032453	AAEL012666	1:m	703341
FBgn0032456	AAEL004743	1:1	
FBgn0015399	AAEL001368	1:1	266822
FBgn0263598	AAB71659.1	1:1	735951
FBgn0032465	AAEL011754	1:1	
FBgn0021796	AAEL000693	1:1	530293
FBgn0032467	AAEL006910	1:1	530856
FBgn0032470	AAEL013294	1:1	529654
FBgn0032475	AAEL005453	1:1	
FBgn0032476	AAEL008530	1:1	
FBgn0032477	AAEL005705	1:1	854037
FBgn0051849	AAEL005535	1:m	
FBgn0051849	AAEL005683	1:m	
FBgn0032478	AAEL010639	1:1	554338
FBgn0032479	AAEL005734	1:1	
FBgn0032480	AAEL002645	1:1	526737
FBgn0032482	AAEL005651	1:1	825494
FBgn0032485	AAEL003701	1:1	548689
FBgn0032486	AAEL012811	1:m	
FBgn0032486	AAEL013058	1:m	847660
FBgn0032487	AAEL013045	1:1	847594
FBgn0032488	AAEL001638	1:1	736885
FBgn0027586	AAEL004987	n:1	766812
FBgn0032494	AAEL004987	n:1	
FBgn0028406	AAEL004995	1:1	855419
FBgn0032499	AAEL009262	1:1	750606
FBgn0051729	AAEL004981	1:1	523651
FBgn0032506	AAEL005285	1:1	709755
FBgn0022069	AAEL007158	1:1	641043
FBgn0032509	AAEL003206	1:1	699340
FBgn0051852	AAEL014187	1:m	785558
FBgn0051852	AAEL003054	1:m	
FBgn0051855	AAEL012023	1:1	753835
FBgn0032511	AAEL010230	1:1	822865
FBgn0032513	AAEL005290	1:1	497973
FBgn0032514	AAEL008319	1:1	780360
FBgn0025724	AAEL006040	1:1	547097
FBgn0032516	AAEL004983	1:1	
FBgn0032517	AAEL012442	1:1	852395
FBgn0032518	AAEL008329	1:1	809723
FBgn0032521	AAEL013741	1:1	753300
FBgn0032522	AAEL011099	n:1	859120
FBgn0023407	AAEL009264	1:1	266473
FBgn0259984	AAEL002663	1:1	548821
FBgn0028513	AAEL001656	n:1	
FBgn0028546	AAEL002678	1:1	549680
FBgn0028527	AAEL014355	1:1	
FBgn0028541	AAEL007687	1:1	531080
FBgn0028540	AAEL015291	1:1	844953
FBgn0024846	AAEL008379	1:1	547069
FBgn0028932	AAEL002303	1:1	689632
FBgn0028539	AAEL014699	1:1	555098
FBgn0028538	AAEL013012	1:1	839445
FBgn0027844	AAEL004930	1:1	
FBgn0028658	AAEL007277	1:1	809886
FBgn0028919	AAEL002371	1:1	261064
FBgn0001965	AAEL001165	1:1	831423
FBgn0000153	AAEL007542	1:1	824807
FBgn0001961	AAEL007546	1:1	546979
FBgn0015271	AAEL011358	1:1	706095
FBgn0064115	AAEL011360	1:1	816516
FBgn0004407	AAEL011352	1:1	866129
FBgn0026373	AAEL008755	1:1	858073
FBgn0260407	AAEL005944	1:1	829904
FBgn0028509	AAEL002660	1:1	734471
FBgn0053306	AAEL000500	n:1	
FBgn0028920	AAEL000500	n:1	
FBgn0028533	AAEL000500	n:1	332917
FBgn0019890	AAEL004986	1:1	845251
FBgn0261514	AAEL007968	1:1	700041
FBgn0028940	AAEL006984	n:m	
FBgn0028940	AAEL006992	n:m	
FBgn0028940	AAEL006989	n:m	819591
FBgn0028940	AAEL007024	n:m	
FBgn0028940	AAEL007010	n:m	
FBgn0028940	AAEL015654	n:m	
FBgn0028940	AAEL003890	n:m	
FBgn0003255	AAEL004777	1:1	554020
FBgn0027348	AAEL005740	1:1	
FBgn0028872	AAEL005762	1:1	268273
FBgn0263037	AAEL004944	n:1	
FBgn0263038	AAEL001494	1:1	788577
FBgn0016930	AAEL001731	1:1	
FBgn0261563	AAEL001477	1:1	
FBgn0028916	AAEL001478	1:1	778595
FBgn0261534	AAEL010139	1:1	769820
FBgn0261535	AAEL013463	1:1	864421
FBgn0015791	AAEL013252	1:1	522101
FBgn0001970	AAEL008037	1:1	677234
FBgn0004858	AAEL011086	1:1	823699
FBgn0264810	AAEL013722	1:1	774061
FBgn0005771	AAEL015487	1:1	
FBgn0003016	AAEL008670	1:1	266131
FBgn0028866	AAEL001608	1:1	
FBgn0259213	AAEL009943	1:1	
FBgn0086711	AAEL007562	1:1	846632
FBgn0040228	AAEL007566	1:1	836048
FBgn0261881	AAEL001653	1:1	549020
FBgn0028926	AAEL008763	1:1	547015
FBgn0261882	AAEL014040	1:1	713569
FBgn0001974	AAEL011698	1:1	846230
FBgn0260446	AAEL007372	1:1	641440
FBgn0051832	AAEL006702	1:m	
FBgn0051832	AAEL001713	1:m	
FBgn0041713	AAEL007374	1:1	752644
FBgn0001977	AAEL001501	1:1	640891
FBgn0004837	AAEL006419	1:1	814553
FBgn0000317	AAEL001220	1:1	530370
FBgn0010422	AAEL001496	1:1	798661
FBgn0262526	AAEL004978	1:1	551631
FBgn0024183	AAEL008073	1:1	548945
FBgn0001978	AAEL001636	1:1	547703
FBgn0028888	AAEL001240	1:1	555586
FBgn0028516	AAEL001239	1:1	
FBgn0027559	AAEL003935	1:1	269737
FBgn0259982	AAEL009109	1:1	666126
FBgn0261268	AAEL007187	1:1	833363
FBgn0086691	AAEL003716	1:m	841613
FBgn0086691	AAEL005127	1:m	
FBgn0001981	AAEL008336	1:1	559535
FBgn0002524	AAEL000706	1:1	805412
FBgn0028950	AAEL011539	n:m	
FBgn0028950	AAEL011542	n:m	
FBgn0028950	AAEL011547	n:m	
FBgn0028950	AAEL011555	n:m	777761
FBgn0028950	AAEL011559	n:m	
FBgn0028950	AAEL011543	n:m	
FBgn0028950	AAEL011558	n:m	
FBgn0028950	AAEL013449	n:m	
FBgn0028950	AAEL014514	n:m	
FBgn0028950	AAEL014516	n:m	
FBgn0028950	AAEL014515	n:m	
FBgn0028944	AAEL011539	n:m	
FBgn0028944	AAEL011542	n:m	
FBgn0028944	AAEL011547	n:m	
FBgn0028944	AAEL011555	n:m	
FBgn0028944	AAEL011559	n:m	
FBgn0028944	AAEL011543	n:m	
FBgn0028944	AAEL011558	n:m	
FBgn0028944	AAEL013449	n:m	
FBgn0028944	AAEL014514	n:m	
FBgn0028944	AAEL014516	n:m	
FBgn0028944	AAEL014515	n:m	
FBgn0028949	AAEL011539	n:m	
FBgn0028949	AAEL011542	n:m	777767
FBgn0028949	AAEL011547	n:m	
FBgn0028949	AAEL011555	n:m	
FBgn0028949	AAEL011559	n:m	
FBgn0028949	AAEL011543	n:m	
FBgn0028949	AAEL011558	n:m	
FBgn0028949	AAEL013449	n:m	
FBgn0028949	AAEL014514	n:m	
FBgn0028949	AAEL014516	n:m	
FBgn0028949	AAEL014515	n:m	
FBgn0028948	AAEL011539	n:m	
FBgn0028948	AAEL011542	n:m	
FBgn0028948	AAEL011547	n:m	
FBgn0028948	AAEL011555	n:m	
FBgn0028948	AAEL011559	n:m	
FBgn0028948	AAEL011543	n:m	
FBgn0028948	AAEL011558	n:m	777763
FBgn0028948	AAEL013449	n:m	
FBgn0028948	AAEL014514	n:m	
FBgn0028948	AAEL014516	n:m	
FBgn0028948	AAEL014515	n:m	
FBgn0028945	AAEL011539	n:m	
FBgn0028945	AAEL011542	n:m	
FBgn0028945	AAEL011547	n:m	777760
FBgn0028945	AAEL011555	n:m	
FBgn0028945	AAEL011559	n:m	
FBgn0028945	AAEL011543	n:m	
FBgn0028945	AAEL011558	n:m	
FBgn0028945	AAEL013449	n:m	
FBgn0028945	AAEL014514	n:m	
FBgn0028945	AAEL014516	n:m	
FBgn0028945	AAEL014515	n:m	
FBgn0028863	AAEL009062	1:1	810118
FBgn0028517	AAEL002585	n:1	567622
FBgn0051827	AAEL002585	n:1	
FBgn0001989	AAEL009066	1:1	818955
FBgn0001986	AAEL009067	1:1	845982
FBgn0001987	AAEL009055	1:1	780874
FBgn0028507	AAEL004773	1:1	793338
FBgn0041627	AAEL003684	1:1	
FBgn0051826	AAEL010344	1:1	754799
FBgn0028902	AAEL007684	1:1	810697
FBgn0028935	AAEL015248	1:1	
FBgn0028645	AAEL010152	1:m	644350
FBgn0028645	AAEL005649	1:m	
FBgn0028858	AAEL003217	1:1	830876
FBgn0000182	AAEL010153	1:1	
FBgn0001991	AAEL011280	1:1	788273
FBgn0261999	AAEL011040	1:m	
FBgn0261999	AAEL005392	1:m	810121
FBgn0024734	AAEL001798	1:1	783945
FBgn0028897	AAEL011493	1:m	
FBgn0028897	AAEL005708	1:m	547192
FBgn0001994	AAEL005452	1:1	797924
FBgn0040079	AAEL007843	1:1	838985
FBgn0032582	AAEL004442	1:1	773041
FBgn0001992	AAEL012144	1:1	819032
FBgn0028375	AAEL005035	1:1	736051
FBgn0028895	AAEL008493	1:1	555179
FBgn0028894	AAEL013768	1:1	835197
FBgn0015338	AAEL015202	1:1	
FBgn0000339	AAEL007332	1:1	860022
FBgn0014092	AAEL014038	1:1	846318
FBgn0001995	AAEL000701	1:1	852907
FBgn0087041	AAEL000697	1:1	
