drosophila_ID	anopheles_ID	orthotype	OMAgroup
FBgn0004868	AGAP010025	1:1	859446
FBgn0032120	AGAP010026	1:1	523659
FBgn0032123	AGAP008711	1:1	556225
FBgn0032129	AGAP002159	1:1	
FBgn0032130	AGAP011847	1:1	769866
FBgn0028479	AGAP007784	1:1	546848
FBgn0040070	AAF68382.1	n:1	
FBgn0032135	AGAP008806	1:1	822664
FBgn0032136	AGAP008807	1:1	766810
FBgn0053299	AGAP008817	1:1	
FBgn0000273	AGAP001384	1:1	
FBgn0015393	AGAP008163	1:1	861736
FBgn0011207	AGAP008269	1:1	857533
FBgn0032138	AGAP007112	1:1	818187
FBgn0025117	AGAP008345	1:1	863503
FBgn0032144	AAB96576.1	1:1	539177
FBgn0065108	AGAP009590	1:1	544091
FBgn0065109	AGAP006703	n:m	
FBgn0065109	AGAP006704	n:m	
FBgn0032149	AGAP009588	1:1	
FBgn0032151	AAU12510.1	1:1	
FBgn0029174	AGAP009347	1:1	547441
FBgn0032153	AGAP010721	1:1	728599
FBgn0010520	AGAP009504	1:1	805548
FBgn0004867	AGAP003768	1:1	863925
FBgn0032156	AGAP008763	1:1	
FBgn0032157	AGAP009980	1:1	548842
FBgn0024285	AGAP002265	1:1	549359
FBgn0040064	AGAP006821	1:1	855565
FBgn0025700	AGAP008761	1:1	845926
FBgn0032160	AGAP010130	1:1	547750
FBgn0032163	AGAP010129	n:1	830420
FBgn0259713	AGAP006855	1:m	
FBgn0259713	AGAP006858	1:m	
FBgn0259713	AGAP006860	1:m	
FBgn0259713	AGAP006862	1:m	
FBgn0259713	AGAP006863	1:m	
FBgn0259713	AGAP010105	1:m	
FBgn0051876	AGAP010098	1:1	559704
FBgn0051712	AGAP009958	1:1	
FBgn0051713	AGAP008495	1:1	747028
FBgn0032166	AGAP008492	1:1	767643
FBgn0032167	AGAP009463	1:1	548595
FBgn0032168	AGAP002734	1:1	809337
FBgn0032169	AGAP002111	1:1	
FBgn0032171	AGAP009822	1:1	548524
FBgn0032170	AGAP011079	1:1	787459
FBgn0032172	AGAP008048	1:1	801686
FBgn0011272	AGAP001805	1:1	822574
FBgn0000180	AGAP008766	1:m	772163
FBgn0000180	AGAP008767	1:m	
FBgn0043456	AGAP009949	1:1	853376
FBgn0011584	AGAP009788	1:1	785946
FBgn0027600	AGAP009790	1:1	772171
FBgn0267727	AGAP009792	1:1	515831
FBgn0028675	AGAP009799	1:1	554239
FBgn0032189	AGAP009800	1:1	753760
FBgn0005593	AGAP008916	1:1	851036
FBgn0032191	AGAP011491	1:1	823759
FBgn0032192	AGAP009621	1:1	679241
FBgn0032194	AGAP006138	1:1	846764
FBgn0024320	AGAP008137	1:1	801867
FBgn0250843	AGAP010253	1:1	489593
FBgn0032195	AGAP004266	1:m	848760
FBgn0032195	AGAP012809	1:m	
FBgn0032197	AGAP002153	1:1	747804
FBgn0004419	AGAP009135	1:1	546945
FBgn0000229	AGAP009461	1:1	548210
FBgn0051717	AGAP005824	1:1	
FBgn0010407	AGAP006219	1:1	548266
FBgn0026379	AGAP009628	1:1	
FBgn0011305	AGAP009142	1:1	553367
FBgn0032202	AGAP008762	1:1	774921
FBgn0259482	AGAP007872	1:1	755365
FBgn0032204	AGAP005561	1:1	719115
FBgn0032205	AGAP001629	1:1	862723
FBgn0260750	AGAP005825	1:1	856982
FBgn0003751	AGAP002846	1:1	682440
FBgn0260749	AGAP008509	1:1	550312
FBgn0032208	AGAP009511	1:1	818695
FBgn0032210	AGAP008412	1:1	802384
FBgn0032213	AGAP011783	1:m	
FBgn0032213	AGAP011787	1:m	773340
FBgn0032213	AGAP011793	1:m	
FBgn0032214	AGAP009507	1:1	838973
FBgn0032216	AGAP009348	1:1	546974
FBgn0032217	AGAP002549	1:1	739554
FBgn0032219	AGAP009128	1:1	498002
FBgn0011703	AGAP010198	1:1	741909
FBgn0019932	AGAP009619	1:1	802738
FBgn0032224	AGAP011375	1:1	829600
FBgn0032225	AGAP008811	1:1	809670
FBgn0032229	AGAP009019	1:1	647678
FBgn0027568	AGAP009970	1:1	844848
FBgn0032230	AGAP009016	1:1	842163
FBgn0053303	AGAP010174	1:1	779986
FBgn0032234	AGAP008946	1:1	811980
FBgn0032235	AGAP012425	1:1	550962
FBgn0004106	AGAP009459	1:1	547096
FBgn0032236	AGAP009613	1:1	862974
FBgn0262782	AGAP009510	1:1	847394
FBgn0032240	AGAP009687	1:1	759428
FBgn0051718	AGAP009014	1:1	770534
FBgn0025366	AGAP008001	1:1	865387
FBgn0032242	AGAP009172	1:1	763670
FBgn0032243	AGAP007815	1:1	553075
FBgn0032244	AGAP005144	1:1	547018
FBgn0032246	AGAP008932	1:1	
FBgn0262601	AGAP005523	1:1	547180
FBgn0267330	AGAP012756	1:1	776675
FBgn0032247	AGAP009013	1:1	863502
FBgn0032248	AGAP009680	1:1	818783
FBgn0004915	AGAP009558	1:1	862754
FBgn0032249	AGAP011218	1:1	561821
FBgn0032250	AGAP011494	1:1	856686
FBgn0027052	AGAP008918	1:1	761542
FBgn0032251	AGAP010060	1:1	
FBgn0032252	AGAP010003	1:1	
FBgn0065110	AGAP009789	1:1	268884
FBgn0027611	AGAP008584	1:1	836646
FBgn0051719	AGAP009693	1:1	854576
FBgn0026431	AGAP008847	1:1	834251
FBgn0032258	AGAP008875	1:1	541504
FBgn0032259	AGAP003866	1:1	526392
FBgn0086347	AGAP010160	1:1	548642
FBgn0032261	AGAP008425	1:1	860846
FBgn0021953	AGAP001763	n:1	547404
FBgn0010398	AGAP003591	1:1	856392
FBgn0032264	AGAP002353	n:m	795980
FBgn0032264	AGAP003500	n:m	
FBgn0032264	AGAP003501	n:m	
FBgn0032266	AGAP003082	n:m	
FBgn0032266	AGAP012620	n:m	
FBgn0032271	AGAP002353	n:m	
FBgn0032271	AGAP003500	n:m	
FBgn0032271	AGAP003501	n:m	
FBgn0043825	AGAP003082	n:m	796018
FBgn0043825	AGAP012620	n:m	
FBgn0051871	AGAP002872	1:1	
FBgn0032282	AGAP001509	1:1	
FBgn0032283	AGAP001508	1:m	
FBgn0032283	AGAP001510	1:m	
FBgn0032284	AGAP005614	1:1	562108
FBgn0023496	AGAP003082	n:m	
FBgn0023496	AGAP012620	n:m	
FBgn0032287	AGAP001124	1:1	852557
FBgn0032289	AGAP009103	1:1	
FBgn0032290	AGAP012690	1:1	848610
FBgn0032291	AGAP006134	1:1	675663
FBgn0032292	AGAP007885	1:1	831235
FBgn0027868	AGAP001685	1:1	839213
FBgn0032296	AGAP010179	1:1	497637
FBgn0032297	AGAP007886	1:1	839168
FBgn0027550	AGAP007887	1:1	818073
FBgn0015320	AGAP007952	1:1	547737
FBgn0032298	AGAP007244	1:1	857330
FBgn0032299	AGAP008253	1:1	331939
FBgn0011676	AAR13760.1	1:1	800905
FBgn0004363	AAL89811.1	1:1	810730
FBgn0262599	AGAP007779	1:1	771987
FBgn0027453	AGAP008493	1:1	514638
FBgn0024227	AGAP007855	1:1	548084
FBgn0053129	AGAP009823	1:1	848727
FBgn0032321	AGAP001565	1:1	547357
FBgn0000018	AGAP001900	1:1	547390
FBgn0010612	AGAP009491	1:1	831358
FBgn0041781	AGAP008518	1:1	548466
FBgn0000146	AGAP009509	1:1	542661
FBgn0015756	AGAP009508	1:1	855872
FBgn0021761	AGAP007999	1:1	792887
FBgn0032329	AGAP008846	1:1	749105
FBgn0250837	AGAP010159	1:1	856222
FBgn0032338	AGAP008326	1:1	496599
FBgn0032339	AGAP008331	1:1	835323
FBgn0032340	AGAP008324	1:1	825833
FBgn0032341	AGAP008180	1:1	609417
FBgn0261983	AGAP010539	1:1	665563
FBgn0032343	AGAP010549	1:1	790315
FBgn0041246	AGAP001172	1:1	
FBgn0027582	AGAP008085	1:1	523649
FBgn0032346	AGAP008063	1:1	787680
FBgn0262647	AGAP004671	1:1	817138
FBgn0028700	AGAP009047	1:1	546965
FBgn0032348	AGAP008858	1:1	749828
FBgn0040211	AGAP009609	1:1	842937
FBgn0010197	AGAP008848	1:1	553493
FBgn0032350	AGAP008849	1:1	863555
FBgn0259822	AGAP008028	1:1	738200
FBgn0040232	AGAP006472	1:1	
FBgn0032358	AGAP009695	1:1	824165
FBgn0020270	AGAP006797	1:1	665578
FBgn0032359	AGAP005899	1:m	730765
FBgn0032359	AGAP010354	1:m	
FBgn0032361	AGAP011488	1:1	709285
FBgn0032362	AGAP007866	1:1	760012
FBgn0032363	AGAP007865	1:1	848213
FBgn0028490	AGAP008439	1:1	
FBgn0032378	AGAP008969	1:1	695919
FBgn0264815	AGAP008967	1:1	792106
FBgn0000588	AGAP008550	1:1	
FBgn0051704	AGAP008968	1:1	
FBgn0264750	AGAP011482	1:1	
FBgn0032382	AGAP008965	1:1	
FBgn0051866	AGAP004085	n:1	836298
FBgn0042127	AGAP009989	n:1	
FBgn0051865	AGAP004085	n:1	
FBgn0042125	AGAP009989	n:1	553593
FBgn0032393	AGAP009094	1:1	785299
FBgn0032394	AGAP003814	1:1	831710
FBgn0014019	AGAP010089	1:1	657439
FBgn0032395	AGAP007731	1:1	817675
FBgn0010497	AGAP007732	1:1	548507
FBgn0032397	AGAP009497	1:1	546999
FBgn0032398	AGAP009546	1:1	825454
FBgn0032402	AGAP006088	1:1	494769
FBgn0028425	AGAP012643	1:1	
FBgn0032404	AGAP007635	1:1	851038
FBgn0027505	AGAP001533	1:1	790126
FBgn0032407	AGAP008804	1:1	497876
FBgn0028707	AGAP004101	1:1	831046
FBgn0032409	AGAP009236	1:1	795201
FBgn0029137	AGAP008928	1:1	752808
FBgn0027081	AGAP008929	1:1	851106
FBgn0015797	AGAP011363	1:1	522098
FBgn0263234	AGAP009121	n:1	556148
FBgn0032414	AGAP009450	1:1	557063
FBgn0051760	AGAP008644	1:1	
FBgn0032420	AGAP008642	1:1	332575
FBgn0032421	AGAP008641	1:1	798193
FBgn0000114	AGAP009477	n:1	
FBgn0051759	AGAP009079	1:1	849465
FBgn0262475	AGAP009477	n:1	
FBgn0032428	AGAP009881	1:1	643348
FBgn0032429	AGAP009882	1:1	497806
FBgn0032430	AGAP009740	1:1	856078
FBgn0032431	AGAP009741	1:1	753198
FBgn0265298	AGAP009742	1:1	
FBgn0020443	AGAP009310	1:1	863717
FBgn0032433	AGAP010042	1:1	557349
FBgn0032435	AGAP010043	1:1	769145
FBgn0032436	AGAP001183	n:m	817052
FBgn0032436	AGAP011729	n:m	
FBgn0259176	AGAP010044	1:1	
FBgn0032444	AGAP009505	1:1	636210
FBgn0032445	AGAP010237	1:1	809130
FBgn0032447	AGAP007832	1:1	775569
FBgn0032449	AGAP006349	1:1	
FBgn0032450	AGAP012655	1:1	848770
FBgn0032451	AGAP009838	1:1	523043
FBgn0032453	AGAP008909	1:1	703341
FBgn0032456	AGAP009835	1:1	547207
FBgn0015399	AGAP009136	1:1	266822
FBgn0263598	AGAP003153	1:1	735951
FBgn0032465	AGAP000948	1:1	
FBgn0021796	AGAP007873	1:1	530293
FBgn0032467	AGAP007870	1:1	530856
FBgn0032470	AGAP002877	1:1	529654
FBgn0032473	AGAP007308	1:1	712406
FBgn0032475	AGAP010202	1:1	746009
FBgn0032476	AGAP000814	1:1	840795
FBgn0032477	AGAP008131	1:1	854037
FBgn0032479	AGAP008611	1:1	266277
FBgn0032480	AGAP008749	1:1	526737
FBgn0032482	AGAP009264	1:1	825494
FBgn0032485	AGAP009913	1:1	548689
FBgn0032486	AGAP012082	1:1	847660
FBgn0027586	AGAP008182	n:1	
FBgn0032494	AGAP008182	n:1	
FBgn0032495	AGAP008182	n:1	766814
FBgn0028406	AGAP009681	1:1	855419
FBgn0032499	AGAP007772	1:1	750606
FBgn0051729	AGAP008184	1:1	523651
FBgn0040973	AGAP008008	n:1	
FBgn0032506	AGAP010096	1:1	709755
FBgn0022069	AGAP002684	1:1	641043
FBgn0032509	AGAP003415	1:1	699340
FBgn0051852	AGAP008797	1:1	785558
FBgn0051855	AGAP008078	1:1	753835
FBgn0032511	AGAP009865	1:1	822865
FBgn0032512	AGAP008674	1:1	696967
FBgn0032513	AGAP004792	1:1	497973
FBgn0032514	AGAP010217	1:1	780360
FBgn0025724	AGAP004798	1:1	547097
FBgn0032515	AGAP009781	1:1	
FBgn0032516	AGAP009992	1:1	
FBgn0032517	AAY89434.1	1:1	852395
FBgn0032518	AGAP010216	1:1	809723
FBgn0032522	AGAP002740	n:1	
FBgn0026760	AGAP001002	1:1	559548
FBgn0023407	AGAP007774	1:1	266473
FBgn0259984	AGAP008790	1:1	548821
FBgn0028546	AGAP008785	1:1	549680
FBgn0028541	AGAP010029	1:1	531080
FBgn0028540	AGAP009039	1:1	844953
FBgn0028932	AGAP010729	1:1	
FBgn0028539	AGAP001523	1:1	555098
FBgn0028538	AGAP008906	1:1	839445
FBgn0028919	AGAP005769	1:1	261064
FBgn0001965	AGAP009180	1:1	831423
FBgn0000153	AGAP008904	1:1	824807
FBgn0004406	AGAP000139	1:1	829273
FBgn0001961	AGAP008908	1:1	546979
FBgn0015271	AGAP000978	1:1	706095
FBgn0004407	AGAP000979	1:1	866129
FBgn0026373	AGAP010321	1:1	858073
FBgn0260407	AGAP002893	1:1	829904
FBgn0028509	AGAP009160	1:1	734471
FBgn0028920	AGAP001352	n:m	
FBgn0028920	AGAP001354	n:m	
FBgn0028534	AGAP001355	1:1	
FBgn0028533	AGAP001352	n:m	332917
FBgn0028533	AGAP001354	n:m	
FBgn0019890	AGAP008181	1:1	845251
FBgn0012037	AGAP009752	1:m	
FBgn0012037	AGAP009754	1:m	
FBgn0012037	AGAP009755	1:m	524996
FBgn0012037	AGAP009756	1:m	
FBgn0032536	AGAP009757	1:1	524997
FBgn0028938	AGAP009758	1:1	554845
FBgn0003255	AGAP008347	1:1	554020
FBgn0027348	AGAP008596	1:1	
FBgn0028872	AGAP008593	1:1	
FBgn0028875	AAU12508.1	1:1	637290
FBgn0261563	AGAP007849	1:1	549880
FBgn0028916	AGAP008830	1:1	778595
FBgn0261534	AGAP008878	1:1	769820
FBgn0261535	AGAP008159	1:1	864421
FBgn0015791	AGAP008419	1:1	522101
FBgn0001970	AGAP004429	1:1	677234
FBgn0015546	AGAP010282	1:1	864534
FBgn0264810	AAX18444.1	1:1	774061
FBgn0005771	AGAP010223	1:1	
FBgn0003016	AGAP009847	1:1	266131
FBgn0028886	AAN40409.1	1:1	788745
FBgn0259213	AGAP008320	1:1	
FBgn0261881	AGAP007813	1:1	549020
FBgn0028926	AGAP010322	1:1	547015
FBgn0261882	AGAP011752	1:1	713569
FBgn0001974	AGAP003460	1:1	846230
FBgn0260446	AGAP010281	1:1	641440
FBgn0051832	AGAP006914	1:1	
FBgn0041713	AGAP010280	1:1	752644
FBgn0001977	AGAP008883	1:1	640891
FBgn0004837	AGAP008935	1:1	814553
FBgn0010422	AGAP009035	1:1	798661
FBgn0262526	AAY41942.1	1:1	551631
FBgn0001978	AGAP008728	1:1	547703
FBgn0028888	AGAP009007	1:1	555586
FBgn0028516	AGAP009005	1:1	810870
FBgn0028862	AGAP008973	n:1	
FBgn0259982	AGAP004048	1:m	666126
FBgn0259982	AGAP012914	1:m	
FBgn0261268	AGAP008105	1:1	833363
FBgn0086691	AGAP005327	1:1	
FBgn0002524	AGAP007941	1:1	805412
FBgn0028949	AGAP010764	1:1	
FBgn0028863	AGAP009598	1:1	810118
FBgn0001989	AGAP009602	1:1	818955
FBgn0001986	AGAP009600	1:1	845982
FBgn0001987	AGAP008190	1:1	780874
FBgn0028507	AGAP008768	1:1	793338
FBgn0041627	AGAP009910	1:1	699349
FBgn0051826	AGAP009312	1:1	754799
FBgn0028902	AGAP010031	1:1	810697
FBgn0028645	AGAP009829	1:1	644350
FBgn0000182	AGAP009268	1:1	857244
FBgn0013433	AGAP009267	1:1	
FBgn0261999	AGAP009579	1:1	810121
FBgn0024734	AGAP008708	1:1	783945
FBgn0028897	AGAP008129	1:1	547192
FBgn0001994	AGAP010201	1:1	797924
FBgn0040079	AGAP007895	1:1	838985
FBgn0032582	AGAP011144	1:1	773041
FBgn0001992	AAV28186.1	1:1	819032
FBgn0028375	AGAP007897	1:1	736051
FBgn0028895	AGAP009130	1:1	555179
FBgn0028894	AGAP009059	1:1	835197
FBgn0015338	AGAP008757	1:1	671006
FBgn0000339	AGAP008974	1:1	860022
FBgn0001086	AGAP009338	1:1	
FBgn0014092	AGAP012228	1:1	846318
FBgn0001995	AGAP007937	1:1	852907
FBgn0025678	AGAP001919	1:1	780356
FBgn0028841	AGAP005256	1:1	537219
FBgn0005677	AGAP007935	1:1	709613
FBgn0032586	AGAP008985	1:1	547247
FBgn0259735	AGAP009522	1:1	548610
FBgn0032593	AGAP008435	1:1	548060
FBgn0261278	AGAP008118	1:1	548186
FBgn0000409	AGAP009537	1:1	852505
FBgn0027779	AGAP009486	1:1	777160
FBgn0032595	AGAP007922	1:1	642647
FBgn0032596	AGAP008837	1:1	795166
FBgn0032597	AGAP011997	1:1	547008
FBgn0015391	AGAP007826	1:1	547047
FBgn0032598	AGAP008123	1:1	529031
FBgn0261068	AGAP008122	1:1	761392
FBgn0032600	AGAP010143	1:1	560672
FBgn0032601	AGAP010145	1:1	752646
FBgn0032602	AGAP010146	1:1	739919
FBgn0264695	AGAP010147	1:1	548660
FBgn0000406	AGAP010150	n:1	
FBgn0032603	AGAP010150	n:1	691954
FBgn0040260	AGAP007589	n:m	
FBgn0040260	AGAP011564	n:m	
FBgn0004797	AGAP007843	1:1	747426
FBgn0022213	AGAP010711	1:1	865414
FBgn0032614	AGAP008570	n:1	
FBgn0051810	AGAP008570	n:1	508625
FBgn0051809	AGAP008570	n:1	
FBgn0032615	AGAP007879	1:m	
FBgn0032615	AGAP007880	1:m	
FBgn0032618	AGAP004371	1:1	724610
FBgn0040985	AGAP003941	1:1	765307
FBgn0261671	AGAP007960	1:1	
FBgn0032620	AGAP003171	1:1	553707
FBgn0026150	AGAP001037	1:1	808648
FBgn0032629	AGAP007930	1:m	
FBgn0032629	AGAP007932	1:m	
FBgn0032629	AGAP007933	1:m	
FBgn0032633	AGAP010012	1:1	
FBgn0020503	AGAP009210	1:1	549011
FBgn0032634	AGAP009209	1:1	810447
FBgn0032635	AGAP009512	1:1	854083
FBgn0051803	AGAP011032	1:1	671186
FBgn0000183	AGAP010206	1:1	845258
FBgn0027885	AGAP009645	1:1	814657
FBgn0024689	AGAP005853	1:1	542155
FBgn0032642	AGAP000997	1:1	530443
FBgn0032643	AGAP004609	1:1	827942
FBgn0032644	AGAP009567	1:1	855026
FBgn0003187	AGAP009232	1:1	549793
FBgn0032646	AGAP009234	1:1	853950
FBgn0013810	AGAP009568	1:1	529435
FBgn0032651	AGAP009227	1:1	750842
FBgn0261089	AGAP008650	1:1	745758
FBgn0023096	AGAP010790	1:1	529436
FBgn0243486	AGAP009775	1:1	552615
FBgn0000120	AAG54081.1	1:1	818440
FBgn0051741	AGAP008179	1:1	749628
FBgn0032666	AGAP010238	1:1	
FBgn0032670	AGAP008627	1:1	
FBgn0032671	AGAP008415	1:1	764008
FBgn0267486	AGAP008077	1:1	529789
FBgn0032677	AGAP002110	n:1	
FBgn0000636	AGAP010823	1:1	762165
FBgn0011559	AGAP010771	1:1	
FBgn0261597	AAG15374.1	1:1	859601
FBgn0086707	AGAP007874	1:1	
FBgn0032679	AGAP008770	1:1	549446
FBgn0032680	AGAP007024	n:m	862463
FBgn0032680	AGAP000498	n:m	
FBgn0032681	AGAP008397	1:1	267425
FBgn0032683	AGAP008400	1:1	846061
FBgn0032685	AAV30081.1	1:1	798136
FBgn0085370	AGAP008646	1:1	
FBgn0032689	AGAP010249	1:1	756818
FBgn0032690	AGAP007825	1:1	
FBgn0032694	AGAP007736	1:1	
FBgn0263079	AGAP007734	1:1	
FBgn0086909	AGAP004612	1:1	773232
FBgn0032699	AGAP011044	1:1	493578
FBgn0032700	AGAP010020	1:1	807518
FBgn0032702	AGAP002147	1:1	
FBgn0032703	AGAP010019	1:1	799737
FBgn0032704	AGAP005121	1:1	
FBgn0025608	AGAP007977	1:1	716164
FBgn0032706	AGAP007818	1:1	824409
FBgn0045852	AGAP008232	1:1	548720
FBgn0032715	AGAP007921	n:1	
FBgn0015808	AGAP007921	n:1	855569
FBgn0032719	AGAP009812	1:1	784071
FBgn0032721	AGAP009907	1:1	797480
FBgn0032720	AGAP009908	1:1	863276
FBgn0003896	AGAP010209	1:1	548441
FBgn0032723	AGAP010207	1:1	498750
FBgn0032724	AGAP008668	1:1	
FBgn0032725	AGAP007913	1:1	754151
FBgn0032726	AGAP008537	1:1	769562
FBgn0032728	AGAP007914	1:1	730729
FBgn0032729	AGAP007868	1:1	852560
FBgn0032731	AGAP009528	1:1	812564
FBgn0032732	AGAP009134	1:1	752135
FBgn0046302	AGAP010781	1:1	
FBgn0086710	AGAP003816	1:1	852017
FBgn0001202	AGAP008854	1:1	548018
FBgn0051800	AGAP008853	1:1	656854
FBgn0086442	AGAP008851	1:1	826313
FBgn0002022	AGAP008034	1:1	
FBgn0032744	AGAP008033	1:1	849837
FBgn0032746	AAC18057.1	1:1	799468
FBgn0002021	AAC18056.1	n:1	
FBgn0261396	AAC18058.1	1:1	705781
FBgn0032749	AGAP009087	1:1	555000
FBgn0032750	AGAP002791	1:1	856860
FBgn0032752	AGAP009262	1:1	
FBgn0032753	AGAP009263	1:1	551694
FBgn0002023	AGAP009088	1:1	558507
FBgn0000075	AGAP009090	1:1	824811
FBgn0000422	AAC16249.1	1:1	824801
FBgn0002031	AGAP009323	1:1	546956
FBgn0086444	AGAP009093	1:1	846762
FBgn0086445	AGAP009321	1:1	788511
FBgn0086443	AGAP002969	1:1	826487
FBgn0086446	AGAP006924	1:1	751770
FBgn0086447	AGAP009644	1:1	810448
FBgn0010300	AGAP010054	1:1	510781
FBgn0010309	AGAP008636	1:1	
FBgn0032768	AGAP003022	n:1	
FBgn0032769	AGAP003022	n:1	813791
FBgn0024245	AGAP008009	1:1	552478
FBgn0032771	AGAP003071	n:1	
FBgn0032775	AGAP008016	1:1	852233
FBgn0016675	AGAP007407	n:m	
FBgn0016675	AGAP007410	n:m	
FBgn0016675	AGAP007411	n:m	
FBgn0016675	AGAP007412	n:m	
FBgn0053532	AGAP007407	n:m	
FBgn0053532	AGAP007410	n:m	
FBgn0053532	AGAP007411	n:m	
FBgn0053532	AGAP007412	n:m	
FBgn0053533	AGAP005334	1:m	
FBgn0053533	AGAP007408	1:m	
FBgn0053533	AGAP007409	1:m	
FBgn0032781	AGAP008147	1:1	859826
FBgn0032782	AGAP009846	1:1	522121
FBgn0032783	AGAP008165	1:1	530528
FBgn0003346	AGAP008267	1:1	547356
FBgn0024230	AGAP008166	1:1	782519
FBgn0003732	AGAP008917	1:1	864067
FBgn0032785	AGAP009311	1:1	
FBgn0000964	AGAP010030	1:1	
FBgn0032787	AGAP009926	n:m	
FBgn0032787	AGAP009927	n:m	834098
FBgn0032787	AGAP012737	n:m	
FBgn0032790	AGAP009926	n:m	
FBgn0032790	AGAP009927	n:m	
FBgn0032790	AGAP012737	n:m	834094
FBgn0032793	AGAP005651	1:1	496257
FBgn0002044	AGAP009601	1:1	
FBgn0040268	AGAP010028	1:1	
FBgn0032796	AGAP007712	1:1	554642
FBgn0032797	AGAP007761	1:1	549639
FBgn0032799	AGAP009866	1:1	489823
FBgn0032800	AGAP009750	1:1	841856
FBgn0032801	AGAP009017	n:m	
FBgn0032801	AGAP010004	n:m	
FBgn0032801	AGAP012644	n:m	
FBgn0053116	AGAP008881	1:1	665134
FBgn0003231	AGAP009928	1:1	753908
FBgn0264845	AGAP010818	1:1	
FBgn0032809	AGAP009017	n:m	
FBgn0032809	AGAP010004	n:m	807981
FBgn0032809	AGAP012644	n:m	
FBgn0032810	AGAP009017	n:m	
FBgn0032810	AGAP010004	n:m	
FBgn0032810	AGAP012644	n:m	807979
FBgn0032811	AGAP000338	1:1	850051
FBgn0032812	AGAP000339	1:1	747798
FBgn0000464	AGAP010090	1:1	549248
FBgn0032818	AGAP008337	1:1	866098
FBgn0032819	AGAP009171	1:1	856861
FBgn0032820	AGAP009173	1:1	764975
FBgn0032821	AGAP009303	1:1	266064
FBgn0032822	AGAP000977	1:1	549779
FBgn0004811	AGAP009067	1:1	712327
FBgn0032833	AGAP008727	1:1	
FBgn0264443	AGAP008826	1:1	818111
FBgn0014127	AGAP011508	1:1	
FBgn0019686	AGAP009784	1:1	
FBgn0003978	AGAP009782	1:1	855537
FBgn0045064	AGAP008729	1:1	758810
FBgn0003141	AGAP008730	1:1	795758
FBgn0004374	AGAP008035	1:1	266520
FBgn0032845	AGAP010008	1:1	494765
FBgn0032846	AGAP008042	1:1	510562
FBgn0032847	AGAP008045	1:1	675153
FBgn0032849	AGAP008043	1:1	
FBgn0032850	AGAP009703	1:1	689019
FBgn0011638	AGAP008952	1:1	754636
FBgn0015803	AGAP007877	1:1	651123
FBgn0026756	AGAP007589	n:m	
FBgn0026756	AGAP011564	n:m	
FBgn0032859	AGAP009154	1:1	732891
FBgn0032860	AGAP009155	1:1	765430
FBgn0051683	AGAP008990	n:1	
FBgn0042175	AGAP008990	n:1	495672
FBgn0032863	AGAP009880	1:1	547320
FBgn0032864	AGAP000994	1:1	516034
FBgn0016054	AGAP008651	1:1	490104
FBgn0032870	AGAP012500	1:1	803181
FBgn0261787	AGAP009487	1:1	739619
FBgn0032873	AGAP008472	1:1	753708
FBgn0086657	AGAP009565	1:1	777996
FBgn0032876	AGAP000264	1:1	769112
FBgn0032879	AGAP008335	1:1	557965
FBgn0032880	AGAP009919	1:1	531078
FBgn0262743	AGAP009921	1:1	495032
FBgn0032881	AGAP008414	1:1	828425
FBgn0032882	AGAP008330	1:1	841937
FBgn0032883	AGAP008239	1:1	846765
FBgn0011202	AGAP009643	1:1	549341
FBgn0000251	AAD27585.1	1:1	559143
FBgn0032884	AGAP009647	1:1	852870
FBgn0250785	AGAP008321	1:1	794786
FBgn0032886	AGAP000675	1:1	
FBgn0032889	AGAP009610	n:m	863566
FBgn0032889	AGAP009612	n:m	
FBgn0051674	AGAP009610	n:m	
FBgn0051674	AGAP009612	n:m	
FBgn0032891	AGAP010190	1:1	833248
FBgn0051676	AGAP008640	1:1	693825
FBgn0032901	AGAP010235	1:1	542198
FBgn0266369	AGAP010234	1:1	831261
FBgn0032906	AGAP008332	1:1	850510
FBgn0010395	AAM11657.1	1:1	775857
FBgn0032910	AGAP010232	1:1	508719
FBgn0032911	AGAP009531	1:1	
FBgn0053508	AGAP007945	1:1	268953
FBgn0032913	AGAP004133	1:1	
FBgn0032915	AGAP007948	1:1	264622
FBgn0023388	AGAP009037	1:1	
FBgn0032919	AGAP009808	1:1	546843
FBgn0024371	AGAP009807	1:1	
FBgn0032921	AGAP010538	1:1	
FBgn0032922	AGAP010537	1:1	537138
FBgn0032923	AGAP000199	1:1	846256
FBgn0032925	AGAP010536	1:1	864269
FBgn0263051	AGAP010552	1:1	803953
FBgn0010100	AGAP007852	1:1	863373
FBgn0000239	AGAP010139	1:1	700964
FBgn0032929	AGAP008723	1:1	812018
FBgn0011829	AGAP008899	1:1	562186
FBgn0051624	AGAP000755	n:1	
FBgn0051988	AGAP000755	n:1	
FBgn0026255	AGAP000803	n:m	
FBgn0026255	AGAP012447	n:m	770499
FBgn0032935	AGAP007970	1:1	777908
FBgn0032934	AGAP011496	1:1	700030
FBgn0051626	AGAP005626	n:1	
FBgn0261239	AGAP009400	1:1	784026
FBgn0021856	AGAP008876	1:1	861702
FBgn0032940	AGAP009806	1:1	
FBgn0264556	AGAP009803	1:1	
FBgn0032943	AGAP008527	1:1	641217
FBgn0032945	AGAP009591	1:1	661776
FBgn0032946	AGAP009595	1:1	858470
FBgn0053801	AGAP005264	n:m	
FBgn0053801	AGAP005266	n:m	
