mouse_ID	human_ID
ENSMUSG00000065662	
ENSMUSG00000076272	
ENSMUSG00000093076	
ENSMUSG00000088067	
ENSMUSG00000098982	
ENSMUSG00000084689	
ENSMUSG00000096411	
ENSMUSG00000084503	
ENSMUSG00000056399	
ENSMUSG00000096863	RNU6-1285P
ENSMUSG00000099212	
ENSMUSG00000089088	
ENSMUSG00000095714	SNORD115-30
ENSMUSG00000095714	SNORD115-32
ENSMUSG00000095714	SNORD115-8
ENSMUSG00000095714	SNORD115-42
ENSMUSG00000095714	SNORD115-34
ENSMUSG00000095714	SNORD115-6
ENSMUSG00000095714	SNORD115-15
ENSMUSG00000095714	SNORD115-39
ENSMUSG00000095714	SNORD115-14
ENSMUSG00000095714	SNORD115-38
ENSMUSG00000095714	SNORD115-24
ENSMUSG00000094963	
ENSMUSG00000065141	
ENSMUSG00000098457	
ENSMUSG00000077221	SNORD67
ENSMUSG00000088906	
ENSMUSG00000065223	RNU6-496P
ENSMUSG00000065301	
ENSMUSG00000084537	
ENSMUSG00000076136	
ENSMUSG00000099290	
ENSMUSG00000094894	
ENSMUSG00000065637	SNORA14B
ENSMUSG00000065637	SNORA14A
ENSMUSG00000065637	RF00397
ENSMUSG00000094571	
ENSMUSG00000084719	
ENSMUSG00000098475	
ENSMUSG00000094293	
ENSMUSG00000076333	
ENSMUSG00000087795	
ENSMUSG00000096075	
ENSMUSG00000024248	COX7A2L
ENSMUSG00000094292	RNU6-60P
ENSMUSG00000089447	SNORA50B
ENSMUSG00000048799	CEP120
ENSMUSG00000063590	SLC22A9
ENSMUSG00000064938	SNORA58
ENSMUSG00000088777	SCARNA4
ENSMUSG00000088777	RF00423
ENSMUSG00000089255	SNORA78
ENSMUSG00000087843	RNU6-762P
ENSMUSG00000096359	SNORD115-30
ENSMUSG00000096359	SNORD115-32
ENSMUSG00000096359	SNORD115-8
ENSMUSG00000096359	SNORD115-42
ENSMUSG00000096359	SNORD115-34
ENSMUSG00000096359	SNORD115-6
ENSMUSG00000096359	SNORD115-15
ENSMUSG00000096359	SNORD115-39
ENSMUSG00000096359	SNORD115-14
ENSMUSG00000096359	SNORD115-38
ENSMUSG00000096359	SNORD115-24
ENSMUSG00000064850	
ENSMUSG00000024530	PRELID3A
ENSMUSG00000106513	
ENSMUSG00000095249	
ENSMUSG00000077890	
ENSMUSG00000105428	
ENSMUSG00000062432	CYP26C1
ENSMUSG00000095587	SNORD115-30
ENSMUSG00000095587	SNORD115-32
ENSMUSG00000095587	SNORD115-8
ENSMUSG00000095587	SNORD115-42
ENSMUSG00000095587	SNORD115-34
ENSMUSG00000095587	SNORD115-6
ENSMUSG00000095587	SNORD115-15
ENSMUSG00000095587	SNORD115-39
ENSMUSG00000095587	SNORD115-14
ENSMUSG00000095587	SNORD115-38
ENSMUSG00000095587	SNORD115-24
ENSMUSG00000076066	
ENSMUSG00000065767	RNU2-1
ENSMUSG00000065767	RF00004
ENSMUSG00000065767	RNU2-64P
ENSMUSG00000065767	RF00004
ENSMUSG00000065767	RF00004
ENSMUSG00000065767	RF00004
ENSMUSG00000065767	RF00004
ENSMUSG00000065767	RF00004
ENSMUSG00000065767	RF00004
ENSMUSG00000065767	RF00004
ENSMUSG00000065767	RF00004
ENSMUSG00000065767	RF00004
ENSMUSG00000065767	RF00004
ENSMUSG00000065767	RF00004
ENSMUSG00000098793	
ENSMUSG00000096087	RF00560
ENSMUSG00000096087	RF00560
ENSMUSG00000096087	RF00560
ENSMUSG00000088798	RNU6ATAC18P
ENSMUSG00000065104	RNU6-1314P
ENSMUSG00000065104	RNU6-89P
ENSMUSG00000088717	RF00156
ENSMUSG00000064823	SNORD82
ENSMUSG00000088909	SNORD86
ENSMUSG00000052387	TRPM3
ENSMUSG00000098355	
ENSMUSG00000087968	SCARNA5
ENSMUSG00000094922	SNORD115-30
ENSMUSG00000094922	SNORD115-32
ENSMUSG00000094922	SNORD115-8
ENSMUSG00000094922	SNORD115-42
ENSMUSG00000094922	SNORD115-34
ENSMUSG00000094922	SNORD115-6
ENSMUSG00000094922	SNORD115-15
ENSMUSG00000094922	SNORD115-39
ENSMUSG00000094922	SNORD115-14
ENSMUSG00000094922	SNORD115-38
ENSMUSG00000094922	SNORD115-24
ENSMUSG00000088170	
ENSMUSG00000098419	
ENSMUSG00000076944	
ENSMUSG00000076364	
ENSMUSG00000088196	
ENSMUSG00000025423	PIAS2
ENSMUSG00000077171	
ENSMUSG00000076398	
ENSMUSG00000094738	
ENSMUSG00000024661	FTH1
ENSMUSG00000093238	MIR9-3
ENSMUSG00000088095	
ENSMUSG00000024758	RTN3
ENSMUSG00000094845	TMEM95
ENSMUSG00000099283	
ENSMUSG00000024107	AC073082.1
ENSMUSG00000024107	LHCGR
ENSMUSG00000089581	RNU6-1115P
ENSMUSG00000084590	
ENSMUSG00000088481	
ENSMUSG00000088075	
ENSMUSG00000088201	RNU6-1066P
ENSMUSG00000088969	RNU6-577P
ENSMUSG00000088969	RNU6-415P
ENSMUSG00000064764	
ENSMUSG00000095885	SNORD115-30
ENSMUSG00000095885	SNORD115-32
ENSMUSG00000095885	SNORD115-8
ENSMUSG00000095885	SNORD115-42
ENSMUSG00000095885	SNORD115-34
ENSMUSG00000095885	SNORD115-6
ENSMUSG00000095885	SNORD115-15
ENSMUSG00000095885	SNORD115-39
ENSMUSG00000095885	SNORD115-14
ENSMUSG00000095885	SNORD115-38
ENSMUSG00000095885	SNORD115-24
ENSMUSG00000080671	
ENSMUSG00000096893	
ENSMUSG00000099133	RF02132
ENSMUSG00000097386	
ENSMUSG00000093684	
ENSMUSG00000024570	RBFA
ENSMUSG00000093893	
ENSMUSG00000084467	
ENSMUSG00000088552	
ENSMUSG00000105236	
ENSMUSG00000065630	
ENSMUSG00000094354	
ENSMUSG00000094227	
ENSMUSG00000088432	RNU6-993P
ENSMUSG00000096080	
ENSMUSG00000024036	SLC37A1
ENSMUSG00000098446	
ENSMUSG00000094334	
ENSMUSG00000088689	RF00283
ENSMUSG00000092894	
ENSMUSG00000089508	
ENSMUSG00000080515	
ENSMUSG00000065578	
ENSMUSG00000097078	
ENSMUSG00000080409	
ENSMUSG00000065634	
ENSMUSG00000084552	
ENSMUSG00000095537	
ENSMUSG00000088255	SNORA48B
ENSMUSG00000088255	RF00554
ENSMUSG00000088255	RF00554
ENSMUSG00000088255	RF00554
ENSMUSG00000088255	RF00554
ENSMUSG00000088255	RF00554
ENSMUSG00000088255	SNORA48
ENSMUSG00000088255	RF00554
ENSMUSG00000088255	RF00554
ENSMUSG00000088255	RF00554
ENSMUSG00000088255	RF00554
ENSMUSG00000088255	RF00554
ENSMUSG00000088255	RF00554
ENSMUSG00000088037	
ENSMUSG00000088182	
ENSMUSG00000091195	
ENSMUSG00000099322	
ENSMUSG00000092767	
ENSMUSG00000065916	
ENSMUSG00000088579	
ENSMUSG00000088654	
ENSMUSG00000091821	
ENSMUSG00000055872	
ENSMUSG00000106302	
ENSMUSG00000096865	SNORD116-8
ENSMUSG00000096865	SNORD116-7
ENSMUSG00000096865	SNORD116-6
ENSMUSG00000096865	SNORD116-3
ENSMUSG00000096865	SNORD116-4
ENSMUSG00000096865	SNORD116-9
ENSMUSG00000096865	SNORD116-1
ENSMUSG00000096865	SNORD116-2
ENSMUSG00000096865	SNORD116-5
ENSMUSG00000098629	RNU6-1334P
ENSMUSG00000098629	RNU6-975P
ENSMUSG00000088933	
ENSMUSG00000098830	
ENSMUSG00000094516	
ENSMUSG00000064631	
ENSMUSG00000080360	
ENSMUSG00000065936	
ENSMUSG00000077647	
ENSMUSG00000087726	RN7SKP105
ENSMUSG00000032937	FSHR
ENSMUSG00000094267	
ENSMUSG00000088631	
ENSMUSG00000064413	
ENSMUSG00000092909	
ENSMUSG00000080365	SNORA79
ENSMUSG00000094407	SNORD116-8
ENSMUSG00000094407	SNORD116-7
ENSMUSG00000094407	SNORD116-6
ENSMUSG00000094407	SNORD116-3
ENSMUSG00000094407	SNORD116-4
ENSMUSG00000094407	SNORD116-9
ENSMUSG00000094407	SNORD116-1
ENSMUSG00000094407	SNORD116-2
ENSMUSG00000094407	SNORD116-5
ENSMUSG00000094903	SNORD115-30
ENSMUSG00000094903	SNORD115-32
ENSMUSG00000094903	SNORD115-8
ENSMUSG00000094903	SNORD115-42
ENSMUSG00000094903	SNORD115-34
ENSMUSG00000094903	SNORD115-6
ENSMUSG00000094903	SNORD115-15
ENSMUSG00000094903	SNORD115-39
ENSMUSG00000094903	SNORD115-14
ENSMUSG00000094903	SNORD115-38
ENSMUSG00000094903	SNORD115-24
ENSMUSG00000045053	KCNG3
ENSMUSG00000098797	
ENSMUSG00000088923	
ENSMUSG00000077288	
ENSMUSG00000088953	
ENSMUSG00000105187	RF00416
ENSMUSG00000105187	RF00416
ENSMUSG00000105187	RF00416
ENSMUSG00000096335	
ENSMUSG00000089169	
ENSMUSG00000087967	
ENSMUSG00000088418	
ENSMUSG00000093994	SNORD115-30
ENSMUSG00000093994	SNORD115-32
ENSMUSG00000093994	SNORD115-8
ENSMUSG00000093994	SNORD115-42
ENSMUSG00000093994	SNORD115-34
ENSMUSG00000093994	SNORD115-6
ENSMUSG00000093994	SNORD115-15
ENSMUSG00000093994	SNORD115-39
ENSMUSG00000093994	SNORD115-14
ENSMUSG00000093994	SNORD115-38
ENSMUSG00000093994	SNORD115-24
ENSMUSG00000098437	
ENSMUSG00000099258	
ENSMUSG00000093322	
ENSMUSG00000064432	RNU1-16P
ENSMUSG00000080538	
ENSMUSG00000077325	
ENSMUSG00000099226	
ENSMUSG00000076316	
ENSMUSG00000094730	
ENSMUSG00000089043	
ENSMUSG00000065042	
ENSMUSG00000089607	RNU6-257P
ENSMUSG00000064737	RF00026
ENSMUSG00000056481	CD248
ENSMUSG00000093192	
ENSMUSG00000077543	
ENSMUSG00000098602	
ENSMUSG00000077689	
ENSMUSG00000093117	
ENSMUSG00000088090	
ENSMUSG00000088580	
ENSMUSG00000065552	
ENSMUSG00000076219	
ENSMUSG00000096061	
ENSMUSG00000064984	SNORD73A
ENSMUSG00000096172	
ENSMUSG00000092990	
ENSMUSG00000098833	
ENSMUSG00000095087	RNU6-805P
ENSMUSG00000089407	
ENSMUSG00000093080	
ENSMUSG00000091731	
ENSMUSG00000078488	
ENSMUSG00000087750	
ENSMUSG00000092659	
ENSMUSG00000088043	
ENSMUSG00000084654	
ENSMUSG00000096271	CCL21
ENSMUSG00000095805	
ENSMUSG00000065511	
ENSMUSG00000092979	
ENSMUSG00000094128	
ENSMUSG00000064652	RF00322
ENSMUSG00000084713	
ENSMUSG00000088497	
ENSMUSG00000076147	
ENSMUSG00000095977	SNORA84
ENSMUSG00000088039	
ENSMUSG00000088523	
ENSMUSG00000094727	
ENSMUSG00000096677	SNORD116-8
ENSMUSG00000096677	SNORD116-7
ENSMUSG00000096677	SNORD116-6
ENSMUSG00000096677	SNORD116-3
ENSMUSG00000096677	SNORD116-4
ENSMUSG00000096677	SNORD116-9
ENSMUSG00000096677	SNORD116-1
ENSMUSG00000096677	SNORD116-2
ENSMUSG00000096677	SNORD116-5
ENSMUSG00000080347	
ENSMUSG00000094661	CCL19
ENSMUSG00000095220	SNORD115-30
ENSMUSG00000095220	SNORD115-32
ENSMUSG00000095220	SNORD115-8
ENSMUSG00000095220	SNORD115-42
ENSMUSG00000095220	SNORD115-34
ENSMUSG00000095220	SNORD115-6
ENSMUSG00000095220	SNORD115-15
ENSMUSG00000095220	SNORD115-39
ENSMUSG00000095220	SNORD115-14
ENSMUSG00000095220	SNORD115-38
ENSMUSG00000095220	SNORD115-24
ENSMUSG00000084519	RF00272
ENSMUSG00000084519	RF00272
ENSMUSG00000084519	RF00272
ENSMUSG00000084519	RF00272
ENSMUSG00000084519	RF00272
ENSMUSG00000088738	RNU7-126P
ENSMUSG00000098823	
ENSMUSG00000058881	ZNF516
ENSMUSG00000080408	MIR1302-8
ENSMUSG00000089256	
ENSMUSG00000088102	
ENSMUSG00000105455	
ENSMUSG00000073647	
ENSMUSG00000095396	
ENSMUSG00000065244	RNU6-327P
ENSMUSG00000077599	
ENSMUSG00000089562	RNU2-55P
ENSMUSG00000089491	RF00413
ENSMUSG00000117327	
ENSMUSG00000058567	
ENSMUSG00000089372	
ENSMUSG00000087919	RF00560
ENSMUSG00000087919	RF00560
ENSMUSG00000087919	RF00560
ENSMUSG00000106400	
ENSMUSG00000087894	
ENSMUSG00000088624	
ENSMUSG00000070102	
ENSMUSG00000099049	
ENSMUSG00000065806	
ENSMUSG00000024940	LTBP3
ENSMUSG00000077256	
ENSMUSG00000077730	RF00560
ENSMUSG00000077730	RF00560
ENSMUSG00000077730	RF00560
ENSMUSG00000077351	SNORA17A
ENSMUSG00000077332	
ENSMUSG00000090942	
ENSMUSG00000089133	
ENSMUSG00000089475	RN7SKP142
ENSMUSG00000088423	SNORA48B
ENSMUSG00000088423	RF00554
ENSMUSG00000088423	RF00554
ENSMUSG00000088423	RF00554
ENSMUSG00000088423	RF00554
ENSMUSG00000088423	RF00554
ENSMUSG00000088423	SNORA48
ENSMUSG00000088423	RF00554
ENSMUSG00000088423	RF00554
ENSMUSG00000088423	RF00554
ENSMUSG00000088423	RF00554
ENSMUSG00000088423	RF00554
ENSMUSG00000088423	RF00554
ENSMUSG00000040888	GFER
ENSMUSG00000077607	
ENSMUSG00000096214	RNVU1-6
ENSMUSG00000096214	RNU1-13P
ENSMUSG00000096214	RNU1-30P
ENSMUSG00000064618	
ENSMUSG00000077545	
ENSMUSG00000098604	
ENSMUSG00000098733	
ENSMUSG00000104991	
ENSMUSG00000088718	
ENSMUSG00000077437	
ENSMUSG00000096174	
ENSMUSG00000088735	RF01233
ENSMUSG00000084450	SNORA11B
ENSMUSG00000091306	
ENSMUSG00000065843	RNU6-84P
ENSMUSG00000024565	SALL3
ENSMUSG00000075918	
ENSMUSG00000047379	B4GAT1
ENSMUSG00000058360	
ENSMUSG00000077728	
ENSMUSG00000024131	SLC3A1
ENSMUSG00000096660	SNORD116-8
ENSMUSG00000096660	SNORD116-7
ENSMUSG00000096660	SNORD116-6
ENSMUSG00000096660	SNORD116-3
ENSMUSG00000096660	SNORD116-4
ENSMUSG00000096660	SNORD116-9
ENSMUSG00000096660	SNORD116-1
ENSMUSG00000096660	SNORD116-2
ENSMUSG00000096660	SNORD116-5
ENSMUSG00000065411	
ENSMUSG00000094897	
ENSMUSG00000098851	
ENSMUSG00000074302	
ENSMUSG00000054957	
ENSMUSG00000098734	
ENSMUSG00000105329	
ENSMUSG00000065876	RNU1-46P
ENSMUSG00000088635	SNORA48B
ENSMUSG00000088635	RF00554
ENSMUSG00000088635	RF00554
ENSMUSG00000088635	RF00554
ENSMUSG00000088635	RF00554
ENSMUSG00000088635	RF00554
ENSMUSG00000088635	SNORA48
ENSMUSG00000088635	RF00554
ENSMUSG00000088635	RF00554
ENSMUSG00000088635	RF00554
ENSMUSG00000088635	RF00554
ENSMUSG00000088635	RF00554
ENSMUSG00000088635	RF00554
ENSMUSG00000087805	RNU7-126P
ENSMUSG00000065926	
ENSMUSG00000088991	RNU2-54P
ENSMUSG00000098802	
ENSMUSG00000092832	
ENSMUSG00000088171	RNU6-522P
ENSMUSG00000045008	
ENSMUSG00000095260	RNVU1-3
ENSMUSG00000095260	RF00003
ENSMUSG00000095260	RNVU1-4
ENSMUSG00000096163	
ENSMUSG00000077718	
ENSMUSG00000077153	RF00560
ENSMUSG00000077153	RF00560
ENSMUSG00000077153	RF00560
ENSMUSG00000089465	
ENSMUSG00000088814	
ENSMUSG00000024912	FOSL1
ENSMUSG00000065460	
ENSMUSG00000077858	
ENSMUSG00000099246	RF02271
ENSMUSG00000095674	
ENSMUSG00000065022	RF00181
ENSMUSG00000065022	SNORD114-13
ENSMUSG00000065022	SNORD114-16
ENSMUSG00000065022	SNORD114-11
ENSMUSG00000065721	
ENSMUSG00000104773	
ENSMUSG00000106340	
ENSMUSG00000099225	
ENSMUSG00000096564	RNU6-466P
ENSMUSG00000098769	
ENSMUSG00000088774	SNORA48B
ENSMUSG00000088774	RF00554
ENSMUSG00000088774	RF00554
ENSMUSG00000088774	RF00554
ENSMUSG00000088774	RF00554
ENSMUSG00000088774	RF00554
ENSMUSG00000088774	SNORA48
ENSMUSG00000088774	RF00554
ENSMUSG00000088774	RF00554
ENSMUSG00000088774	RF00554
ENSMUSG00000088774	RF00554
ENSMUSG00000088774	RF00554
ENSMUSG00000088774	RF00554
ENSMUSG00000065521	
ENSMUSG00000051412	VAMP7
ENSMUSG00000088622	RNU6-252P
ENSMUSG00000079580	TMEM217
ENSMUSG00000080522	
ENSMUSG00000099075	
ENSMUSG00000077379	
ENSMUSG00000098860	
ENSMUSG00000094067	
ENSMUSG00000090853	
ENSMUSG00000056917	SIPA1
ENSMUSG00000073682	
ENSMUSG00000077004	
ENSMUSG00000099209	RF02196
ENSMUSG00000088846	
ENSMUSG00000061613	U2AF1L5
ENSMUSG00000088602	
ENSMUSG00000065265	RF00421
ENSMUSG00000090291	LRRC10B
ENSMUSG00000105563	
ENSMUSG00000091419	
ENSMUSG00000098821	
ENSMUSG00000077713	RNU1-55P
ENSMUSG00000093365	
ENSMUSG00000078060	
ENSMUSG00000025200	CWF19L1
ENSMUSG00000099058	
ENSMUSG00000076030	
ENSMUSG00000057506	BLOC1S2
ENSMUSG00000076389	
ENSMUSG00000095955	
ENSMUSG00000084619	RNU6-1012P
ENSMUSG00000096124	RNU6-144P
ENSMUSG00000088478	
ENSMUSG00000098342	RF02131
ENSMUSG00000088877	
ENSMUSG00000033717	ADRA2A
ENSMUSG00000094007	
ENSMUSG00000088209	
ENSMUSG00000104652	
ENSMUSG00000088293	RNU6-1149P
ENSMUSG00000106130	
ENSMUSG00000106355	
ENSMUSG00000024246	THUMPD2
ENSMUSG00000089062	RNU6-302P
ENSMUSG00000024696	LPXN
ENSMUSG00000065870	SNORD3D
ENSMUSG00000065870	SNORD3E
ENSMUSG00000089443	RF00026
ENSMUSG00000089443	RNU6-1258P
ENSMUSG00000072437	NANOS1
ENSMUSG00000077235	
ENSMUSG00000065489	
ENSMUSG00000098697	RF01983
ENSMUSG00000065667	RNU6-234P
ENSMUSG00000077276	RF00265
ENSMUSG00000076459	
ENSMUSG00000064932	
ENSMUSG00000093249	RF00017
ENSMUSG00000093249	RF00017
ENSMUSG00000093249	RN7SL73P
ENSMUSG00000093249	RF00017
ENSMUSG00000093249	RF00017
ENSMUSG00000093249	RF00017
ENSMUSG00000093249	RF00017
ENSMUSG00000093249	RF00017
ENSMUSG00000093249	RF00017
ENSMUSG00000093249	RF00017
ENSMUSG00000093249	RF00017
ENSMUSG00000093249	RF00017
ENSMUSG00000093249	RF00017
ENSMUSG00000093249	RF00017
ENSMUSG00000093249	RF00017
ENSMUSG00000093249	RF00017
ENSMUSG00000093249	RF00017
ENSMUSG00000093249	RF00017
ENSMUSG00000093249	RF00017
ENSMUSG00000095755	
ENSMUSG00000088009	
ENSMUSG00000094771	
ENSMUSG00000091159	
ENSMUSG00000076031	
ENSMUSG00000089454	
ENSMUSG00000096765	
ENSMUSG00000087990	SCARNA4
ENSMUSG00000087990	RF00423
ENSMUSG00000090625	
ENSMUSG00000065811	RNU4-21P
ENSMUSG00000065811	RNU4-76P
ENSMUSG00000065811	RNU4-42P
ENSMUSG00000065811	RNU4-90P
ENSMUSG00000065811	RNU4-15P
ENSMUSG00000065811	RNU4-9P
ENSMUSG00000065811	RNU4-35P
ENSMUSG00000092655	
ENSMUSG00000095567	NOC2L
ENSMUSG00000070173	
ENSMUSG00000088941	
ENSMUSG00000106138	
ENSMUSG00000084617	RNU2-3P
ENSMUSG00000066936	
ENSMUSG00000095316	SSX7
ENSMUSG00000095316	SSX2B
ENSMUSG00000095316	SSX5
ENSMUSG00000095316	SSX4B
ENSMUSG00000095316	SSX4
ENSMUSG00000095316	SSX2
ENSMUSG00000095316	SSX3
ENSMUSG00000095316	SSX1
ENSMUSG00000065878	SNORD34
ENSMUSG00000096307	
ENSMUSG00000079773	AL162231.1
ENSMUSG00000033863	KLF9
ENSMUSG00000098558	
ENSMUSG00000024614	TMX3
ENSMUSG00000033960	JCAD
ENSMUSG00000096100	
ENSMUSG00000089598	RF00413
ENSMUSG00000064814	RF00421
ENSMUSG00000095860	
ENSMUSG00000099230	
ENSMUSG00000093164	RF00017
ENSMUSG00000093164	RF00017
ENSMUSG00000093164	RN7SL73P
ENSMUSG00000093164	RF00017
ENSMUSG00000093164	RF00017
ENSMUSG00000093164	RF00017
ENSMUSG00000093164	RF00017
ENSMUSG00000093164	RF00017
ENSMUSG00000093164	RF00017
ENSMUSG00000093164	RF00017
ENSMUSG00000093164	RF00017
ENSMUSG00000093164	RF00017
ENSMUSG00000093164	RF00017
ENSMUSG00000093164	RF00017
ENSMUSG00000093164	RF00017
ENSMUSG00000093164	RF00017
ENSMUSG00000093164	RF00017
ENSMUSG00000093164	RF00017
ENSMUSG00000093164	RF00017
ENSMUSG00000088324	
ENSMUSG00000096510	
ENSMUSG00000065913	
ENSMUSG00000089162	
ENSMUSG00000064816	
ENSMUSG00000087904	
ENSMUSG00000096930	
ENSMUSG00000087722	RF00156
ENSMUSG00000090551	
ENSMUSG00000092889	
ENSMUSG00000050370	CH25H
ENSMUSG00000077787	RF00560
ENSMUSG00000077787	RF00560
ENSMUSG00000077787	RF00560
ENSMUSG00000039615	STUB1
ENSMUSG00000105844	
ENSMUSG00000093315	
ENSMUSG00000098400	
ENSMUSG00000024665	FADS2
ENSMUSG00000099328	
ENSMUSG00000091614	
ENSMUSG00000087915	
ENSMUSG00000066475	
ENSMUSG00000093116	
ENSMUSG00000038498	CATSPER1
ENSMUSG00000037346	HRH4
ENSMUSG00000094250	
ENSMUSG00000066878	KPNA2
ENSMUSG00000094381	
ENSMUSG00000106193	
ENSMUSG00000087734	
ENSMUSG00000077789	
ENSMUSG00000046747	
ENSMUSG00000096553	
ENSMUSG00000074739	
ENSMUSG00000098665	RF01879
ENSMUSG00000071497	NUTF2
ENSMUSG00000098343	
ENSMUSG00000088426	RNU6-277P
ENSMUSG00000098312	RF02271
ENSMUSG00000055958	
ENSMUSG00000065602	MIRLET7F2
ENSMUSG00000065321	RNU6-429P
ENSMUSG00000116057	
ENSMUSG00000096598	
ENSMUSG00000096734	
ENSMUSG00000095470	
ENSMUSG00000093413	SNORA15B-2
ENSMUSG00000093413	SNORA15B-1
ENSMUSG00000093413	SNORA15
ENSMUSG00000074219	
ENSMUSG00000063277	
ENSMUSG00000088234	
ENSMUSG00000106221	
ENSMUSG00000096482	RNU6-277P
ENSMUSG00000098993	
ENSMUSG00000095255	
ENSMUSG00000105788	
ENSMUSG00000072898	
ENSMUSG00000098714	
ENSMUSG00000078057	
ENSMUSG00000080527	
ENSMUSG00000064971	
ENSMUSG00000079600	
ENSMUSG00000065906	RNU6-143P
ENSMUSG00000067085	
ENSMUSG00000084435	
ENSMUSG00000074970	
ENSMUSG00000084610	RNU2-58P
ENSMUSG00000077272	
ENSMUSG00000080616	
ENSMUSG00000065537	MIR132
ENSMUSG00000065087	SNORD22
ENSMUSG00000088660	RN7SKP39
ENSMUSG00000065115	RNU6-271P
ENSMUSG00000105118	
ENSMUSG00000089204	
ENSMUSG00000059455	PLAC8L1
ENSMUSG00000067038	RPS12
ENSMUSG00000098992	
ENSMUSG00000065716	
ENSMUSG00000044026	SLC35G1
ENSMUSG00000005873	REEP5
ENSMUSG00000024074	CRIM1
ENSMUSG00000088115	
ENSMUSG00000065348	RNU6-42P
ENSMUSG00000084562	
ENSMUSG00000065764	
ENSMUSG00000096244	
ENSMUSG00000065512	MIR138-2
ENSMUSG00000096880	
ENSMUSG00000080678	
ENSMUSG00000088338	RN7SKP14
ENSMUSG00000071586	
ENSMUSG00000065111	RNU6-43P
ENSMUSG00000065111	RNU6-784P
ENSMUSG00000077309	
ENSMUSG00000088392	
ENSMUSG00000098817	
ENSMUSG00000099260	
ENSMUSG00000064585	SNORA60
ENSMUSG00000095759	
ENSMUSG00000077277	
ENSMUSG00000095616	RNU1-84P
ENSMUSG00000096923	
ENSMUSG00000077010	
ENSMUSG00000094465	SNORD115-30
ENSMUSG00000094465	SNORD115-32
ENSMUSG00000094465	SNORD115-8
ENSMUSG00000094465	SNORD115-42
ENSMUSG00000094465	SNORD115-34
ENSMUSG00000094465	SNORD115-6
ENSMUSG00000094465	SNORD115-15
ENSMUSG00000094465	SNORD115-39
ENSMUSG00000094465	SNORD115-14
ENSMUSG00000094465	SNORD115-38
ENSMUSG00000094465	SNORD115-24
ENSMUSG00000087707	
ENSMUSG00000091743	
ENSMUSG00000088185	SCARNA2
ENSMUSG00000089147	RNU7-126P
ENSMUSG00000090408	
ENSMUSG00000099208	
ENSMUSG00000098901	
ENSMUSG00000104702	
ENSMUSG00000052085	DOCK8
ENSMUSG00000094481	
ENSMUSG00000105924	
ENSMUSG00000088145	RF00560
ENSMUSG00000088145	RF00560
ENSMUSG00000088145	RF00560
ENSMUSG00000077569	RF00418
ENSMUSG00000077569	SNORA58B
ENSMUSG00000106203	
ENSMUSG00000090718	
ENSMUSG00000074737	
ENSMUSG00000065428	MIR382
ENSMUSG00000024896	MINPP1
ENSMUSG00000077204	
ENSMUSG00000098974	RF01956
ENSMUSG00000064961	
ENSMUSG00000025047	PDCD11
ENSMUSG00000098991	
ENSMUSG00000094883	SNORD115-30
ENSMUSG00000094883	SNORD115-32
ENSMUSG00000094883	SNORD115-8
ENSMUSG00000094883	SNORD115-42
ENSMUSG00000094883	SNORD115-34
ENSMUSG00000094883	SNORD115-6
ENSMUSG00000094883	SNORD115-15
ENSMUSG00000094883	SNORD115-39
ENSMUSG00000094883	SNORD115-14
ENSMUSG00000094883	SNORD115-38
ENSMUSG00000094883	SNORD115-24
ENSMUSG00000077254	SNORA49
ENSMUSG00000095129	
ENSMUSG00000089348	
ENSMUSG00000096349	RF00003
ENSMUSG00000096349	RF00003
ENSMUSG00000096349	RNVU1-1
ENSMUSG00000048138	DMRT2
ENSMUSG00000094956	
ENSMUSG00000065539	
ENSMUSG00000096161	SNORD115-30
ENSMUSG00000096161	SNORD115-32
ENSMUSG00000096161	SNORD115-8
ENSMUSG00000096161	SNORD115-42
ENSMUSG00000096161	SNORD115-34
ENSMUSG00000096161	SNORD115-6
ENSMUSG00000096161	SNORD115-15
ENSMUSG00000096161	SNORD115-39
ENSMUSG00000096161	SNORD115-14
ENSMUSG00000096161	SNORD115-38
ENSMUSG00000096161	SNORD115-24
ENSMUSG00000065515	
ENSMUSG00000093025	RNU4-23P
ENSMUSG00000064669	
ENSMUSG00000089455	
ENSMUSG00000072673	
ENSMUSG00000089608	RNU6-1326P
ENSMUSG00000088083	RN7SKP57
ENSMUSG00000098430	RF02215
ENSMUSG00000006435	NEURL1
ENSMUSG00000099024	RF02271
ENSMUSG00000065729	
ENSMUSG00000099289	
ENSMUSG00000089116	
ENSMUSG00000024922	OVOL1
ENSMUSG00000064513	
ENSMUSG00000095938	
ENSMUSG00000095531	RNU4-56P
ENSMUSG00000094097	
ENSMUSG00000088103	SNORA48B
ENSMUSG00000088103	RF00554
ENSMUSG00000088103	RF00554
ENSMUSG00000088103	RF00554
ENSMUSG00000088103	RF00554
ENSMUSG00000088103	RF00554
ENSMUSG00000088103	SNORA48
ENSMUSG00000088103	RF00554
ENSMUSG00000088103	RF00554
ENSMUSG00000088103	RF00554
ENSMUSG00000088103	RF00554
ENSMUSG00000088103	RF00554
ENSMUSG00000088103	RF00554
ENSMUSG00000077398	RF00560
ENSMUSG00000077398	RF00560
ENSMUSG00000077398	RF00560
ENSMUSG00000072693	
ENSMUSG00000094261	
ENSMUSG00000095780	RNU6-281P
ENSMUSG00000064392	
ENSMUSG00000095395	SNORA17A
ENSMUSG00000064915	RNU6-968P
