mouse_ID	rat_ID	orthotype	OMAgroup
ENSMUSG00000096421	ENSRNOG00000042956	n:m	
ENSMUSG00000096421	ENSRNOG00000046323	n:m	
ENSMUSG00000112864	ENSRNOG00000042329	n:m	
ENSMUSG00000112864	ENSRNOG00000060674	n:m	
ENSMUSG00000112864	ENSRNOG00000001218	n:m	
ENSMUSG00000112864	ENSRNOG00000032530	n:m	
ENSMUSG00000112864	ENSRNOG00000047532	n:m	
ENSMUSG00000112864	ENSRNOG00000042797	n:m	
ENSMUSG00000112864	ENSRNOG00000046538	n:m	
ENSMUSG00000112864	ENSRNOG00000043302	n:m	
ENSMUSG00000112380	ENSRNOG00000042329	n:m	
ENSMUSG00000112380	ENSRNOG00000060674	n:m	
ENSMUSG00000112380	ENSRNOG00000001218	n:m	
ENSMUSG00000112380	ENSRNOG00000032530	n:m	
ENSMUSG00000112380	ENSRNOG00000047532	n:m	572673
ENSMUSG00000112380	ENSRNOG00000042797	n:m	
ENSMUSG00000112380	ENSRNOG00000046538	n:m	
ENSMUSG00000112380	ENSRNOG00000043302	n:m	
ENSMUSG00000094120	ENSRNOG00000042329	n:m	
ENSMUSG00000094120	ENSRNOG00000060674	n:m	
ENSMUSG00000094120	ENSRNOG00000001218	n:m	
ENSMUSG00000094120	ENSRNOG00000032530	n:m	
ENSMUSG00000094120	ENSRNOG00000047532	n:m	
ENSMUSG00000094120	ENSRNOG00000042797	n:m	
ENSMUSG00000094120	ENSRNOG00000046538	n:m	
ENSMUSG00000094120	ENSRNOG00000043302	n:m	
ENSMUSG00000095817	ENSRNOG00000042329	n:m	
ENSMUSG00000095817	ENSRNOG00000060674	n:m	
ENSMUSG00000095817	ENSRNOG00000001218	n:m	
ENSMUSG00000095817	ENSRNOG00000032530	n:m	
ENSMUSG00000095817	ENSRNOG00000047532	n:m	
ENSMUSG00000095817	ENSRNOG00000042797	n:m	
ENSMUSG00000095817	ENSRNOG00000046538	n:m	
ENSMUSG00000095817	ENSRNOG00000043302	n:m	
ENSMUSG00000095593	ENSRNOG00000042329	n:m	
ENSMUSG00000095593	ENSRNOG00000060674	n:m	
ENSMUSG00000095593	ENSRNOG00000001218	n:m	
ENSMUSG00000095593	ENSRNOG00000032530	n:m	
ENSMUSG00000095593	ENSRNOG00000047532	n:m	
ENSMUSG00000095593	ENSRNOG00000042797	n:m	
ENSMUSG00000095593	ENSRNOG00000046538	n:m	
ENSMUSG00000095593	ENSRNOG00000043302	n:m	
ENSMUSG00000096481	ENSRNOG00000042329	n:m	
ENSMUSG00000096481	ENSRNOG00000060674	n:m	
ENSMUSG00000096481	ENSRNOG00000001218	n:m	
ENSMUSG00000096481	ENSRNOG00000032530	n:m	
ENSMUSG00000096481	ENSRNOG00000047532	n:m	
ENSMUSG00000096481	ENSRNOG00000042797	n:m	
ENSMUSG00000096481	ENSRNOG00000046538	n:m	
ENSMUSG00000096481	ENSRNOG00000043302	n:m	
ENSMUSG00000095721	ENSRNOG00000042329	n:m	
ENSMUSG00000095721	ENSRNOG00000060674	n:m	
ENSMUSG00000095721	ENSRNOG00000001218	n:m	
ENSMUSG00000095721	ENSRNOG00000032530	n:m	562119
ENSMUSG00000095721	ENSRNOG00000047532	n:m	
ENSMUSG00000095721	ENSRNOG00000042797	n:m	
ENSMUSG00000095721	ENSRNOG00000046538	n:m	
ENSMUSG00000095721	ENSRNOG00000043302	n:m	
ENSMUSG00000096131	ENSRNOG00000042329	n:m	
ENSMUSG00000096131	ENSRNOG00000060674	n:m	564765
ENSMUSG00000096131	ENSRNOG00000001218	n:m	
ENSMUSG00000096131	ENSRNOG00000032530	n:m	
ENSMUSG00000096131	ENSRNOG00000047532	n:m	
ENSMUSG00000096131	ENSRNOG00000042797	n:m	
ENSMUSG00000096131	ENSRNOG00000046538	n:m	
ENSMUSG00000096131	ENSRNOG00000043302	n:m	
ENSMUSG00000096380	ENSRNOG00000042329	n:m	
ENSMUSG00000096380	ENSRNOG00000060674	n:m	
ENSMUSG00000096380	ENSRNOG00000001218	n:m	
ENSMUSG00000096380	ENSRNOG00000032530	n:m	
ENSMUSG00000096380	ENSRNOG00000047532	n:m	
ENSMUSG00000096380	ENSRNOG00000042797	n:m	
ENSMUSG00000096380	ENSRNOG00000046538	n:m	
ENSMUSG00000096380	ENSRNOG00000043302	n:m	
ENSMUSG00000094913	ENSRNOG00000042329	n:m	
ENSMUSG00000094913	ENSRNOG00000060674	n:m	
ENSMUSG00000094913	ENSRNOG00000001218	n:m	
ENSMUSG00000094913	ENSRNOG00000032530	n:m	
ENSMUSG00000094913	ENSRNOG00000047532	n:m	
ENSMUSG00000094913	ENSRNOG00000042797	n:m	
ENSMUSG00000094913	ENSRNOG00000046538	n:m	
ENSMUSG00000094913	ENSRNOG00000043302	n:m	
ENSMUSG00000112600	ENSRNOG00000042329	n:m	
ENSMUSG00000112600	ENSRNOG00000060674	n:m	
ENSMUSG00000112600	ENSRNOG00000001218	n:m	562134
ENSMUSG00000112600	ENSRNOG00000032530	n:m	
ENSMUSG00000112600	ENSRNOG00000047532	n:m	
ENSMUSG00000112600	ENSRNOG00000042797	n:m	
ENSMUSG00000112600	ENSRNOG00000046538	n:m	
ENSMUSG00000112600	ENSRNOG00000043302	n:m	
ENSMUSG00000069582	ENSRNOG00000042329	n:m	
ENSMUSG00000069582	ENSRNOG00000060674	n:m	
ENSMUSG00000069582	ENSRNOG00000001218	n:m	
ENSMUSG00000069582	ENSRNOG00000032530	n:m	
ENSMUSG00000069582	ENSRNOG00000047532	n:m	
ENSMUSG00000069582	ENSRNOG00000042797	n:m	
ENSMUSG00000069582	ENSRNOG00000046538	n:m	
ENSMUSG00000069582	ENSRNOG00000043302	n:m	
ENSMUSG00000112223	ENSRNOG00000042329	n:m	
ENSMUSG00000112223	ENSRNOG00000060674	n:m	
ENSMUSG00000112223	ENSRNOG00000001218	n:m	
ENSMUSG00000112223	ENSRNOG00000032530	n:m	
ENSMUSG00000112223	ENSRNOG00000047532	n:m	
ENSMUSG00000112223	ENSRNOG00000042797	n:m	
ENSMUSG00000112223	ENSRNOG00000046538	n:m	
ENSMUSG00000112223	ENSRNOG00000043302	n:m	
ENSMUSG00000112653	ENSRNOG00000042383	1:1	612825
ENSMUSG00000071195	ENSRNOG00000042329	n:m	
ENSMUSG00000071195	ENSRNOG00000060674	n:m	
ENSMUSG00000071195	ENSRNOG00000001218	n:m	
ENSMUSG00000071195	ENSRNOG00000032530	n:m	
ENSMUSG00000071195	ENSRNOG00000047532	n:m	
ENSMUSG00000071195	ENSRNOG00000042797	n:m	560148
ENSMUSG00000071195	ENSRNOG00000046538	n:m	
ENSMUSG00000071195	ENSRNOG00000043302	n:m	
ENSMUSG00000111915	ENSRNOG00000042329	n:m	
ENSMUSG00000111915	ENSRNOG00000060674	n:m	
ENSMUSG00000111915	ENSRNOG00000001218	n:m	
ENSMUSG00000111915	ENSRNOG00000032530	n:m	
ENSMUSG00000111915	ENSRNOG00000047532	n:m	
ENSMUSG00000111915	ENSRNOG00000042797	n:m	
ENSMUSG00000111915	ENSRNOG00000046538	n:m	
ENSMUSG00000111915	ENSRNOG00000043302	n:m	
ENSMUSG00000051652	ENSRNOG00000001217	1:1	754801
ENSMUSG00000009292	ENSRNOG00000001216	1:1	800776
ENSMUSG00000020284	ENSRNOG00000001215	1:1	839526
ENSMUSG00000020277	ENSRNOG00000001214	1:1	825109
ENSMUSG00000000731	ENSRNOG00000001213	1:1	755630
ENSMUSG00000000730	ENSRNOG00000001212	1:1	736973
ENSMUSG00000000732	ENSRNOG00000023109	1:1	749851
ENSMUSG00000053329	ENSRNOG00000001211	1:1	862260
ENSMUSG00000032834	ENSRNOG00000001210	1:1	778452
ENSMUSG00000000374	ENSRNOG00000023210	1:1	768999
ENSMUSG00000001211	ENSRNOG00000001205	1:1	860435
ENSMUSG00000061032	ENSRNOG00000001203	1:1	641040
ENSMUSG00000005054	ENSRNOG00000001201	1:1	
ENSMUSG00000032788	ENSRNOG00000049970	1:m	
ENSMUSG00000032788	ENSRNOG00000049937	1:m	775280
ENSMUSG00000107822	ENSRNOG00000028146	1:1	272103
ENSMUSG00000032763	ENSRNOG00000028512	1:1	865656
ENSMUSG00000032714	ENSRNOG00000007307	1:1	716214
ENSMUSG00000071185	ENSRNOG00000007348	1:1	271699
ENSMUSG00000005355	ENSRNOG00000007352	1:1	533552
ENSMUSG00000078442	ENSRNOG00000007375	1:1	826621
ENSMUSG00000005357	ENSRNOG00000007509	1:1	507670
ENSMUSG00000051190	ENSRNOG00000042262	1:1	271501
ENSMUSG00000062873	ENSRNOG00000049781	n:m	657663
ENSMUSG00000062873	ENSRNOG00000050171	n:m	
ENSMUSG00000062873	ENSRNOG00000058943	n:m	
ENSMUSG00000062873	ENSRNOG00000061480	n:m	
ENSMUSG00000062873	ENSRNOG00000051708	n:m	
ENSMUSG00000094673	ENSRNOG00000049781	n:m	
ENSMUSG00000094673	ENSRNOG00000050171	n:m	
ENSMUSG00000094673	ENSRNOG00000058943	n:m	
ENSMUSG00000094673	ENSRNOG00000061480	n:m	657754
ENSMUSG00000094673	ENSRNOG00000051708	n:m	
ENSMUSG00000094080	ENSRNOG00000049781	n:m	
ENSMUSG00000094080	ENSRNOG00000050171	n:m	
ENSMUSG00000094080	ENSRNOG00000058943	n:m	657813
ENSMUSG00000094080	ENSRNOG00000061480	n:m	
ENSMUSG00000094080	ENSRNOG00000051708	n:m	
ENSMUSG00000046493	ENSRNOG00000054107	1:1	
ENSMUSG00000063216	ENSRNOG00000039448	1:1	657555
ENSMUSG00000060205	ENSRNOG00000039449	1:1	658120
ENSMUSG00000060301	ENSRNOG00000022871	1:1	267612
ENSMUSG00000091888	ENSRNOG00000007730	n:m	
ENSMUSG00000091888	ENSRNOG00000045587	n:m	
ENSMUSG00000055515	ENSRNOG00000007730	n:m	641574
ENSMUSG00000055515	ENSRNOG00000045587	n:m	
ENSMUSG00000091468	ENSRNOG00000007730	n:m	
ENSMUSG00000091468	ENSRNOG00000045587	n:m	
ENSMUSG00000091381	ENSRNOG00000007730	n:m	
ENSMUSG00000091381	ENSRNOG00000045587	n:m	268360
ENSMUSG00000052151	ENSRNOG00000000177	1:1	495344
ENSMUSG00000042570	ENSRNOG00000000175	1:1	753853
ENSMUSG00000020317	ENSRNOG00000007960	1:1	795902
ENSMUSG00000045912	ENSRNOG00000008026	1:1	822276
ENSMUSG00000020312	ENSRNOG00000008030	1:1	799533
ENSMUSG00000035963	ENSRNOG00000008199	1:1	550214
ENSMUSG00000020310	ENSRNOG00000008217	1:1	799537
ENSMUSG00000020308	ENSRNOG00000008296	1:1	530875
ENSMUSG00000020307	ENSRNOG00000060530	1:1	
ENSMUSG00000054206	ENSRNOG00000030530	1:1	555571
ENSMUSG00000023175	ENSRNOG00000008414	1:1	830432
ENSMUSG00000020331	ENSRNOG00000008831	1:1	702813
ENSMUSG00000020329	ENSRNOG00000024879	1:1	656547
ENSMUSG00000020327	ENSRNOG00000008960	1:1	823277
ENSMUSG00000035890	ENSRNOG00000009028	1:1	772835
ENSMUSG00000020325	ENSRNOG00000009311	1:1	712451
ENSMUSG00000020323	ENSRNOG00000025293	1:1	552763
ENSMUSG00000035863	ENSRNOG00000009760	1:1	772213
ENSMUSG00000035852	ENSRNOG00000010423	1:1	790907
ENSMUSG00000006498	ENSRNOG00000010448	1:1	
ENSMUSG00000057729	ENSRNOG00000029814	1:1	557261
ENSMUSG00000020125	ENSRNOG00000033685	1:1	555755
ENSMUSG00000061780	ENSRNOG00000033564	1:1	551459
ENSMUSG00000013833	ENSRNOG00000011315	1:1	804194
ENSMUSG00000035781	ENSRNOG00000011489	1:1	745986
ENSMUSG00000035773	ENSRNOG00000011954	1:1	657406
ENSMUSG00000019564	ENSRNOG00000026435	1:1	832190
ENSMUSG00000035754	ENSRNOG00000012379	1:1	547786
ENSMUSG00000013858	ENSRNOG00000012808	1:1	836214
ENSMUSG00000004665	ENSRNOG00000043044	1:1	542528
ENSMUSG00000035722	ENSRNOG00000012939	1:1	550530
ENSMUSG00000035697	ENSRNOG00000013220	1:1	850233
ENSMUSG00000004667	ENSRNOG00000013545	1:1	858986
ENSMUSG00000075706	ENSRNOG00000013604	1:1	
ENSMUSG00000035673	ENSRNOG00000013987	1:1	808346
ENSMUSG00000003068	ENSRNOG00000014287	1:1	549044
ENSMUSG00000035640	ENSRNOG00000024349	1:1	812602
ENSMUSG00000003072	ENSRNOG00000014625	1:1	860984
ENSMUSG00000035621	ENSRNOG00000015434	1:1	672008
ENSMUSG00000045193	ENSRNOG00000015999	1:1	548255
ENSMUSG00000035595	ENSRNOG00000016193	1:1	727561
ENSMUSG00000003070	ENSRNOG00000016203	1:1	818098
ENSMUSG00000020156	ENSRNOG00000024549	1:1	798805
ENSMUSG00000020153	ENSRNOG00000024568	1:1	546856
ENSMUSG00000020150	ENSRNOG00000024577	1:1	775366
ENSMUSG00000069565	ENSRNOG00000031387	1:1	549227
ENSMUSG00000063457	ENSRNOG00000024603	1:1	861041
ENSMUSG00000020135	ENSRNOG00000033791	1:1	551677
ENSMUSG00000020133	ENSRNOG00000016399	1:1	797247
ENSMUSG00000020131	ENSRNOG00000016405	1:1	554126
ENSMUSG00000035486	ENSRNOG00000034102	1:1	559952
ENSMUSG00000048696	ENSRNOG00000030830	1:1	831834
ENSMUSG00000035478	ENSRNOG00000028956	1:1	774886
ENSMUSG00000020163	ENSRNOG00000016952	1:1	260457
ENSMUSG00000020167	ENSRNOG00000051499	1:1	844251
ENSMUSG00000045518	ENSRNOG00000059889	1:1	
ENSMUSG00000003341	ENSRNOG00000024975	1:1	523706
ENSMUSG00000047417	ENSRNOG00000017916	1:1	845444
ENSMUSG00000035397	ENSRNOG00000033694	1:1	558357
ENSMUSG00000003346	ENSRNOG00000018212	1:1	551163
ENSMUSG00000113949	ENSRNOG00000018271	1:1	659095
ENSMUSG00000003345	ENSRNOG00000018529	1:1	547709
ENSMUSG00000003344	ENSRNOG00000018788	1:1	802347
ENSMUSG00000020190	ENSRNOG00000029028	1:1	552930
ENSMUSG00000003348	ENSRNOG00000018971	1:1	755367
ENSMUSG00000055862	ENSRNOG00000031950	1:1	753202
ENSMUSG00000020198	ENSRNOG00000018977	1:1	515692
ENSMUSG00000061589	ENSRNOG00000032546	1:1	824215
ENSMUSG00000035278	ENSRNOG00000019247	1:1	697002
ENSMUSG00000020211	ENSRNOG00000019349	1:1	552341
ENSMUSG00000035262	ENSRNOG00000019377	1:1	787436
ENSMUSG00000020216	ENSRNOG00000032951	1:1	271503
ENSMUSG00000035242	ENSRNOG00000019459	1:1	747572
ENSMUSG00000051067	ENSRNOG00000032569	1:1	555184
ENSMUSG00000035215	ENSRNOG00000019552	1:1	761392
ENSMUSG00000035206	ENSRNOG00000057881	1:1	696133
ENSMUSG00000059406	ENSRNOG00000032429	1:1	551925
ENSMUSG00000020219	ENSRNOG00000019682	1:1	851512
ENSMUSG00000062075	ENSRNOG00000025742	1:1	550856
ENSMUSG00000015312	ENSRNOG00000019822	1:1	809531
ENSMUSG00000048240	ENSRNOG00000019857	1:1	807618
ENSMUSG00000043670	ENSRNOG00000029738	1:1	522210
ENSMUSG00000046822	ENSRNOG00000045524	1:1	789340
ENSMUSG00000004937	ENSRNOG00000019891	1:1	548078
ENSMUSG00000004929	ENSRNOG00000019924	1:1	708023
ENSMUSG00000035041	ENSRNOG00000032202	1:1	818939
ENSMUSG00000035027	ENSRNOG00000020005	1:1	547496
ENSMUSG00000035011	ENSRNOG00000020161	1:1	553010
ENSMUSG00000004934	ENSRNOG00000020230	1:1	551919
ENSMUSG00000034994	ENSRNOG00000020266	1:1	863711
ENSMUSG00000004939	ENSRNOG00000042897	1:1	
ENSMUSG00000034958	ENSRNOG00000020407	1:1	811604
ENSMUSG00000034949	ENSRNOG00000020416	1:1	851411
ENSMUSG00000004933	ENSRNOG00000020431	1:1	553984
ENSMUSG00000034932	ENSRNOG00000020464	1:1	
ENSMUSG00000004931	ENSRNOG00000020466	1:1	806085
ENSMUSG00000034917	ENSRNOG00000020501	1:1	550843
ENSMUSG00000034902	ENSRNOG00000020577	1:1	671110
ENSMUSG00000034889	ENSRNOG00000039852	1:1	855143
ENSMUSG00000034881	ENSRNOG00000020585	1:1	833973
ENSMUSG00000034872	ENSRNOG00000020593	1:1	826907
ENSMUSG00000020232	ENSRNOG00000020601	1:1	548967
ENSMUSG00000034854	ENSRNOG00000039858	1:1	547487
ENSMUSG00000020234	ENSRNOG00000039861	1:1	305650
ENSMUSG00000020235	ENSRNOG00000004169	1:1	547655
ENSMUSG00000078440	ENSRNOG00000004259	n:1	547011
ENSMUSG00000113262	ENSRNOG00000004259	n:1	
ENSMUSG00000078439	ENSRNOG00000048878	1:1	672386
ENSMUSG00000055053	ENSRNOG00000004505	1:1	753971
ENSMUSG00000034818	ENSRNOG00000004695	1:1	550849
ENSMUSG00000020238	ENSRNOG00000004793	1:1	739554
ENSMUSG00000044199	ENSRNOG00000005370	1:1	743547
ENSMUSG00000034792	ENSRNOG00000005378	1:1	498844
ENSMUSG00000034781	ENSRNOG00000005446	1:1	498839
ENSMUSG00000054452	ENSRNOG00000052025	1:1	815886
ENSMUSG00000034771	ENSRNOG00000005874	1:1	552815
ENSMUSG00000034758	ENSRNOG00000006350	1:1	743529
ENSMUSG00000034748	ENSRNOG00000006393	1:1	653864
ENSMUSG00000054708	ENSRNOG00000006759	1:1	552479
ENSMUSG00000096856	ENSRNOG00000043289	n:1	
ENSMUSG00000094076	ENSRNOG00000043289	n:1	593423
ENSMUSG00000061371	ENSRNOG00000021900	1:1	268288
ENSMUSG00000078435	ENSRNOG00000048910	1:m	585748
ENSMUSG00000078435	ENSRNOG00000054392	1:m	
ENSMUSG00000062931	ENSRNOG00000033583	1:1	268935
ENSMUSG00000063320	ENSRNOG00000026982	1:1	308456
ENSMUSG00000020251	ENSRNOG00000033579	1:1	663000
ENSMUSG00000020246	ENSRNOG00000053510	1:1	549383
ENSMUSG00000020248	ENSRNOG00000010309	1:1	556945
ENSMUSG00000020250	ENSRNOG00000009088	1:1	510561
ENSMUSG00000034612	ENSRNOG00000008885	1:1	724610
ENSMUSG00000034591	ENSRNOG00000008713	1:1	737625
ENSMUSG00000020255	ENSRNOG00000008696	1:1	501281
ENSMUSG00000020256	ENSRNOG00000008586	1:1	661776
ENSMUSG00000034560	ENSRNOG00000008331	1:1	840994
ENSMUSG00000020263	ENSRNOG00000008174	1:1	813298
ENSMUSG00000020034	ENSRNOG00000007587	1:1	757622
ENSMUSG00000034453	ENSRNOG00000007432	1:1	864213
ENSMUSG00000020037	ENSRNOG00000051536	1:1	782554
ENSMUSG00000035620	ENSRNOG00000007323	1:1	696610
ENSMUSG00000050035	ENSRNOG00000006998	1:1	564272
ENSMUSG00000060935	ENSRNOG00000006987	1:1	823590
ENSMUSG00000049038	ENSRNOG00000006978	1:1	307142
ENSMUSG00000020038	ENSRNOG00000006622	1:1	490103
ENSMUSG00000020042	ENSRNOG00000005758	1:1	762141
ENSMUSG00000001785	ENSRNOG00000005350	1:1	828338
ENSMUSG00000035529	ENSRNOG00000004962	1:1	813592
ENSMUSG00000085111	ENSRNOG00000031493	1:1	
ENSMUSG00000001783	ENSRNOG00000004813	1:1	859826
ENSMUSG00000050108	ENSRNOG00000022937	1:1	671216
ENSMUSG00000001786	ENSRNOG00000004637	1:1	833188
ENSMUSG00000059602	ENSRNOG00000026866	1:1	550738
ENSMUSG00000020044	ENSRNOG00000004303	1:1	831620
ENSMUSG00000020048	ENSRNOG00000026963	1:1	824984
ENSMUSG00000044937	ENSRNOG00000026807	1:1	723013
ENSMUSG00000112743	ENSRNOG00000026793	1:1	726859
ENSMUSG00000035459	ENSRNOG00000038948	1:1	555272
ENSMUSG00000047129	ENSRNOG00000038943	1:1	731679
ENSMUSG00000020052	ENSRNOG00000004294	1:1	753928
ENSMUSG00000020051	ENSRNOG00000004302	1:1	816686
ENSMUSG00000020053	ENSRNOG00000004517	1:1	841754
ENSMUSG00000035383	ENSRNOG00000004632	1:1	790389
ENSMUSG00000035365	ENSRNOG00000004682	1:1	826146
ENSMUSG00000035351	ENSRNOG00000004727	1:1	835175
ENSMUSG00000020056	ENSRNOG00000005102	1:1	843761
ENSMUSG00000020057	ENSRNOG00000038916	1:1	787663
ENSMUSG00000035311	ENSRNOG00000005228	1:1	805166
ENSMUSG00000060002	ENSRNOG00000058271	1:1	665133
ENSMUSG00000020059	ENSRNOG00000005270	1:1	764317
ENSMUSG00000020061	ENSRNOG00000056493	1:1	551894
ENSMUSG00000004359	ENSRNOG00000005720	1:1	
ENSMUSG00000060904	ENSRNOG00000005763	1:1	775022
ENSMUSG00000004356	ENSRNOG00000005823	1:1	845058
ENSMUSG00000020062	ENSRNOG00000006367	1:1	839556
ENSMUSG00000035189	ENSRNOG00000006841	1:1	796217
ENSMUSG00000047638	ENSRNOG00000007197	1:1	791424
ENSMUSG00000019935	ENSRNOG00000007581	1:1	548029
ENSMUSG00000069539	ENSRNOG00000024955	1:1	516208
ENSMUSG00000019948	ENSRNOG00000007875	1:1	784104
ENSMUSG00000019951	ENSRNOG00000050317	1:1	834541
ENSMUSG00000058589	ENSRNOG00000024870	1:1	553014
ENSMUSG00000019979	ENSRNOG00000008022	1:1	550541
ENSMUSG00000019975	ENSRNOG00000008247	1:1	733088
ENSMUSG00000061904	ENSRNOG00000008289	1:1	860523
ENSMUSG00000019961	ENSRNOG00000008797	1:1	743533
ENSMUSG00000019988	ENSRNOG00000004011	1:1	548581
ENSMUSG00000020014	ENSRNOG00000029837	1:1	759479
ENSMUSG00000020015	ENSRNOG00000004148	1:1	549229
ENSMUSG00000008398	ENSRNOG00000004367	1:1	833315
ENSMUSG00000015889	ENSRNOG00000004494	1:1	797480
ENSMUSG00000020017	ENSRNOG00000004502	1:1	858094
ENSMUSG00000015890	ENSRNOG00000005266	1:1	857634
ENSMUSG00000036168	ENSRNOG00000021892	1:1	812793
ENSMUSG00000020018	ENSRNOG00000005556	1:1	803790
ENSMUSG00000020019	ENSRNOG00000005573	1:1	831599
ENSMUSG00000020020	ENSRNOG00000005637	1:1	551048
ENSMUSG00000036112	ENSRNOG00000021881	1:1	863503
ENSMUSG00000036099	ENSRNOG00000006514	1:1	829393
ENSMUSG00000020021	ENSRNOG00000054515	1:1	554132
ENSMUSG00000005897	ENSRNOG00000006983	1:1	730599
ENSMUSG00000020022	ENSRNOG00000007407	1:1	849868
ENSMUSG00000020023	ENSRNOG00000007713	1:1	845102
ENSMUSG00000020024	ENSRNOG00000007859	1:1	551219
ENSMUSG00000074785	ENSRNOG00000007970	1:1	783444
ENSMUSG00000020027	ENSRNOG00000008965	1:1	
ENSMUSG00000062981	ENSRNOG00000042740	1:1	848313
ENSMUSG00000074781	ENSRNOG00000058053	1:1	548367
ENSMUSG00000020029	ENSRNOG00000009094	1:1	800067
ENSMUSG00000036499	ENSRNOG00000021681	1:1	547228
ENSMUSG00000036478	ENSRNOG00000004284	1:1	518105
ENSMUSG00000019929	ENSRNOG00000004554	1:1	554199
ENSMUSG00000036446	ENSRNOG00000004610	1:1	553555
ENSMUSG00000019932	ENSRNOG00000004635	1:1	552953
ENSMUSG00000019936	ENSRNOG00000004717	1:1	830062
ENSMUSG00000047025	ENSRNOG00000004875	1:1	304797
ENSMUSG00000019943	ENSRNOG00000004026	1:1	523654
ENSMUSG00000019952	ENSRNOG00000024450	1:1	549159
ENSMUSG00000019960	ENSRNOG00000023896	1:1	709084
ENSMUSG00000019966	ENSRNOG00000005386	1:1	814573
ENSMUSG00000036676	ENSRNOG00000006749	1:1	549844
ENSMUSG00000019971	ENSRNOG00000056458	1:1	548748
ENSMUSG00000046567	ENSRNOG00000006973	1:1	799744
ENSMUSG00000056912	ENSRNOG00000051928	1:1	308450
ENSMUSG00000019888	ENSRNOG00000004149	1:1	802198
ENSMUSG00000019890	ENSRNOG00000004179	1:1	758974
ENSMUSG00000044921	ENSRNOG00000038574	1:1	843635
ENSMUSG00000036602	ENSRNOG00000004390	1:1	810554
ENSMUSG00000019894	ENSRNOG00000027468	1:1	788734
ENSMUSG00000036019	ENSRNOG00000004585	1:1	549747
ENSMUSG00000036009	ENSRNOG00000027451	1:1	
ENSMUSG00000019897	ENSRNOG00000004183	1:1	750838
ENSMUSG00000053825	ENSRNOG00000004353	1:1	549350
ENSMUSG00000035948	ENSRNOG00000004448	1:1	546879
ENSMUSG00000019906	ENSRNOG00000004527	1:1	830617
ENSMUSG00000000435	ENSRNOG00000004768	1:1	822859
ENSMUSG00000035923	ENSRNOG00000004878	1:1	828705
ENSMUSG00000035916	ENSRNOG00000056915	1:1	774862
ENSMUSG00000091455	ENSRNOG00000030316	1:1	266006
ENSMUSG00000019907	ENSRNOG00000004925	1:1	548616
ENSMUSG00000035873	ENSRNOG00000005917	1:1	822722
ENSMUSG00000035864	ENSRNOG00000006426	1:1	745755
ENSMUSG00000020181	ENSRNOG00000052157	1:1	550103
ENSMUSG00000020186	ENSRNOG00000003772	1:1	547920
ENSMUSG00000035798	ENSRNOG00000003803	1:1	752806
ENSMUSG00000020189	ENSRNOG00000026962	1:1	859253
ENSMUSG00000035759	ENSRNOG00000026913	1:1	795330
ENSMUSG00000058799	ENSRNOG00000003890	1:1	813369
ENSMUSG00000020205	ENSRNOG00000004019	1:1	553641
ENSMUSG00000063334	ENSRNOG00000004035	1:1	811006
ENSMUSG00000056888	ENSRNOG00000026644	1:1	549741
ENSMUSG00000020213	ENSRNOG00000026634	n:1	
ENSMUSG00000020214	ENSRNOG00000049053	1:1	553067
ENSMUSG00000112611	ENSRNOG00000026634	n:1	559702
ENSMUSG00000035694	ENSRNOG00000026600	1:1	814017
ENSMUSG00000035681	ENSRNOG00000004077	1:1	710835
ENSMUSG00000074748	ENSRNOG00000059744	1:1	259150
ENSMUSG00000050663	ENSRNOG00000005278	1:1	797490
ENSMUSG00000006764	ENSRNOG00000003880	1:1	816689
ENSMUSG00000020130	ENSRNOG00000003889	1:1	551542
ENSMUSG00000020132	ENSRNOG00000003923	1:1	522111
ENSMUSG00000069520	ENSRNOG00000003985	1:1	834628
ENSMUSG00000020137	ENSRNOG00000003993	1:1	805171
ENSMUSG00000034163	ENSRNOG00000053060	1:1	816020
ENSMUSG00000020140	ENSRNOG00000004221	1:1	555826
ENSMUSG00000092210	ENSRNOG00000057981	1:1	260456
ENSMUSG00000034127	ENSRNOG00000004411	1:1	641223
ENSMUSG00000020151	ENSRNOG00000004483	1:1	529775
ENSMUSG00000074734	ENSRNOG00000022632	1:1	558110
ENSMUSG00000020154	ENSRNOG00000055293	1:1	527514
ENSMUSG00000054934	ENSRNOG00000054458	1:1	777308
ENSMUSG00000020166	ENSRNOG00000004909	1:1	551207
ENSMUSG00000034057	ENSRNOG00000021833	1:1	716331
ENSMUSG00000064181	ENSRNOG00000005362	1:1	800537
ENSMUSG00000020169	ENSRNOG00000005491	1:1	773715
ENSMUSG00000060187	ENSRNOG00000005555	1:1	553449
ENSMUSG00000034024	ENSRNOG00000021317	1:1	636215
ENSMUSG00000020170	ENSRNOG00000005642	1:1	816670
ENSMUSG00000020171	ENSRNOG00000005689	1:1	499393
ENSMUSG00000020177	ENSRNOG00000005790	1:1	
ENSMUSG00000069516	ENSRNOG00000005825	1:1	756394
ENSMUSG00000055531	ENSRNOG00000005927	1:1	547974
ENSMUSG00000020183	ENSRNOG00000034134	1:1	797847
ENSMUSG00000020184	ENSRNOG00000006304	1:1	773999
ENSMUSG00000060181	ENSRNOG00000027622	1:1	778645
ENSMUSG00000052798	ENSRNOG00000006541	1:1	839213
ENSMUSG00000052681	ENSRNOG00000032463	n:m	
ENSMUSG00000052681	ENSRNOG00000007048	n:m	522103
