mouse_ID	zebrafish_ID	orthotype	OMAgroup
ENSMUSG00000003345	ENSDARG00000005458	1:m	547709
ENSMUSG00000003345	ENSDARG00000034056	1:m	
ENSMUSG00000003344	ENSDARG00000042091	1:m	
ENSMUSG00000003344	ENSDARG00000104653	1:m	802347
ENSMUSG00000020190	ENSDARG00000011373	1:m	
ENSMUSG00000020190	ENSDARG00000015164	1:m	552930
ENSMUSG00000003348	ENSDARG00000019113	1:1	
ENSMUSG00000020198	ENSDARG00000071424	1:1	515692
ENSMUSG00000061589	ENSDARG00000061992	1:1	824215
ENSMUSG00000035278	ENSDARG00000025593	1:1	697002
ENSMUSG00000035262	ENSDARG00000014357	1:1	787436
ENSMUSG00000051067	ENSDARG00000061970	1:m	
ENSMUSG00000051067	ENSDARG00000067815	1:m	555184
ENSMUSG00000035215	ENSDARG00000058328	1:1	761392
ENSMUSG00000035206	ENSDARG00000030448	1:1	696133
ENSMUSG00000020219	ENSDARG00000058297	1:1	851512
ENSMUSG00000062075	ENSDARG00000101624	1:1	550856
ENSMUSG00000015312	ENSDARG00000027744	1:m	809531
ENSMUSG00000015312	ENSDARG00000013576	1:m	
ENSMUSG00000048240	ENSDARG00000038693	1:1	807618
ENSMUSG00000043670	ENSDARG00000028066	1:m	
ENSMUSG00000043670	ENSDARG00000009372	1:m	522210
ENSMUSG00000004937	ENSDARG00000019941	1:1	548078
ENSMUSG00000004929	ENSDARG00000013776	1:1	708023
ENSMUSG00000035041	ENSDARG00000056226	1:1	818939
ENSMUSG00000035027	ENSDARG00000006609	1:m	
ENSMUSG00000035027	ENSDARG00000068918	1:m	
ENSMUSG00000035011	ENSDARG00000039899	1:1	553010
ENSMUSG00000004934	ENSDARG00000007081	1:1	551919
ENSMUSG00000034994	ENSDARG00000100371	1:m	
ENSMUSG00000034994	ENSDARG00000035256	1:m	863711
ENSMUSG00000034974	ENSDARG00000103666	n:1	556840
ENSMUSG00000004939	ENSDARG00000101362	1:m	756217
ENSMUSG00000004939	ENSDARG00000067848	1:m	
ENSMUSG00000034958	ENSDARG00000071678	1:1	811604
ENSMUSG00000004933	ENSDARG00000074670	1:1	553984
ENSMUSG00000034932	ENSDARG00000071468	1:1	
ENSMUSG00000034902	ENSDARG00000076001	1:1	671110
ENSMUSG00000034889	ENSDARG00000059866	1:1	855143
ENSMUSG00000034872	ENSDARG00000053074	1:1	826907
ENSMUSG00000020232	ENSDARG00000042045	1:1	548967
ENSMUSG00000034854	ENSDARG00000061908	1:1	547487
ENSMUSG00000020235	ENSDARG00000015254	1:1	
ENSMUSG00000078440	ENSDARG00000003564	n:1	547011
ENSMUSG00000113262	ENSDARG00000003564	n:1	
ENSMUSG00000055053	ENSDARG00000043210	1:1	753971
ENSMUSG00000020238	ENSDARG00000058861	1:1	739554
ENSMUSG00000044199	ENSDARG00000074851	1:1	743547
ENSMUSG00000034792	ENSDARG00000056654	1:m	
ENSMUSG00000034792	ENSDARG00000016364	1:m	498844
ENSMUSG00000034781	ENSDARG00000010002	1:1	
ENSMUSG00000054452	ENSDARG00000021805	1:m	
ENSMUSG00000054452	ENSDARG00000019588	1:m	815886
ENSMUSG00000034748	ENSDARG00000102963	1:1	
ENSMUSG00000054708	ENSDARG00000062103	1:1	552479
ENSMUSG00000096795	ENSDARG00000077712	n:m	
ENSMUSG00000096795	ENSDARG00000089503	n:m	
ENSMUSG00000096795	ENSDARG00000098898	n:m	
ENSMUSG00000096795	ENSDARG00000099618	n:m	
ENSMUSG00000096795	ENSDARG00000087839	n:m	
ENSMUSG00000096795	ENSDARG00000088820	n:m	
ENSMUSG00000096795	ENSDARG00000104041	n:m	
ENSMUSG00000096795	ENSDARG00000101623	n:m	
ENSMUSG00000096795	ENSDARG00000107228	n:m	
ENSMUSG00000096795	ENSDARG00000093134	n:m	
ENSMUSG00000096795	ENSDARG00000088861	n:m	
ENSMUSG00000096795	ENSDARG00000088000	n:m	
ENSMUSG00000096795	ENSDARG00000103292	n:m	
ENSMUSG00000096795	ENSDARG00000098193	n:m	
ENSMUSG00000096795	ENSDARG00000098469	n:m	
ENSMUSG00000096795	ENSDARG00000094572	n:m	
ENSMUSG00000096795	ENSDARG00000080016	n:m	
ENSMUSG00000096795	ENSDARG00000102027	n:m	
ENSMUSG00000112640	ENSDARG00000077712	n:m	
ENSMUSG00000112640	ENSDARG00000089503	n:m	
ENSMUSG00000112640	ENSDARG00000098898	n:m	
ENSMUSG00000112640	ENSDARG00000099618	n:m	
ENSMUSG00000112640	ENSDARG00000087839	n:m	
ENSMUSG00000112640	ENSDARG00000088820	n:m	
ENSMUSG00000112640	ENSDARG00000104041	n:m	
ENSMUSG00000112640	ENSDARG00000101623	n:m	
ENSMUSG00000112640	ENSDARG00000107228	n:m	
ENSMUSG00000112640	ENSDARG00000093134	n:m	
ENSMUSG00000112640	ENSDARG00000088861	n:m	
ENSMUSG00000112640	ENSDARG00000088000	n:m	
ENSMUSG00000112640	ENSDARG00000103292	n:m	
ENSMUSG00000112640	ENSDARG00000098193	n:m	
ENSMUSG00000112640	ENSDARG00000098469	n:m	
ENSMUSG00000112640	ENSDARG00000094572	n:m	
ENSMUSG00000112640	ENSDARG00000080016	n:m	
ENSMUSG00000112640	ENSDARG00000102027	n:m	
ENSMUSG00000078435	ENSDARG00000102455	1:1	
ENSMUSG00000073427	ENSDARG00000093143	n:m	
ENSMUSG00000073427	ENSDARG00000087212	n:m	
ENSMUSG00000073427	ENSDARG00000108615	n:m	
ENSMUSG00000073427	ENSDARG00000089607	n:m	
ENSMUSG00000073427	ENSDARG00000053165	n:m	
ENSMUSG00000073427	ENSDARG00000096708	n:m	
ENSMUSG00000073427	ENSDARG00000103196	n:m	
ENSMUSG00000073427	ENSDARG00000108833	n:m	
ENSMUSG00000073427	ENSDARG00000035221	n:m	
ENSMUSG00000073427	ENSDARG00000105074	n:m	
ENSMUSG00000073427	ENSDARG00000106349	n:m	
ENSMUSG00000073427	ENSDARG00000089947	n:m	
ENSMUSG00000073427	ENSDARG00000099082	n:m	
ENSMUSG00000073427	ENSDARG00000103222	n:m	
ENSMUSG00000073427	ENSDARG00000098923	n:m	
ENSMUSG00000073427	ENSDARG00000094216	n:m	
ENSMUSG00000073427	ENSDARG00000104985	n:m	
ENSMUSG00000073427	ENSDARG00000103777	n:m	
ENSMUSG00000073427	ENSDARG00000100355	n:m	
ENSMUSG00000073427	ENSDARG00000078281	n:m	
ENSMUSG00000073427	ENSDARG00000104584	n:m	
ENSMUSG00000073427	ENSDARG00000088214	n:m	
ENSMUSG00000073427	ENSDARG00000101105	n:m	
ENSMUSG00000073427	ENSDARG00000093489	n:m	
ENSMUSG00000073427	ENSDARG00000104762	n:m	
ENSMUSG00000073427	ENSDARG00000093831	n:m	
ENSMUSG00000073427	ENSDARG00000094147	n:m	
ENSMUSG00000073427	ENSDARG00000102799	n:m	
ENSMUSG00000073427	ENSDARG00000101149	n:m	
ENSMUSG00000073427	ENSDARG00000107562	n:m	
ENSMUSG00000073427	ENSDARG00000104604	n:m	
ENSMUSG00000073427	ENSDARG00000101548	n:m	
ENSMUSG00000073427	ENSDARG00000100479	n:m	
ENSMUSG00000073427	ENSDARG00000099444	n:m	
ENSMUSG00000073427	ENSDARG00000100793	n:m	
ENSMUSG00000073427	ENSDARG00000103879	n:m	
ENSMUSG00000073427	ENSDARG00000100277	n:m	
ENSMUSG00000073427	ENSDARG00000095521	n:m	
ENSMUSG00000073427	ENSDARG00000098138	n:m	
ENSMUSG00000073427	ENSDARG00000099795	n:m	
ENSMUSG00000073427	ENSDARG00000106588	n:m	
ENSMUSG00000073427	ENSDARG00000106807	n:m	
ENSMUSG00000073427	ENSDARG00000104038	n:m	
ENSMUSG00000073427	ENSDARG00000101463	n:m	
ENSMUSG00000073427	ENSDARG00000102102	n:m	
ENSMUSG00000073427	ENSDARG00000098447	n:m	
ENSMUSG00000073427	ENSDARG00000101881	n:m	
ENSMUSG00000073427	ENSDARG00000100896	n:m	
ENSMUSG00000073427	ENSDARG00000103405	n:m	
ENSMUSG00000073427	ENSDARG00000108246	n:m	
ENSMUSG00000073427	ENSDARG00000101229	n:m	
ENSMUSG00000073427	ENSDARG00000100207	n:m	
ENSMUSG00000073427	ENSDARG00000096205	n:m	
ENSMUSG00000073427	ENSDARG00000101817	n:m	
ENSMUSG00000073427	ENSDARG00000105170	n:m	
ENSMUSG00000073427	ENSDARG00000086041	n:m	
ENSMUSG00000073427	ENSDARG00000093220	n:m	
ENSMUSG00000073427	ENSDARG00000094459	n:m	
ENSMUSG00000073427	ENSDARG00000102370	n:m	
ENSMUSG00000073427	ENSDARG00000098170	n:m	
ENSMUSG00000073427	ENSDARG00000100112	n:m	
ENSMUSG00000073427	ENSDARG00000105940	n:m	
ENSMUSG00000073427	ENSDARG00000087837	n:m	
ENSMUSG00000073427	ENSDARG00000095257	n:m	
ENSMUSG00000073427	ENSDARG00000102681	n:m	
ENSMUSG00000073427	ENSDARG00000088640	n:m	
ENSMUSG00000073427	ENSDARG00000092994	n:m	
ENSMUSG00000073427	ENSDARG00000090769	n:m	
ENSMUSG00000073427	ENSDARG00000096107	n:m	
ENSMUSG00000073427	ENSDARG00000096216	n:m	
ENSMUSG00000073427	ENSDARG00000104690	n:m	
ENSMUSG00000073427	ENSDARG00000100673	n:m	
ENSMUSG00000073427	ENSDARG00000108245	n:m	
ENSMUSG00000073427	ENSDARG00000104397	n:m	
ENSMUSG00000073427	ENSDARG00000107483	n:m	
ENSMUSG00000073427	ENSDARG00000086720	n:m	
ENSMUSG00000073427	ENSDARG00000096172	n:m	
ENSMUSG00000073427	ENSDARG00000094902	n:m	
ENSMUSG00000073427	ENSDARG00000096222	n:m	
ENSMUSG00000073427	ENSDARG00000095414	n:m	
ENSMUSG00000073427	ENSDARG00000092436	n:m	
ENSMUSG00000073427	ENSDARG00000100838	n:m	
ENSMUSG00000073427	ENSDARG00000102695	n:m	
ENSMUSG00000073427	ENSDARG00000103680	n:m	
ENSMUSG00000073427	ENSDARG00000099845	n:m	
ENSMUSG00000073427	ENSDARG00000107177	n:m	
ENSMUSG00000073427	ENSDARG00000103417	n:m	
ENSMUSG00000073427	ENSDARG00000104697	n:m	
ENSMUSG00000073427	ENSDARG00000095198	n:m	
ENSMUSG00000073427	ENSDARG00000102016	n:m	
ENSMUSG00000073427	ENSDARG00000096152	n:m	
ENSMUSG00000073427	ENSDARG00000092475	n:m	
ENSMUSG00000073427	ENSDARG00000104794	n:m	
ENSMUSG00000073427	ENSDARG00000095126	n:m	
ENSMUSG00000073427	ENSDARG00000106194	n:m	
ENSMUSG00000073427	ENSDARG00000104006	n:m	
ENSMUSG00000073427	ENSDARG00000098265	n:m	
ENSMUSG00000073427	ENSDARG00000106422	n:m	
ENSMUSG00000073427	ENSDARG00000102074	n:m	
ENSMUSG00000073427	ENSDARG00000100434	n:m	
ENSMUSG00000073427	ENSDARG00000101843	n:m	
ENSMUSG00000073427	ENSDARG00000099952	n:m	
ENSMUSG00000073427	ENSDARG00000088847	n:m	
ENSMUSG00000073427	ENSDARG00000104580	n:m	
ENSMUSG00000073427	ENSDARG00000105217	n:m	
ENSMUSG00000073427	ENSDARG00000101528	n:m	
ENSMUSG00000073427	ENSDARG00000104892	n:m	
ENSMUSG00000073427	ENSDARG00000093944	n:m	
ENSMUSG00000073427	ENSDARG00000094413	n:m	
ENSMUSG00000073427	ENSDARG00000102133	n:m	
ENSMUSG00000073427	ENSDARG00000104062	n:m	
ENSMUSG00000073427	ENSDARG00000103547	n:m	
ENSMUSG00000073427	ENSDARG00000098062	n:m	
ENSMUSG00000073427	ENSDARG00000099847	n:m	
ENSMUSG00000073427	ENSDARG00000100485	n:m	
ENSMUSG00000073427	ENSDARG00000101797	n:m	
ENSMUSG00000073427	ENSDARG00000107045	n:m	
ENSMUSG00000073427	ENSDARG00000098192	n:m	
ENSMUSG00000073427	ENSDARG00000103497	n:m	
ENSMUSG00000073427	ENSDARG00000102819	n:m	
ENSMUSG00000073427	ENSDARG00000098101	n:m	
ENSMUSG00000073427	ENSDARG00000104561	n:m	580244
ENSMUSG00000073427	ENSDARG00000103307	n:m	
ENSMUSG00000073427	ENSDARG00000098960	n:m	
ENSMUSG00000073427	ENSDARG00000101974	n:m	
ENSMUSG00000073427	ENSDARG00000100390	n:m	
ENSMUSG00000073427	ENSDARG00000092608	n:m	
ENSMUSG00000073427	ENSDARG00000105831	n:m	
ENSMUSG00000073427	ENSDARG00000104844	n:m	
ENSMUSG00000073427	ENSDARG00000099884	n:m	
ENSMUSG00000073427	ENSDARG00000106552	n:m	
ENSMUSG00000073427	ENSDARG00000101857	n:m	
ENSMUSG00000073427	ENSDARG00000100297	n:m	
ENSMUSG00000073427	ENSDARG00000099007	n:m	
ENSMUSG00000073427	ENSDARG00000099622	n:m	
ENSMUSG00000073427	ENSDARG00000100587	n:m	
ENSMUSG00000073427	ENSDARG00000102148	n:m	
ENSMUSG00000073427	ENSDARG00000100415	n:m	
ENSMUSG00000063320	ENSDARG00000045797	1:1	308456
ENSMUSG00000020251	ENSDARG00000057942	1:1	663000
ENSMUSG00000020246	ENSDARG00000058127	1:1	549383
ENSMUSG00000020248	ENSDARG00000045611	1:m	556945
ENSMUSG00000020248	ENSDARG00000039185	1:m	
ENSMUSG00000034612	ENSDARG00000034375	1:1	724610
ENSMUSG00000034591	ENSDARG00000073881	1:1	737625
ENSMUSG00000020255	ENSDARG00000077926	1:1	
ENSMUSG00000020256	ENSDARG00000070230	1:1	661776
ENSMUSG00000034560	ENSDARG00000061719	1:1	840994
ENSMUSG00000020263	ENSDARG00000078139	1:1	813298
ENSMUSG00000046841	ENSDARG00000032405	1:1	550850
ENSMUSG00000020034	ENSDARG00000027316	1:1	757622
ENSMUSG00000034453	ENSDARG00000062915	1:1	864213
ENSMUSG00000020037	ENSDARG00000026395	1:1	782554
ENSMUSG00000035620	ENSDARG00000005972	1:1	696610
ENSMUSG00000060935	ENSDARG00000030465	1:1	823590
ENSMUSG00000049038	ENSDARG00000086405	1:1	307142
ENSMUSG00000020038	ENSDARG00000011583	1:m	
ENSMUSG00000020038	ENSDARG00000045768	1:m	490103
ENSMUSG00000020042	ENSDARG00000063040	1:m	
ENSMUSG00000020042	ENSDARG00000063255	1:m	762141
ENSMUSG00000001785	ENSDARG00000015921	1:1	828338
ENSMUSG00000035529	ENSDARG00000017366	1:1	813592
ENSMUSG00000001783	ENSDARG00000101047	1:1	859826
ENSMUSG00000001786	ENSDARG00000099833	1:1	833188
ENSMUSG00000020044	ENSDARG00000101649	1:1	
ENSMUSG00000020048	ENSDARG00000003570	1:1	824984
ENSMUSG00000044937	ENSDARG00000086650	1:1	723013
ENSMUSG00000112743	ENSDARG00000062949	n:1	726859
ENSMUSG00000054027	ENSDARG00000062949	n:1	
ENSMUSG00000035459	ENSDARG00000045748	1:1	555272
ENSMUSG00000020052	ENSDARG00000038386	1:1	753928
ENSMUSG00000020051	ENSDARG00000020143	1:1	816686
ENSMUSG00000020053	ENSDARG00000094132	1:1	841754
ENSMUSG00000035365	ENSDARG00000029944	1:1	
ENSMUSG00000035351	ENSDARG00000094191	1:1	835175
ENSMUSG00000020056	ENSDARG00000045563	1:1	843761
ENSMUSG00000020057	ENSDARG00000045561	1:1	787663
ENSMUSG00000035311	ENSDARG00000030153	1:1	805166
ENSMUSG00000060002	ENSDARG00000014572	1:1	665133
ENSMUSG00000020059	ENSDARG00000013438	1:1	764317
ENSMUSG00000020061	ENSDARG00000045560	1:1	551894
ENSMUSG00000060904	ENSDARG00000101680	1:1	775022
ENSMUSG00000004356	ENSDARG00000099280	1:1	845058
ENSMUSG00000020062	ENSDARG00000087120	1:1	839556
ENSMUSG00000047638	ENSDARG00000057741	1:1	
ENSMUSG00000019935	ENSDARG00000057728	1:1	
ENSMUSG00000069539	ENSDARG00000032627	1:1	516208
ENSMUSG00000019948	ENSDARG00000021370	1:1	784104
ENSMUSG00000019951	ENSDARG00000004055	1:1	834541
ENSMUSG00000058589	ENSDARG00000003512	1:1	553014
ENSMUSG00000019979	ENSDARG00000021239	1:1	550541
ENSMUSG00000061904	ENSDARG00000025566	1:m	860523
ENSMUSG00000061904	ENSDARG00000027424	1:m	
ENSMUSG00000019961	ENSDARG00000007315	1:1	743533
ENSMUSG00000019988	ENSDARG00000013472	1:1	548581
ENSMUSG00000020015	ENSDARG00000079470	1:1	549229
ENSMUSG00000008398	ENSDARG00000018688	1:1	833315
ENSMUSG00000015889	ENSDARG00000006029	1:1	797480
ENSMUSG00000020017	ENSDARG00000017444	1:1	858094
ENSMUSG00000015890	ENSDARG00000007366	1:1	857634
ENSMUSG00000020018	ENSDARG00000105037	1:1	803790
ENSMUSG00000020019	ENSDARG00000102066	1:1	831599
ENSMUSG00000020020	ENSDARG00000089861	1:1	551048
ENSMUSG00000036112	ENSDARG00000102571	1:m	863503
ENSMUSG00000036112	ENSDARG00000069261	1:m	
ENSMUSG00000036099	ENSDARG00000075215	1:1	829393
ENSMUSG00000005897	ENSDARG00000045527	1:1	730599
ENSMUSG00000020022	ENSDARG00000042469	1:1	849868
ENSMUSG00000020024	ENSDARG00000101236	1:1	551219
ENSMUSG00000074785	ENSDARG00000015278	1:1	783444
ENSMUSG00000045867	ENSDARG00000028192	1:1	844117
ENSMUSG00000020027	ENSDARG00000045557	1:1	276587
ENSMUSG00000062981	ENSDARG00000079391	1:1	848313
ENSMUSG00000074781	ENSDARG00000008748	1:m	548367
ENSMUSG00000074781	ENSDARG00000045877	1:m	
ENSMUSG00000020029	ENSDARG00000045878	1:1	800067
ENSMUSG00000074780	ENSDARG00000101285	n:1	
ENSMUSG00000096486	ENSDARG00000011841	n:1	
ENSMUSG00000036478	ENSDARG00000020298	n:m	
ENSMUSG00000036478	ENSDARG00000008049	n:m	
ENSMUSG00000036478	ENSDARG00000027249	n:m	518105
ENSMUSG00000019929	ENSDARG00000012066	1:1	554199
ENSMUSG00000036446	ENSDARG00000045580	1:1	553555
ENSMUSG00000019932	ENSDARG00000056938	1:1	552953
ENSMUSG00000019936	ENSDARG00000056950	1:1	830062
ENSMUSG00000019943	ENSDARG00000012684	1:1	523654
ENSMUSG00000090035	ENSDARG00000012745	1:1	677323
ENSMUSG00000019960	ENSDARG00000070914	1:1	709084
ENSMUSG00000036676	ENSDARG00000062846	1:1	549844
ENSMUSG00000019971	ENSDARG00000062727	1:1	548748
ENSMUSG00000046567	ENSDARG00000045785	1:1	799744
ENSMUSG00000019888	ENSDARG00000041791	1:1	802198
ENSMUSG00000019890	ENSDARG00000057887	1:1	758974
ENSMUSG00000044921	ENSDARG00000074721	1:1	843635
ENSMUSG00000036602	ENSDARG00000062824	1:1	810554
ENSMUSG00000019894	ENSDARG00000062821	1:1	788734
ENSMUSG00000036019	ENSDARG00000035273	1:1	549747
ENSMUSG00000036009	ENSDARG00000045754	1:1	849920
ENSMUSG00000019897	ENSDARG00000045755	1:1	750838
ENSMUSG00000053825	ENSDARG00000013000	1:1	549350
ENSMUSG00000035948	ENSDARG00000032218	1:1	546879
ENSMUSG00000019906	ENSDARG00000013414	1:1	830617
ENSMUSG00000035923	ENSDARG00000029830	1:1	828705
ENSMUSG00000035916	ENSDARG00000008849	1:1	774862
ENSMUSG00000091455	ENSDARG00000088750	1:1	266006
ENSMUSG00000019907	ENSDARG00000010784	1:1	548616
ENSMUSG00000035873	ENSDARG00000045486	1:1	822722
ENSMUSG00000035864	ENSDARG00000030614	1:1	745755
ENSMUSG00000020181	ENSDARG00000005476	1:1	550103
ENSMUSG00000020186	ENSDARG00000011961	1:1	547920
ENSMUSG00000035798	ENSDARG00000070441	1:1	752806
ENSMUSG00000058799	ENSDARG00000101813	1:1	813369
ENSMUSG00000063334	ENSDARG00000011246	1:1	811006
ENSMUSG00000056888	ENSDARG00000045224	1:1	549741
ENSMUSG00000020213	ENSDARG00000030078	n:1	
ENSMUSG00000112611	ENSDARG00000030078	n:1	
ENSMUSG00000035694	ENSDARG00000058486	1:1	814017
ENSMUSG00000050663	ENSDARG00000076044	1:m	797490
ENSMUSG00000050663	ENSDARG00000062013	1:m	
ENSMUSG00000006764	ENSDARG00000057239	1:1	816689
ENSMUSG00000020130	ENSDARG00000057218	1:1	551542
ENSMUSG00000020132	ENSDARG00000100752	1:1	522111
ENSMUSG00000069520	ENSDARG00000098186	1:1	834628
ENSMUSG00000020137	ENSDARG00000055690	1:1	
ENSMUSG00000020154	ENSDARG00000076624	1:1	527514
ENSMUSG00000020166	ENSDARG00000061802	1:1	551207
ENSMUSG00000064181	ENSDARG00000101908	1:1	800537
ENSMUSG00000060187	ENSDARG00000045612	1:1	553449
ENSMUSG00000020170	ENSDARG00000045873	1:1	816670
ENSMUSG00000020171	ENSDARG00000045874	1:1	499393
ENSMUSG00000020177	ENSDARG00000057789	n:1	
ENSMUSG00000055531	ENSDARG00000018618	1:1	547974
ENSMUSG00000020183	ENSDARG00000011769	1:1	797847
ENSMUSG00000020184	ENSDARG00000033443	1:1	773999
ENSMUSG00000060181	ENSDARG00000045493	1:1	778645
ENSMUSG00000052798	ENSDARG00000016010	1:1	839213
ENSMUSG00000052681	ENSDARG00000087346	n:m	
ENSMUSG00000052681	ENSDARG00000008867	n:m	
ENSMUSG00000052681	ENSDARG00000012553	n:m	522103
ENSMUSG00000020212	ENSDARG00000045675	1:1	501711
ENSMUSG00000112216	ENSDARG00000043797	n:1	
ENSMUSG00000112252	ENSDARG00000043797	n:1	
ENSMUSG00000112814	ENSDARG00000043797	n:1	
ENSMUSG00000112419	ENSDARG00000043797	n:1	
ENSMUSG00000112027	ENSDARG00000043797	n:1	
ENSMUSG00000112781	ENSDARG00000043797	n:1	
ENSMUSG00000112495	ENSDARG00000043797	n:1	
ENSMUSG00000112919	ENSDARG00000043797	n:1	
ENSMUSG00000028630	ENSDARG00000094646	1:1	548942
ENSMUSG00000020114	ENSDARG00000017841	1:1	844848
ENSMUSG00000034813	ENSDARG00000015053	1:1	830650
ENSMUSG00000020228	ENSDARG00000053127	1:1	793958
ENSMUSG00000020225	ENSDARG00000014361	1:1	857139
ENSMUSG00000020224	ENSDARG00000055360	1:1	850261
ENSMUSG00000056758	ENSDARG00000069912	1:1	804356
ENSMUSG00000051236	ENSDARG00000045658	1:1	845705
ENSMUSG00000048661	ENSDARG00000015824	1:1	836914
ENSMUSG00000020218	ENSDARG00000005541	1:1	548304
ENSMUSG00000034707	ENSDARG00000023766	1:1	748751
ENSMUSG00000025795	ENSDARG00000059064	1:1	264458
ENSMUSG00000034667	ENSDARG00000099652	1:1	863108
ENSMUSG00000047642	ENSDARG00000073963	1:1	808490
ENSMUSG00000053684	ENSDARG00000045790	1:1	778411
ENSMUSG00000020121	ENSDARG00000007461	1:1	850229
ENSMUSG00000034620	ENSDARG00000063414	1:1	816236
ENSMUSG00000020123	ENSDARG00000077083	1:m	657282
ENSMUSG00000020123	ENSDARG00000045788	1:m	
ENSMUSG00000034602	ENSDARG00000099798	1:1	714297
ENSMUSG00000044071	ENSDARG00000062471	n:m	
ENSMUSG00000044071	ENSDARG00000077626	n:m	
ENSMUSG00000044071	ENSDARG00000079446	n:m	
ENSMUSG00000044071	ENSDARG00000020292	n:m	
ENSMUSG00000044071	ENSDARG00000099464	n:m	817380
ENSMUSG00000020102	ENSDARG00000098258	1:1	
ENSMUSG00000020105	ENSDARG00000079363	1:1	548726
ENSMUSG00000025436	ENSDARG00000063686	1:1	855027
ENSMUSG00000078429	ENSDARG00000036102	n:m	
ENSMUSG00000078429	ENSDARG00000071673	n:m	
ENSMUSG00000078429	ENSDARG00000062116	n:m	
ENSMUSG00000025432	ENSDARG00000059342	1:1	547696
ENSMUSG00000040521	ENSDARG00000060748	1:1	
ENSMUSG00000006732	ENSDARG00000076518	1:1	858158
ENSMUSG00000006724	ENSDARG00000045015	1:1	819159
ENSMUSG00000006728	ENSDARG00000087937	1:1	549756
ENSMUSG00000006736	ENSDARG00000074554	1:1	641202
ENSMUSG00000025422	ENSDARG00000099874	1:1	
ENSMUSG00000040462	ENSDARG00000020301	1:1	795295
ENSMUSG00000006731	ENSDARG00000077352	1:1	304737
ENSMUSG00000040441	ENSDARG00000078800	1:1	771369
ENSMUSG00000019467	ENSDARG00000100606	1:1	552178
ENSMUSG00000025417	ENSDARG00000091637	1:m	
ENSMUSG00000025417	ENSDARG00000031020	1:m	671112
ENSMUSG00000074657	ENSDARG00000098936	1:1	
ENSMUSG00000025410	ENSDARG00000031388	1:1	738158
ENSMUSG00000025408	ENSDARG00000059836	1:1	
ENSMUSG00000040354	ENSDARG00000034396	1:1	
ENSMUSG00000040345	ENSDARG00000013390	1:1	
ENSMUSG00000025404	ENSDARG00000102610	1:1	763500
ENSMUSG00000040287	ENSDARG00000098883	1:1	828794
ENSMUSG00000040280	ENSDARG00000087907	1:m	
ENSMUSG00000040280	ENSDARG00000103114	1:m	772109
ENSMUSG00000025403	ENSDARG00000104414	1:1	861552
ENSMUSG00000040249	ENSDARG00000097827	1:m	550111
ENSMUSG00000040249	ENSDARG00000029146	1:m	
ENSMUSG00000002147	ENSDARG00000015902	1:1	
ENSMUSG00000025402	ENSDARG00000078076	1:1	782616
ENSMUSG00000040195	ENSDARG00000073899	1:1	803178
ENSMUSG00000044617	ENSDARG00000019265	1:1	267226
ENSMUSG00000058396	ENSDARG00000036616	1:1	
ENSMUSG00000025395	ENSDARG00000040163	1:1	864610
ENSMUSG00000071072	ENSDARG00000089626	1:m	805904
ENSMUSG00000071072	ENSDARG00000037284	1:m	
ENSMUSG00000025393	ENSDARG00000070083	1:1	735948
ENSMUSG00000040043	ENSDARG00000044179	1:1	556648
ENSMUSG00000051346	ENSDARG00000023309	1:1	515016
ENSMUSG00000025389	ENSDARG00000013963	1:m	
ENSMUSG00000025389	ENSDARG00000037285	1:m	799153
ENSMUSG00000039994	ENSDARG00000078497	1:1	852486
ENSMUSG00000005682	ENSDARG00000074675	1:1	658842
ENSMUSG00000025381	ENSDARG00000007207	1:1	856504
ENSMUSG00000005683	ENSDARG00000103364	1:1	863127
ENSMUSG00000039914	ENSDARG00000070393	n:m	864033
ENSMUSG00000039914	ENSDARG00000056141	n:m	
ENSMUSG00000014498	ENSDARG00000036826	1:1	552524
ENSMUSG00000039878	ENSDARG00000079525	1:1	
ENSMUSG00000025373	ENSDARG00000036831	1:1	271210
ENSMUSG00000025369	ENSDARG00000077946	1:1	550011
ENSMUSG00000090841	ENSDARG00000033738	1:m	553845
ENSMUSG00000090841	ENSDARG00000008494	1:m	
ENSMUSG00000025366	ENSDARG00000034714	1:m	745744
ENSMUSG00000025366	ENSDARG00000014239	1:m	
ENSMUSG00000039810	ENSDARG00000030335	1:1	823270
ENSMUSG00000025364	ENSDARG00000070657	1:m	
ENSMUSG00000025364	ENSDARG00000039578	1:m	863506
ENSMUSG00000018166	ENSDARG00000036993	1:m	852096
ENSMUSG00000018166	ENSDARG00000006202	1:m	
ENSMUSG00000025362	ENSDARG00000037071	1:m	
ENSMUSG00000025362	ENSDARG00000030408	1:m	859601
ENSMUSG00000002578	ENSDARG00000037068	1:1	550357
ENSMUSG00000049858	ENSDARG00000091574	1:1	800889
ENSMUSG00000025358	ENSDARG00000026577	1:1	548024
ENSMUSG00000025359	ENSDARG00000091298	1:m	838537
ENSMUSG00000025359	ENSDARG00000033760	1:m	
ENSMUSG00000025357	ENSDARG00000060626	1:1	518124
ENSMUSG00000064030	ENSDARG00000046024	1:1	803515
ENSMUSG00000025355	ENSDARG00000091557	1:1	829935
ENSMUSG00000078427	ENSDARG00000059357	n:1	834125
ENSMUSG00000025353	ENSDARG00000058022	1:1	843552
ENSMUSG00000025352	ENSDARG00000044924	1:1	830965
ENSMUSG00000025351	ENSDARG00000025147	1:1	641214
