rat_ID	rat_bis_ID	orthotype	OMAgroup
ENSRNOG00000001344	ENSRNOG00000001344	1:1	
ENSRNOG00000046834	ENSRNOG00000046834	1:1	
ENSRNOG00000019850	ENSRNOG00000019850	1:1	
ENSRNOG00000015796	ENSRNOG00000015796	1:1	
ENSRNOG00000055049	ENSRNOG00000055049	1:1	
ENSRNOG00000020354	ENSRNOG00000020354	1:1	
ENSRNOG00000052795	ENSRNOG00000052795	1:1	
ENSRNOG00000011054	ENSRNOG00000011054	1:1	
ENSRNOG00000003098	ENSRNOG00000003098	1:1	
ENSRNOG00000014365	ENSRNOG00000014365	1:1	
ENSRNOG00000014294	ENSRNOG00000014294	1:1	
ENSRNOG00000058497	ENSRNOG00000058497	1:1	
ENSRNOG00000051706	ENSRNOG00000051706	1:1	
ENSRNOG00000010047	ENSRNOG00000010047	1:1	
ENSRNOG00000006320	ENSRNOG00000006320	1:1	
ENSRNOG00000006320	ENSRNOG00000006320	1:1	
ENSRNOG00000055295	ENSRNOG00000055295	1:1	
ENSRNOG00000020380	ENSRNOG00000020380	1:1	
ENSRNOG00000054514	ENSRNOG00000054514	1:1	
ENSRNOG00000009615	ENSRNOG00000009615	1:1	
ENSRNOG00000013376	ENSRNOG00000013376	1:1	
ENSRNOG00000012436	ENSRNOG00000012436	1:1	
ENSRNOG00000019730	ENSRNOG00000019730	1:1	
ENSRNOG00000003649	ENSRNOG00000003649	1:1	
ENSRNOG00000003649	ENSRNOG00000003649	1:1	
ENSRNOG00000057078	ENSRNOG00000057078	1:1	
ENSRNOG00000049142	ENSRNOG00000049142	1:1	
ENSRNOG00000007918	ENSRNOG00000007918	1:1	
ENSRNOG00000052880	ENSRNOG00000052880	1:1	
ENSRNOG00000019465	ENSRNOG00000019465	1:1	
ENSRNOG00000019465	ENSRNOG00000019465	1:1	
ENSRNOG00000018704	ENSRNOG00000018704	1:1	
ENSRNOG00000018704	ENSRNOG00000018704	1:1	
ENSRNOG00000018704	ENSRNOG00000018704	1:1	
ENSRNOG00000021269	ENSRNOG00000021269	1:1	
ENSRNOG00000019977	ENSRNOG00000019977	1:1	
ENSRNOG00000019977	ENSRNOG00000019977	1:1	
ENSRNOG00000006399	ENSRNOG00000006399	1:1	
ENSRNOG00000006399	ENSRNOG00000006399	1:1	
ENSRNOG00000006399	ENSRNOG00000006399	1:1	
ENSRNOG00000006399	ENSRNOG00000006399	1:1	
ENSRNOG00000017029	ENSRNOG00000017029	1:1	
ENSRNOG00000015055	ENSRNOG00000015055	1:1	
ENSRNOG00000014475	ENSRNOG00000014475	1:1	
ENSRNOG00000019118	ENSRNOG00000019118	1:1	
ENSRNOG00000010410	ENSRNOG00000010410	1:1	
ENSRNOG00000014160	ENSRNOG00000014160	1:1	
ENSRNOG00000011586	ENSRNOG00000011586	1:1	
ENSRNOG00000009630	ENSRNOG00000009630	1:1	
ENSRNOG00000004411	ENSRNOG00000004411	1:1	
ENSRNOG00000032437	ENSRNOG00000032437	1:1	
ENSRNOG00000019638	ENSRNOG00000019638	1:1	
ENSRNOG00000019638	ENSRNOG00000019638	1:1	
ENSRNOG00000011375	ENSRNOG00000011375	1:1	
ENSRNOG00000011929	ENSRNOG00000011929	1:1	
ENSRNOG00000050543	ENSRNOG00000050543	1:1	
ENSRNOG00000061215	ENSRNOG00000061215	1:1	
ENSRNOG00000005437	ENSRNOG00000005437	1:1	
ENSRNOG00000003841	ENSRNOG00000003841	1:1	
ENSRNOG00000011461	ENSRNOG00000011461	1:1	
ENSRNOG00000001996	ENSRNOG00000001996	1:1	
ENSRNOG00000004327	ENSRNOG00000004327	1:1	
ENSRNOG00000003864	ENSRNOG00000003864	1:1	
ENSRNOG00000000485	ENSRNOG00000000485	1:1	
ENSRNOG00000001789	ENSRNOG00000001789	1:1	
ENSRNOG00000009756	ENSRNOG00000009756	1:1	
ENSRNOG00000012812	ENSRNOG00000012812	1:1	
ENSRNOG00000003849	ENSRNOG00000003849	1:1	
ENSRNOG00000037850	ENSRNOG00000037850	1:1	
ENSRNOG00000001555	ENSRNOG00000001555	1:1	
ENSRNOG00000008144	ENSRNOG00000008144	1:1	
ENSRNOG00000009712	ENSRNOG00000009712	1:1	
ENSRNOG00000019077	ENSRNOG00000019077	1:1	
ENSRNOG00000010258	ENSRNOG00000010258	1:1	
ENSRNOG00000017597	ENSRNOG00000017597	1:1	
ENSRNOG00000010797	ENSRNOG00000010797	1:1	
ENSRNOG00000001517	ENSRNOG00000001517	1:1	
ENSRNOG00000042960	ENSRNOG00000042960	1:1	
ENSRNOG00000014268	ENSRNOG00000014268	1:1	
ENSRNOG00000014347	ENSRNOG00000014347	1:1	
ENSRNOG00000031656	ENSRNOG00000031656	1:1	
ENSRNOG00000006873	ENSRNOG00000006873	1:1	
ENSRNOG00000012290	ENSRNOG00000012290	1:1	
ENSRNOG00000054549	ENSRNOG00000054549	1:1	
ENSRNOG00000060568	ENSRNOG00000060568	1:1	
ENSRNOG00000008017	ENSRNOG00000008017	1:1	
ENSRNOG00000019560	ENSRNOG00000019560	1:1	
ENSRNOG00000018369	ENSRNOG00000018369	1:1	
ENSRNOG00000011781	ENSRNOG00000011781	1:1	
ENSRNOG00000013223	ENSRNOG00000013223	1:1	
ENSRNOG00000025757	ENSRNOG00000025757	1:1	
ENSRNOG00000013773	ENSRNOG00000013773	1:1	
ENSRNOG00000052506	ENSRNOG00000052506	1:1	
ENSRNOG00000049641	ENSRNOG00000049641	1:1	
ENSRNOG00000004794	ENSRNOG00000004794	1:1	
ENSRNOG00000009161	ENSRNOG00000009161	1:1	
ENSRNOG00000036684	ENSRNOG00000036684	1:1	
ENSRNOG00000016770	ENSRNOG00000016770	1:1	
ENSRNOG00000017084	ENSRNOG00000017084	1:1	
ENSRNOG00000001158	ENSRNOG00000001158	1:1	
ENSRNOG00000023338	ENSRNOG00000023338	1:1	
ENSRNOG00000023338	ENSRNOG00000023338	1:1	
ENSRNOG00000011951	ENSRNOG00000011951	1:1	
ENSRNOG00000017203	ENSRNOG00000017203	1:1	
ENSRNOG00000047124	ENSRNOG00000047124	1:1	
ENSRNOG00000010284	ENSRNOG00000010284	1:1	
ENSRNOG00000000483	ENSRNOG00000000483	1:1	
ENSRNOG00000018185	ENSRNOG00000018185	1:1	
ENSRNOG00000001162	ENSRNOG00000001162	1:1	
ENSRNOG00000042753	ENSRNOG00000042753	1:1	
ENSRNOG00000046007	ENSRNOG00000046007	1:1	
ENSRNOG00000003919	ENSRNOG00000003919	1:1	
ENSRNOG00000028366	ENSRNOG00000028366	1:1	
ENSRNOG00000042389	ENSRNOG00000042389	1:1	
ENSRNOG00000019361	ENSRNOG00000019361	1:1	
ENSRNOG00000015675	ENSRNOG00000015675	1:1	
ENSRNOG00000017899	ENSRNOG00000017899	1:1	
ENSRNOG00000007272	ENSRNOG00000007272	1:1	
ENSRNOG00000014187	ENSRNOG00000014187	1:1	
ENSRNOG00000014061	ENSRNOG00000014061	1:1	
ENSRNOG00000019651	ENSRNOG00000019651	1:1	
ENSRNOG00000000967	ENSRNOG00000000967	1:1	
ENSRNOG00000016962	ENSRNOG00000016962	1:1	
ENSRNOG00000016945	ENSRNOG00000016945	1:1	
ENSRNOG00000016645	ENSRNOG00000016645	1:1	
ENSRNOG00000002331	ENSRNOG00000002331	1:1	
ENSRNOG00000004882	ENSRNOG00000004882	1:1	
ENSRNOG00000002828	ENSRNOG00000002828	1:1	
ENSRNOG00000007894	ENSRNOG00000007894	1:1	
ENSRNOG00000015441	ENSRNOG00000015441	1:1	
ENSRNOG00000010282	ENSRNOG00000010282	1:1	
ENSRNOG00000008797	ENSRNOG00000008797	1:1	
ENSRNOG00000005133	ENSRNOG00000005133	1:1	
ENSRNOG00000005133	ENSRNOG00000005133	1:1	
ENSRNOG00000013954	ENSRNOG00000013954	1:1	
ENSRNOG00000009956	ENSRNOG00000009956	1:1	
ENSRNOG00000010239	ENSRNOG00000010239	1:1	
ENSRNOG00000007136	ENSRNOG00000007136	1:1	
ENSRNOG00000003687	ENSRNOG00000003687	1:1	
ENSRNOG00000001628	ENSRNOG00000001628	1:1	
ENSRNOG00000003977	ENSRNOG00000003977	1:1	
ENSRNOG00000003977	ENSRNOG00000003977	1:1	
ENSRNOG00000005392	ENSRNOG00000005392	1:1	
ENSRNOG00000008292	ENSRNOG00000008292	1:1	
ENSRNOG00000010128	ENSRNOG00000010128	1:1	
ENSRNOG00000019875	ENSRNOG00000019875	1:1	
ENSRNOG00000017342	ENSRNOG00000017342	1:1	
ENSRNOG00000008810	ENSRNOG00000008810	1:1	
ENSRNOG00000012302	ENSRNOG00000012302	1:1	
ENSRNOG00000047945	ENSRNOG00000047945	1:1	
ENSRNOG00000018242	ENSRNOG00000018242	1:1	
ENSRNOG00000013657	ENSRNOG00000013657	1:1	
ENSRNOG00000031203	ENSRNOG00000031203	1:1	
ENSRNOG00000018697	ENSRNOG00000018697	1:1	
ENSRNOG00000058780	ENSRNOG00000058780	1:1	
ENSRNOG00000038370	ENSRNOG00000038370	1:1	
ENSRNOG00000020455	ENSRNOG00000020455	1:1	
ENSRNOG00000030763	ENSRNOG00000030763	1:1	
ENSRNOG00000011778	ENSRNOG00000011778	1:1	
ENSRNOG00000060262	ENSRNOG00000060262	1:1	
ENSRNOG00000021010	ENSRNOG00000021010	1:1	
ENSRNOG00000006963	ENSRNOG00000006963	1:1	
ENSRNOG00000004626	ENSRNOG00000004626	1:1	
ENSRNOG00000011507	ENSRNOG00000011507	1:1	
ENSRNOG00000006527	ENSRNOG00000006527	1:1	
ENSRNOG00000014426	ENSRNOG00000014426	1:1	
ENSRNOG00000014426	ENSRNOG00000014426	1:1	
ENSRNOG00000016486	ENSRNOG00000016486	1:1	
ENSRNOG00000005053	ENSRNOG00000005053	1:1	
ENSRNOG00000006412	ENSRNOG00000006412	1:1	
ENSRNOG00000009972	ENSRNOG00000009972	1:1	
ENSRNOG00000014718	ENSRNOG00000014718	1:1	
ENSRNOG00000000096	ENSRNOG00000000096	1:1	
ENSRNOG00000049828	ENSRNOG00000049828	1:1	
ENSRNOG00000005602	ENSRNOG00000005602	1:1	
ENSRNOG00000026745	ENSRNOG00000026745	1:1	
ENSRNOG00000051490	ENSRNOG00000051490	1:1	
ENSRNOG00000001339	ENSRNOG00000001339	1:1	
ENSRNOG00000012160	ENSRNOG00000012160	1:1	
ENSRNOG00000008816	ENSRNOG00000008816	1:1	
ENSRNOG00000001338	ENSRNOG00000001338	1:1	
ENSRNOG00000020776	ENSRNOG00000020776	1:1	
ENSRNOG00000002937	ENSRNOG00000002937	1:1	
ENSRNOG00000016337	ENSRNOG00000016337	1:1	
ENSRNOG00000003305	ENSRNOG00000003305	1:1	
ENSRNOG00000058692	ENSRNOG00000058692	1:1	
ENSRNOG00000017731	ENSRNOG00000017731	1:1	
ENSRNOG00000002241	ENSRNOG00000002241	1:1	
ENSRNOG00000000510	ENSRNOG00000000510	1:1	
ENSRNOG00000007647	ENSRNOG00000007647	1:1	
ENSRNOG00000006126	ENSRNOG00000006126	1:1	
ENSRNOG00000016326	ENSRNOG00000016326	1:1	
ENSRNOG00000014684	ENSRNOG00000014684	1:1	
ENSRNOG00000019368	ENSRNOG00000019368	1:1	
ENSRNOG00000053400	ENSRNOG00000053400	1:1	
ENSRNOG00000015187	ENSRNOG00000015187	1:1	
ENSRNOG00000021062	ENSRNOG00000021062	1:1	
ENSRNOG00000008161	ENSRNOG00000008161	1:1	
ENSRNOG00000004470	ENSRNOG00000004470	1:1	
ENSRNOG00000018774	ENSRNOG00000018774	1:1	
ENSRNOG00000029592	ENSRNOG00000029592	1:1	
ENSRNOG00000001442	ENSRNOG00000001442	1:1	
ENSRNOG00000018140	ENSRNOG00000018140	1:1	
ENSRNOG00000019212	ENSRNOG00000019212	1:1	
ENSRNOG00000017074	ENSRNOG00000017074	1:1	
ENSRNOG00000013461	ENSRNOG00000013461	1:1	
ENSRNOG00000013461	ENSRNOG00000013461	1:1	
ENSRNOG00000011135	ENSRNOG00000011135	1:1	
ENSRNOG00000014096	ENSRNOG00000014096	1:1	
ENSRNOG00000014096	ENSRNOG00000014096	1:1	
ENSRNOG00000010478	ENSRNOG00000010478	1:1	
ENSRNOG00000060266	ENSRNOG00000060266	1:1	
ENSRNOG00000018397	ENSRNOG00000018397	1:1	
ENSRNOG00000028668	ENSRNOG00000028668	1:1	
ENSRNOG00000009990	ENSRNOG00000009990	1:1	
ENSRNOG00000004360	ENSRNOG00000004360	1:1	
ENSRNOG00000020068	ENSRNOG00000020068	1:1	
ENSRNOG00000019496	ENSRNOG00000019496	1:1	
ENSRNOG00000049604	ENSRNOG00000049604	1:1	
ENSRNOG00000029316	ENSRNOG00000029316	1:1	
ENSRNOG00000051061	ENSRNOG00000051061	1:1	
ENSRNOG00000030126	ENSRNOG00000030126	1:1	
ENSRNOG00000011022	ENSRNOG00000011022	1:1	
ENSRNOG00000060970	ENSRNOG00000060970	1:1	
ENSRNOG00000006151	ENSRNOG00000006151	1:1	
ENSRNOG00000011451	ENSRNOG00000011451	1:1	
ENSRNOG00000012061	ENSRNOG00000012061	1:1	
ENSRNOG00000000826	ENSRNOG00000000826	1:1	
ENSRNOG00000046949	ENSRNOG00000046949	1:1	
ENSRNOG00000014850	ENSRNOG00000014850	1:1	
ENSRNOG00000020081	ENSRNOG00000020081	1:1	
ENSRNOG00000038258	ENSRNOG00000038258	1:1	
ENSRNOG00000018650	ENSRNOG00000018650	1:1	
ENSRNOG00000050647	ENSRNOG00000050647	1:1	
ENSRNOG00000017808	ENSRNOG00000017808	1:1	
ENSRNOG00000014973	ENSRNOG00000014973	1:1	
ENSRNOG00000018669	ENSRNOG00000018669	1:1	
ENSRNOG00000007461	ENSRNOG00000007461	1:1	
ENSRNOG00000024577	ENSRNOG00000024577	1:1	
ENSRNOG00000010626	ENSRNOG00000010626	1:1	
ENSRNOG00000023720	ENSRNOG00000023720	1:1	
ENSRNOG00000010248	ENSRNOG00000010248	1:1	
ENSRNOG00000038101	ENSRNOG00000038101	1:1	
ENSRNOG00000003984	ENSRNOG00000003984	1:1	
ENSRNOG00000007415	ENSRNOG00000007415	1:1	
ENSRNOG00000005659	ENSRNOG00000005659	1:1	
ENSRNOG00000047574	ENSRNOG00000047574	1:1	
ENSRNOG00000002821	ENSRNOG00000002821	1:1	
ENSRNOG00000018700	ENSRNOG00000018700	1:1	
ENSRNOG00000016655	ENSRNOG00000016655	1:1	
ENSRNOG00000028891	ENSRNOG00000028891	1:1	
ENSRNOG00000013304	ENSRNOG00000013304	1:1	
ENSRNOG00000010477	ENSRNOG00000010477	1:1	
ENSRNOG00000027124	ENSRNOG00000027124	1:1	
ENSRNOG00000020338	ENSRNOG00000020338	1:1	
ENSRNOG00000015411	ENSRNOG00000015411	1:1	
ENSRNOG00000010805	ENSRNOG00000010805	1:1	
ENSRNOG00000016356	ENSRNOG00000016356	1:1	
ENSRNOG00000009381	ENSRNOG00000009381	1:1	
ENSRNOG00000012378	ENSRNOG00000012378	1:1	
ENSRNOG00000032297	ENSRNOG00000032297	1:1	
ENSRNOG00000009882	ENSRNOG00000009882	1:1	
ENSRNOG00000008539	ENSRNOG00000008539	1:1	
ENSRNOG00000011280	ENSRNOG00000011280	1:1	
ENSRNOG00000016496	ENSRNOG00000016496	1:1	
ENSRNOG00000015880	ENSRNOG00000015880	1:1	
ENSRNOG00000001770	ENSRNOG00000001770	1:1	
ENSRNOG00000017676	ENSRNOG00000017676	1:1	
ENSRNOG00000011357	ENSRNOG00000011357	1:1	
ENSRNOG00000022274	ENSRNOG00000022274	1:1	
ENSRNOG00000017939	ENSRNOG00000017939	1:1	
ENSRNOG00000003119	ENSRNOG00000003119	1:1	
ENSRNOG00000014350	ENSRNOG00000014350	1:1	
ENSRNOG00000010602	ENSRNOG00000010602	1:1	
ENSRNOG00000033835	ENSRNOG00000033835	1:1	
ENSRNOG00000008947	ENSRNOG00000008947	1:1	
ENSRNOG00000009291	ENSRNOG00000009291	1:1	
ENSRNOG00000017976	ENSRNOG00000017976	1:1	
ENSRNOG00000017976	ENSRNOG00000017976	1:1	
ENSRNOG00000012347	ENSRNOG00000012347	1:1	
ENSRNOG00000002229	ENSRNOG00000002229	1:1	
ENSRNOG00000030318	ENSRNOG00000030318	1:1	
ENSRNOG00000001302	ENSRNOG00000001302	1:1	
ENSRNOG00000001302	ENSRNOG00000001302	1:1	
ENSRNOG00000006876	ENSRNOG00000006876	1:1	
ENSRNOG00000020254	ENSRNOG00000020254	1:1	
ENSRNOG00000003620	ENSRNOG00000003620	1:1	
ENSRNOG00000003280	ENSRNOG00000003280	1:1	
ENSRNOG00000018441	ENSRNOG00000018441	1:1	
ENSRNOG00000004500	ENSRNOG00000004500	1:1	
ENSRNOG00000001890	ENSRNOG00000001890	1:1	
ENSRNOG00000030743	ENSRNOG00000030743	1:1	
ENSRNOG00000016038	ENSRNOG00000016038	1:1	
ENSRNOG00000021225	ENSRNOG00000021225	1:1	
ENSRNOG00000019486	ENSRNOG00000019486	1:1	
ENSRNOG00000012975	ENSRNOG00000012975	1:1	
ENSRNOG00000007427	ENSRNOG00000007427	1:1	
ENSRNOG00000014652	ENSRNOG00000014652	1:1	
ENSRNOG00000009686	ENSRNOG00000009686	1:1	
ENSRNOG00000047014	ENSRNOG00000047014	1:1	
ENSRNOG00000031890	ENSRNOG00000031890	1:1	
ENSRNOG00000019422	ENSRNOG00000019422	1:1	
ENSRNOG00000003869	ENSRNOG00000003869	1:1	
ENSRNOG00000005039	ENSRNOG00000005039	1:1	
ENSRNOG00000001111	ENSRNOG00000001111	1:1	
ENSRNOG00000051964	ENSRNOG00000051964	1:1	
ENSRNOG00000006069	ENSRNOG00000006069	1:1	
ENSRNOG00000048487	ENSRNOG00000048487	1:1	
ENSRNOG00000059753	ENSRNOG00000059753	1:1	
ENSRNOG00000018215	ENSRNOG00000018215	1:1	
ENSRNOG00000002778	ENSRNOG00000002778	1:1	
ENSRNOG00000015573	ENSRNOG00000015573	1:1	
ENSRNOG00000031743	ENSRNOG00000031743	1:1	
ENSRNOG00000015557	ENSRNOG00000015557	1:1	
ENSRNOG00000006990	ENSRNOG00000006990	1:1	
ENSRNOG00000045679	ENSRNOG00000045679	1:1	
ENSRNOG00000012123	ENSRNOG00000012123	1:1	
ENSRNOG00000036826	ENSRNOG00000036826	1:1	
ENSRNOG00000015403	ENSRNOG00000015403	1:1	
ENSRNOG00000004222	ENSRNOG00000004222	1:1	
ENSRNOG00000000609	ENSRNOG00000000609	1:1	
ENSRNOG00000019150	ENSRNOG00000019150	1:1	
ENSRNOG00000018262	ENSRNOG00000018262	1:1	
ENSRNOG00000009872	ENSRNOG00000009872	1:1	
ENSRNOG00000000007	ENSRNOG00000000007	1:1	
ENSRNOG00000027204	ENSRNOG00000027204	1:1	
ENSRNOG00000020525	ENSRNOG00000020525	1:1	
ENSRNOG00000003476	ENSRNOG00000003476	1:1	
ENSRNOG00000003095	ENSRNOG00000003095	1:1	
ENSRNOG00000006030	ENSRNOG00000006030	1:1	
ENSRNOG00000032473	ENSRNOG00000032473	1:1	
ENSRNOG00000019193	ENSRNOG00000019193	1:1	
ENSRNOG00000002919	ENSRNOG00000002919	1:1	
ENSRNOG00000049771	ENSRNOG00000049771	1:1	
ENSRNOG00000014104	ENSRNOG00000014104	1:1	
ENSRNOG00000009997	ENSRNOG00000009997	1:1	
ENSRNOG00000018790	ENSRNOG00000018790	1:1	
ENSRNOG00000004483	ENSRNOG00000004483	1:1	
ENSRNOG00000001416	ENSRNOG00000001416	1:1	
ENSRNOG00000017223	ENSRNOG00000017223	1:1	
ENSRNOG00000017453	ENSRNOG00000017453	1:1	
ENSRNOG00000030726	ENSRNOG00000030726	1:1	
ENSRNOG00000008785	ENSRNOG00000008785	1:1	
ENSRNOG00000009326	ENSRNOG00000009326	1:1	
ENSRNOG00000002342	ENSRNOG00000002342	1:1	
ENSRNOG00000029945	ENSRNOG00000029945	1:1	
ENSRNOG00000021053	ENSRNOG00000021053	1:1	
ENSRNOG00000014231	ENSRNOG00000014231	1:1	
ENSRNOG00000020401	ENSRNOG00000020401	1:1	
ENSRNOG00000020532	ENSRNOG00000020532	1:1	
ENSRNOG00000032487	ENSRNOG00000032487	1:1	
ENSRNOG00000021984	ENSRNOG00000021984	1:1	
ENSRNOG00000003439	ENSRNOG00000003439	1:1	
ENSRNOG00000007229	ENSRNOG00000007229	1:1	
ENSRNOG00000047023	ENSRNOG00000047023	1:1	
ENSRNOG00000002225	ENSRNOG00000002225	1:1	
ENSRNOG00000010031	ENSRNOG00000010031	1:1	
ENSRNOG00000015220	ENSRNOG00000015220	1:1	
ENSRNOG00000012008	ENSRNOG00000012008	1:1	
ENSRNOG00000047739	ENSRNOG00000047739	1:1	
ENSRNOG00000031927	ENSRNOG00000031927	1:1	
ENSRNOG00000003990	ENSRNOG00000003990	1:1	
ENSRNOG00000003990	ENSRNOG00000003990	1:1	
ENSRNOG00000001736	ENSRNOG00000001736	1:1	
ENSRNOG00000012428	ENSRNOG00000012428	1:1	
ENSRNOG00000020466	ENSRNOG00000020466	1:1	
ENSRNOG00000010838	ENSRNOG00000010838	1:1	
ENSRNOG00000000924	ENSRNOG00000000924	1:1	
ENSRNOG00000000924	ENSRNOG00000000924	1:1	
ENSRNOG00000054957	ENSRNOG00000054957	1:1	
ENSRNOG00000060179	ENSRNOG00000060179	1:1	
ENSRNOG00000010406	ENSRNOG00000010406	1:1	
ENSRNOG00000001980	ENSRNOG00000001980	1:1	
ENSRNOG00000033893	ENSRNOG00000033893	1:1	
ENSRNOG00000005931	ENSRNOG00000005931	1:1	
ENSRNOG00000011226	ENSRNOG00000011226	1:1	
ENSRNOG00000054204	ENSRNOG00000054204	1:1	
ENSRNOG00000025791	ENSRNOG00000025791	1:1	
ENSRNOG00000012153	ENSRNOG00000012153	1:1	
ENSRNOG00000014170	ENSRNOG00000014170	1:1	
ENSRNOG00000013454	ENSRNOG00000013454	1:1	
ENSRNOG00000002188	ENSRNOG00000002188	1:1	
ENSRNOG00000011439	ENSRNOG00000011439	1:1	
ENSRNOG00000020571	ENSRNOG00000020571	1:1	
ENSRNOG00000011841	ENSRNOG00000011841	1:1	
ENSRNOG00000006231	ENSRNOG00000006231	1:1	
ENSRNOG00000008575	ENSRNOG00000008575	1:1	
ENSRNOG00000020039	ENSRNOG00000020039	1:1	
ENSRNOG00000046276	ENSRNOG00000046276	1:1	
ENSRNOG00000002158	ENSRNOG00000002158	1:1	
ENSRNOG00000018217	ENSRNOG00000018217	1:1	
ENSRNOG00000011913	ENSRNOG00000011913	1:1	
ENSRNOG00000011913	ENSRNOG00000011913	1:1	
ENSRNOG00000013981	ENSRNOG00000013981	1:1	
ENSRNOG00000006588	ENSRNOG00000006588	1:1	
ENSRNOG00000001955	ENSRNOG00000001955	1:1	
ENSRNOG00000019073	ENSRNOG00000019073	1:1	
ENSRNOG00000003195	ENSRNOG00000003195	1:1	
ENSRNOG00000006779	ENSRNOG00000006779	1:1	
ENSRNOG00000009987	ENSRNOG00000009987	1:1	
ENSRNOG00000004009	ENSRNOG00000004009	1:1	
ENSRNOG00000061102	ENSRNOG00000061102	1:1	
ENSRNOG00000007089	ENSRNOG00000007089	1:1	
ENSRNOG00000021097	ENSRNOG00000021097	1:1	
ENSRNOG00000000406	ENSRNOG00000000406	1:1	
ENSRNOG00000005149	ENSRNOG00000005149	1:1	
ENSRNOG00000014055	ENSRNOG00000014055	1:1	
ENSRNOG00000019481	ENSRNOG00000019481	1:1	
ENSRNOG00000002916	ENSRNOG00000002916	1:1	
ENSRNOG00000011310	ENSRNOG00000011310	1:1	
ENSRNOG00000011305	ENSRNOG00000011305	1:1	
ENSRNOG00000007006	ENSRNOG00000007006	1:1	
ENSRNOG00000019445	ENSRNOG00000019445	1:1	
ENSRNOG00000016325	ENSRNOG00000016325	1:1	
ENSRNOG00000015084	ENSRNOG00000015084	1:1	
ENSRNOG00000019891	ENSRNOG00000019891	1:1	
ENSRNOG00000019207	ENSRNOG00000019207	1:1	
ENSRNOG00000013464	ENSRNOG00000013464	1:1	
ENSRNOG00000012094	ENSRNOG00000012094	1:1	
ENSRNOG00000054033	ENSRNOG00000054033	1:1	
ENSRNOG00000058866	ENSRNOG00000058866	1:1	
ENSRNOG00000061153	ENSRNOG00000061153	1:1	
ENSRNOG00000028781	ENSRNOG00000028781	1:1	
ENSRNOG00000016510	ENSRNOG00000016510	1:1	
ENSRNOG00000017749	ENSRNOG00000017749	1:1	
ENSRNOG00000007603	ENSRNOG00000007603	1:1	
ENSRNOG00000007603	ENSRNOG00000007603	1:1	
ENSRNOG00000009488	ENSRNOG00000009488	1:1	
ENSRNOG00000051993	ENSRNOG00000051993	1:1	
ENSRNOG00000017693	ENSRNOG00000017693	1:1	
ENSRNOG00000018086	ENSRNOG00000018086	1:1	
ENSRNOG00000005284	ENSRNOG00000005284	1:1	
ENSRNOG00000011416	ENSRNOG00000011416	1:1	
ENSRNOG00000018715	ENSRNOG00000018715	1:1	
ENSRNOG00000058308	ENSRNOG00000058308	1:1	
ENSRNOG00000014584	ENSRNOG00000014584	1:1	
ENSRNOG00000004786	ENSRNOG00000004786	1:1	
ENSRNOG00000008074	ENSRNOG00000008074	1:1	
ENSRNOG00000051970	ENSRNOG00000051970	1:1	
ENSRNOG00000007351	ENSRNOG00000007351	1:1	
ENSRNOG00000008849	ENSRNOG00000008849	1:1	
ENSRNOG00000053889	ENSRNOG00000053889	1:1	
ENSRNOG00000017484	ENSRNOG00000017484	1:1	
ENSRNOG00000014333	ENSRNOG00000014333	1:1	
ENSRNOG00000019615	ENSRNOG00000019615	1:1	
ENSRNOG00000017912	ENSRNOG00000017912	1:1	
ENSRNOG00000023688	ENSRNOG00000023688	1:1	
ENSRNOG00000055089	ENSRNOG00000055089	1:1	
ENSRNOG00000015860	ENSRNOG00000015860	1:1	
ENSRNOG00000047606	ENSRNOG00000047606	1:1	
ENSRNOG00000026065	ENSRNOG00000026065	1:1	
ENSRNOG00000001082	ENSRNOG00000001082	1:1	
ENSRNOG00000050419	ENSRNOG00000050419	1:1	
ENSRNOG00000001389	ENSRNOG00000001389	1:1	
ENSRNOG00000002460	ENSRNOG00000002460	1:1	
ENSRNOG00000011668	ENSRNOG00000011668	1:1	
ENSRNOG00000020552	ENSRNOG00000020552	1:1	
ENSRNOG00000017819	ENSRNOG00000017819	1:1	
ENSRNOG00000016262	ENSRNOG00000016262	1:1	
ENSRNOG00000006583	ENSRNOG00000006583	1:1	
ENSRNOG00000017681	ENSRNOG00000017681	1:1	
ENSRNOG00000011557	ENSRNOG00000011557	1:1	
ENSRNOG00000060867	ENSRNOG00000060867	1:1	
ENSRNOG00000006578	ENSRNOG00000006578	1:1	
ENSRNOG00000046727	ENSRNOG00000046727	1:1	
ENSRNOG00000010388	ENSRNOG00000010388	1:1	
ENSRNOG00000061690	ENSRNOG00000061690	1:1	
ENSRNOG00000003800	ENSRNOG00000003800	1:1	
ENSRNOG00000014740	ENSRNOG00000014740	1:1	
ENSRNOG00000011039	ENSRNOG00000011039	1:1	
ENSRNOG00000019629	ENSRNOG00000019629	1:1	
ENSRNOG00000002773	ENSRNOG00000002773	1:1	
ENSRNOG00000002773	ENSRNOG00000002773	1:1	
ENSRNOG00000007851	ENSRNOG00000007851	1:1	
ENSRNOG00000007851	ENSRNOG00000007851	1:1	
ENSRNOG00000019020	ENSRNOG00000019020	1:1	
ENSRNOG00000048961	ENSRNOG00000048961	1:1	
ENSRNOG00000051854	ENSRNOG00000051854	1:1	
ENSRNOG00000029778	ENSRNOG00000029778	1:1	
ENSRNOG00000016724	ENSRNOG00000016724	1:1	
ENSRNOG00000021223	ENSRNOG00000021223	1:1	
