rat_ID	baboon_ID	orthotype	OMAgroup
ENSRNOG00000015860	ENSPANG00000014706	1:1	657362
ENSRNOG00000030127	ENSPANG00000007941	1:1	548730
ENSRNOG00000016362	ENSPANG00000013282	1:1	270392
ENSRNOG00000016367	ENSPANG00000019931	1:1	551628
ENSRNOG00000016603	ENSPANG00000009463	1:1	792450
ENSRNOG00000046667	ENSPANG00000002665	1:1	793983
ENSRNOG00000017839	ENSPANG00000014628	1:1	803463
ENSRNOG00000016825	ENSPANG00000014599	1:1	790402
ENSRNOG00000018101	ENSPANG00000024512	1:1	555817
ENSRNOG00000016837	ENSPANG00000012803	1:1	829619
ENSRNOG00000017069	ENSPANG00000007316	1:1	552216
ENSRNOG00000017448	ENSPANG00000008803	1:1	
ENSRNOG00000017468	ENSPANG00000008090	1:1	541477
ENSRNOG00000043378	ENSPANG00000005270	1:1	790918
ENSRNOG00000017692	ENSPANG00000002967	1:1	553617
ENSRNOG00000049772	ENSPANG00000012354	n:1	264424
ENSRNOG00000049605	ENSPANG00000011600	1:1	741282
ENSRNOG00000046000	ENSPANG00000012804	1:1	547985
ENSRNOG00000033235	ENSPANG00000007219	1:1	759922
ENSRNOG00000018255	ENSPANG00000024331	1:1	832832
ENSRNOG00000018402	ENSPANG00000024333	1:1	776366
ENSRNOG00000018405	ENSPANG00000024334	1:1	774050
ENSRNOG00000018426	ENSPANG00000024326	n:1	
ENSRNOG00000018454	ENSPANG00000024325	1:1	553554
ENSRNOG00000018730	ENSPANG00000019932	1:1	550548
ENSRNOG00000029399	ENSPANG00000009464	1:1	552049
ENSRNOG00000018953	ENSPANG00000007942	1:1	762059
ENSRNOG00000043416	ENSPANG00000002241	1:1	750831
ENSRNOG00000031391	ENSPANG00000013475	1:1	555953
ENSRNOG00000043088	ENSPANG00000014707	1:1	757766
ENSRNOG00000029336	ENSPANG00000005271	1:1	557968
ENSRNOG00000024376	ENSPANG00000006495	1:1	
ENSRNOG00000019416	ENSPANG00000019290	n:1	
ENSRNOG00000055608	ENSPANG00000019290	n:1	556656
ENSRNOG00000019432	ENSPANG00000008092	1:1	776897
ENSRNOG00000019596	ENSPANG00000005272	1:1	693472
ENSRNOG00000024257	ENSPANG00000006955	1:1	740818
ENSRNOG00000037931	ENSPANG00000014600	1:1	769873
ENSRNOG00000024243	ENSPANG00000008093	1:1	553288
ENSRNOG00000019802	ENSPANG00000005273	1:1	261974
ENSRNOG00000050032	ENSPANG00000002585	1:1	557479
ENSRNOG00000046500	ENSPANG00000011862	1:1	777223
ENSRNOG00000019862	ENSPANG00000020938	1:1	769874
ENSRNOG00000019915	ENSPANG00000022719	1:1	857786
ENSRNOG00000024065	ENSPANG00000009698	1:1	551850
ENSRNOG00000019982	ENSPANG00000013980	1:1	662020
ENSRNOG00000019999	ENSPANG00000026276	1:1	787920
ENSRNOG00000020057	ENSPANG00000007650	1:1	308340
ENSRNOG00000033358	ENSPANG00000002968	n:1	
ENSRNOG00000030331	ENSPANG00000010965	n:m	560891
ENSRNOG00000030331	ENSPANG00000025074	n:m	
ENSRNOG00000020098	ENSPANG00000005404	n:1	308341
ENSRNOG00000020125	ENSPANG00000013982	1:1	773023
ENSRNOG00000020130	ENSPANG00000011864	1:1	
ENSRNOG00000020233	ENSPANG00000003146	1:1	530945
ENSRNOG00000020263	ENSPANG00000002667	1:1	
ENSRNOG00000020310	ENSPANG00000021116	1:1	770490
ENSRNOG00000055761	ENSPANG00000018272	1:1	555522
ENSRNOG00000055650	ENSPANG00000008094	1:1	830844
ENSRNOG00000046112	ENSPANG00000025405	1:1	764261
ENSRNOG00000047526	ENSPANG00000023873	1:1	762157
ENSRNOG00000020417	ENSPANG00000012948	1:1	548462
ENSRNOG00000020426	ENSPANG00000003832	1:1	268220
ENSRNOG00000056118	ENSPANG00000009039	1:1	551743
ENSRNOG00000020481	ENSPANG00000012468	1:1	683700
ENSRNOG00000043154	ENSPANG00000010671	1:1	309500
ENSRNOG00000020489	ENSPANG00000007222	1:1	727170
ENSRNOG00000052687	ENSPANG00000013862	1:1	551114
ENSRNOG00000020546	ENSPANG00000008662	1:1	675197
ENSRNOG00000037814	ENSPANG00000011863	1:1	764340
ENSRNOG00000020578	ENSPANG00000005738	1:1	556468
ENSRNOG00000037798	ENSPANG00000024551	1:1	260019
ENSRNOG00000020596	ENSPANG00000014011	1:1	758949
ENSRNOG00000020606	ENSPANG00000004864	1:1	263664
ENSRNOG00000020607	ENSPANG00000005274	1:1	858256
ENSRNOG00000020635	ENSPANG00000004945	1:1	847595
ENSRNOG00000021302	ENSPANG00000009466	1:1	276886
ENSRNOG00000028753	ENSPANG00000010100	1:1	777876
ENSRNOG00000020652	ENSPANG00000010720	1:1	830952
ENSRNOG00000020675	ENSPANG00000007096	1:1	547678
ENSRNOG00000020683	ENSPANG00000009467	1:1	749401
ENSRNOG00000020716	ENSPANG00000015478	1:1	551575
ENSRNOG00000020743	ENSPANG00000016669	1:1	819000
ENSRNOG00000022679	ENSPANG00000002968	n:1	
ENSRNOG00000045673	ENSPANG00000010965	n:m	
ENSRNOG00000045673	ENSPANG00000025074	n:m	
ENSRNOG00000020775	ENSPANG00000002668	n:1	
ENSRNOG00000032004	ENSPANG00000002668	n:1	
ENSRNOG00000060459	ENSPANG00000002668	n:1	
ENSRNOG00000020827	ENSPANG00000011602	1:1	818980
ENSRNOG00000028891	ENSPANG00000013606	1:1	819069
ENSRNOG00000020947	ENSPANG00000007894	1:1	261797
ENSRNOG00000001500	ENSPANG00000012031	1:1	522115
ENSRNOG00000001499	ENSPANG00000007225	1:1	779560
ENSRNOG00000001501	ENSPANG00000023874	1:1	531052
ENSRNOG00000037715	ENSPANG00000009468	1:1	829326
ENSRNOG00000013945	ENSPANG00000013321	1:1	769103
ENSRNOG00000020848	ENSPANG00000006681	1:1	777442
ENSRNOG00000020867	ENSPANG00000006756	1:1	795917
ENSRNOG00000020871	ENSPANG00000000994	1:1	554022
ENSRNOG00000020882	ENSPANG00000008097	1:1	818643
ENSRNOG00000055371	ENSPANG00000004579	1:1	553045
ENSRNOG00000024410	ENSPANG00000006498	1:1	552081
ENSRNOG00000037690	ENSPANG00000010470	1:1	
ENSRNOG00000018369	ENSPANG00000010722	1:1	551895
ENSRNOG00000020835	ENSPANG00000023225	1:1	556020
ENSRNOG00000018390	ENSPANG00000012951	1:1	846256
ENSRNOG00000018408	ENSPANG00000006757	1:1	815685
ENSRNOG00000018677	ENSPANG00000007275	1:1	551970
ENSRNOG00000018850	ENSPANG00000026428	1:1	552887
ENSRNOG00000023521	ENSPANG00000016117	1:1	550304
ENSRNOG00000054614	ENSPANG00000005802	n:1	560873
ENSRNOG00000018994	ENSPANG00000017750	1:1	848759
ENSRNOG00000019129	ENSPANG00000017440	1:1	553158
ENSRNOG00000019229	ENSPANG00000004118	1:1	850903
ENSRNOG00000019254	ENSPANG00000002933	1:1	551989
ENSRNOG00000047901	ENSPANG00000016119	1:1	491180
ENSRNOG00000019883	ENSPANG00000015374	1:1	552248
ENSRNOG00000054506	ENSPANG00000012371	1:1	835300
ENSRNOG00000019879	ENSPANG00000005590	1:1	264382
ENSRNOG00000026584	ENSPANG00000005739	n:m	757787
ENSRNOG00000026584	ENSPANG00000017789	n:m	
ENSRNOG00000056251	ENSPANG00000005739	n:m	
ENSRNOG00000056251	ENSPANG00000017789	n:m	
ENSRNOG00000019869	ENSPANG00000007277	1:1	834162
ENSRNOG00000019838	ENSPANG00000017751	1:1	835198
ENSRNOG00000019831	ENSPANG00000005278	1:1	769097
ENSRNOG00000019746	ENSPANG00000012954	1:1	850456
ENSRNOG00000019702	ENSPANG00000003599	1:1	761056
ENSRNOG00000058388	ENSPANG00000007276	1:1	495699
ENSRNOG00000030266	ENSPANG00000017788	1:1	557066
ENSRNOG00000019578	ENSPANG00000014767	1:m	
ENSRNOG00000019578	ENSPANG00000012953	1:m	783840
ENSRNOG00000032034	ENSPANG00000007383	1:1	547071
ENSRNOG00000037638	ENSPANG00000010724	1:1	708549
ENSRNOG00000019338	ENSPANG00000009954	1:1	267768
ENSRNOG00000051208	ENSPANG00000013634	1:1	610578
ENSRNOG00000045545	ENSPANG00000020421	1:1	264380
ENSRNOG00000019310	ENSPANG00000003943	1:1	264375
ENSRNOG00000050453	ENSPANG00000020848	1:1	835297
ENSRNOG00000019942	ENSPANG00000017369	1:1	835298
ENSRNOG00000019949	ENSPANG00000021673	1:1	809593
ENSRNOG00000019962	ENSPANG00000009514	1:1	844724
ENSRNOG00000046971	ENSPANG00000008100	1:1	274076
ENSRNOG00000020063	ENSPANG00000005320	1:1	555224
ENSRNOG00000020102	ENSPANG00000019522	1:1	653863
ENSRNOG00000025354	ENSPANG00000013635	1:1	268113
ENSRNOG00000020235	ENSPANG00000011867	1:1	804571
ENSRNOG00000020308	ENSPANG00000020886	1:1	547177
ENSRNOG00000020338	ENSPANG00000008542	1:1	847055
ENSRNOG00000020380	ENSPANG00000013636	1:1	697066
ENSRNOG00000020389	ENSPANG00000009955	1:1	530176
ENSRNOG00000020433	ENSPANG00000021674	1:1	552142
ENSRNOG00000020636	ENSPANG00000007178	1:1	799078
ENSRNOG00000020676	ENSPANG00000010571	1:1	812947
ENSRNOG00000020687	ENSPANG00000014112	1:1	856760
ENSRNOG00000020703	ENSPANG00000006734	1:1	755611
ENSRNOG00000055519	ENSPANG00000019660	1:1	557807
ENSRNOG00000029043	ENSPANG00000018899	1:m	
ENSRNOG00000029043	ENSPANG00000003154	1:m	
ENSRNOG00000020495	ENSPANG00000006758	1:1	773271
ENSRNOG00000020557	ENSPANG00000020887	1:1	772949
ENSRNOG00000033744	ENSPANG00000016161	1:1	267421
ENSRNOG00000024036	ENSPANG00000007584	1:1	779509
ENSRNOG00000051915	ENSPANG00000006214	1:1	831430
ENSRNOG00000023931	ENSPANG00000005444	1:1	562696
ENSRNOG00000037580	ENSPANG00000003152	1:1	822819
ENSRNOG00000049868	ENSPANG00000021675	1:1	749664
ENSRNOG00000055286	ENSPANG00000005740	1:1	496838
ENSRNOG00000056651	ENSPANG00000010968	1:1	261978
ENSRNOG00000048894	ENSPANG00000018445	1:1	555640
ENSRNOG00000030932	ENSPANG00000004843	n:1	560673
ENSRNOG00000048138	ENSPANG00000000983	1:1	269310
ENSRNOG00000020762	ENSPANG00000013548	1:1	559728
ENSRNOG00000047627	ENSPANG00000013983	1:m	
ENSRNOG00000047627	ENSPANG00000003153	1:m	566050
ENSRNOG00000020777	ENSPANG00000010969	1:1	268048
ENSRNOG00000049277	ENSPANG00000005878	n:1	
ENSRNOG00000020839	ENSPANG00000013637	1:1	550410
ENSRNOG00000020845	ENSPANG00000020941	1:1	775639
ENSRNOG00000020849	ENSPANG00000025199	1:1	782630
ENSRNOG00000025111	ENSPANG00000007859	1:1	815703
ENSRNOG00000020851	ENSPANG00000007946	1:1	854887
ENSRNOG00000020864	ENSPANG00000026205	1:1	549878
ENSRNOG00000057578	ENSPANG00000014161	1:1	804858
ENSRNOG00000024677	ENSPANG00000009588	1:1	734497
ENSRNOG00000024625	ENSPANG00000007587	1:1	709645
ENSRNOG00000020922	ENSPANG00000008104	1:1	727490
ENSRNOG00000020929	ENSPANG00000017373	1:1	709585
ENSRNOG00000055525	ENSPANG00000007179	1:1	551362
ENSRNOG00000042465	ENSPANG00000009043	1:1	738388
ENSRNOG00000024331	ENSPANG00000018900	1:1	
ENSRNOG00000024288	ENSPANG00000012973	1:1	742513
ENSRNOG00000024278	ENSPANG00000017032	1:1	552045
ENSRNOG00000024266	ENSPANG00000007588	1:1	823766
ENSRNOG00000020985	ENSPANG00000012373	1:1	523679
ENSRNOG00000021009	ENSPANG00000017399	1:1	
ENSRNOG00000021015	ENSPANG00000010970	1:1	555956
ENSRNOG00000024000	ENSPANG00000013639	1:1	800845
ENSRNOG00000021023	ENSPANG00000010184	1:1	551513
ENSRNOG00000021029	ENSPANG00000006647	1:1	305747
ENSRNOG00000053725	ENSPANG00000011040	1:1	754729
ENSRNOG00000021053	ENSPANG00000008544	1:1	836114
ENSRNOG00000021060	ENSPANG00000010971	1:1	747566
ENSRNOG00000021062	ENSPANG00000001149	1:1	765441
ENSRNOG00000021067	ENSPANG00000001148	1:1	686107
ENSRNOG00000021079	ENSPANG00000013574	1:1	782107
ENSRNOG00000021087	ENSPANG00000014049	1:1	765413
ENSRNOG00000021097	ENSPANG00000024281	1:1	552065
ENSRNOG00000021102	ENSPANG00000003156	1:1	782113
ENSRNOG00000021106	ENSPANG00000026206	1:1	651353
ENSRNOG00000028984	ENSPANG00000005863	1:1	
ENSRNOG00000021113	ENSPANG00000010229	1:1	
ENSRNOG00000021119	ENSPANG00000006737	1:1	855515
ENSRNOG00000023150	ENSPANG00000008545	1:1	744093
ENSRNOG00000021129	ENSPANG00000007898	1:1	785655
ENSRNOG00000021133	ENSPANG00000004462	1:1	547574
ENSRNOG00000021137	ENSPANG00000012956	1:1	
ENSRNOG00000022919	ENSPANG00000000268	1:1	724607
ENSRNOG00000032733	ENSPANG00000012783	n:m	310350
ENSRNOG00000032733	ENSPANG00000017762	n:m	
ENSRNOG00000037541	ENSPANG00000011284	1:1	786166
ENSRNOG00000020830	ENSPANG00000005878	n:1	785249
ENSRNOG00000047943	ENSPANG00000012372	1:1	526392
ENSRNOG00000050104	ENSPANG00000000379	1:1	775564
ENSRNOG00000024880	ENSPANG00000013573	1:1	733100
ENSRNOG00000050560	ENSPANG00000004508	1:1	859899
ENSRNOG00000020781	ENSPANG00000017031	1:1	818795
ENSRNOG00000045747	ENSPANG00000018990	1:1	549871
ENSRNOG00000050015	ENSPANG00000002971	1:1	765443
ENSRNOG00000021144	ENSPANG00000016413	1:1	795932
ENSRNOG00000010918	ENSPANG00000002974	1:1	742566
ENSRNOG00000010938	ENSPANG00000005447	1:1	756795
ENSRNOG00000011451	ENSPANG00000018901	1:1	824619
ENSRNOG00000011584	ENSPANG00000012374	1:1	832174
ENSRNOG00000011885	ENSPANG00000017034	1:1	792214
ENSRNOG00000022393	ENSPANG00000024282	1:1	814857
ENSRNOG00000012140	ENSPANG00000003158	1:1	550757
ENSRNOG00000012344	ENSPANG00000001204	1:1	756779
ENSRNOG00000037380	ENSPANG00000022300	n:m	
ENSRNOG00000037380	ENSPANG00000009549	n:m	
ENSRNOG00000037380	ENSPANG00000008839	n:m	
ENSRNOG00000059386	ENSPANG00000011363	1:1	
ENSRNOG00000012877	ENSPANG00000004020	1:1	802313
ENSRNOG00000050827	ENSPANG00000013640	1:1	859362
ENSRNOG00000021573	ENSPANG00000010375	1:1	719028
ENSRNOG00000013565	ENSPANG00000010840	1:1	772155
ENSRNOG00000013938	ENSPANG00000001076	1:1	794544
ENSRNOG00000040273	ENSPANG00000011526	n:1	
ENSRNOG00000014163	ENSPANG00000016643	1:1	790393
ENSRNOG00000014786	ENSPANG00000017035	1:1	850610
ENSRNOG00000014966	ENSPANG00000007899	1:1	805338
ENSRNOG00000027724	ENSPANG00000013107	1:1	754789
ENSRNOG00000027646	ENSPANG00000008546	1:1	495262
ENSRNOG00000027370	ENSPANG00000022011	n:1	
ENSRNOG00000017456	ENSPANG00000013391	1:1	804739
ENSRNOG00000027112	ENSPANG00000022011	n:1	
ENSRNOG00000027102	ENSPANG00000022011	n:1	731644
ENSRNOG00000037331	ENSPANG00000015649	1:m	
ENSRNOG00000037331	ENSPANG00000018716	1:m	
ENSRNOG00000059992	ENSPANG00000010474	1:1	
ENSRNOG00000032990	ENSPANG00000010226	1:1	271983
ENSRNOG00000017918	ENSPANG00000011769	1:1	
ENSRNOG00000023411	ENSPANG00000014780	1:1	776386
ENSRNOG00000017851	ENSPANG00000004009	1:1	744060
ENSRNOG00000037333	ENSPANG00000010374	1:1	725306
ENSRNOG00000017749	ENSPANG00000004573	1:1	730514
ENSRNOG00000037339	ENSPANG00000008418	1:m	555058
ENSRNOG00000037339	ENSPANG00000006809	1:m	
ENSRNOG00000049279	ENSPANG00000012794	n:m	
ENSRNOG00000049279	ENSPANG00000004575	n:m	
ENSRNOG00000049279	ENSPANG00000004628	n:m	
ENSRNOG00000049445	ENSPANG00000001185	n:1	
ENSRNOG00000022640	ENSPANG00000001246	1:m	
ENSRNOG00000022640	ENSPANG00000002298	1:m	561802
ENSRNOG00000018334	ENSPANG00000001245	1:1	808125
ENSRNOG00000033706	ENSPANG00000004037	1:1	558359
ENSRNOG00000030089	ENSPANG00000012783	n:m	
ENSRNOG00000030089	ENSPANG00000017762	n:m	
ENSRNOG00000022353	ENSPANG00000022131	1:m	
ENSRNOG00000022353	ENSPANG00000002299	1:m	552951
ENSRNOG00000018580	ENSPANG00000012210	1:1	554299
ENSRNOG00000018664	ENSPANG00000004574	1:1	557259
ENSRNOG00000031927	ENSPANG00000007272	1:1	556641
ENSRNOG00000018831	ENSPANG00000011470	1:1	554186
ENSRNOG00000018864	ENSPANG00000014278	1:1	560407
ENSRNOG00000055072	ENSPANG00000012794	n:m	
ENSRNOG00000055072	ENSPANG00000004575	n:m	
ENSRNOG00000055072	ENSPANG00000004628	n:m	
ENSRNOG00000048630	ENSPANG00000012794	n:m	
ENSRNOG00000048630	ENSPANG00000004575	n:m	
ENSRNOG00000048630	ENSPANG00000004628	n:m	559315
ENSRNOG00000029237	ENSPANG00000012794	n:m	
ENSRNOG00000029237	ENSPANG00000004575	n:m	569760
ENSRNOG00000029237	ENSPANG00000004628	n:m	
ENSRNOG00000048901	ENSPANG00000012794	n:m	
ENSRNOG00000048901	ENSPANG00000004575	n:m	
ENSRNOG00000048901	ENSPANG00000004628	n:m	
ENSRNOG00000045980	ENSPANG00000012794	n:m	
ENSRNOG00000045980	ENSPANG00000004575	n:m	
ENSRNOG00000045980	ENSPANG00000004628	n:m	
ENSRNOG00000032857	ENSPANG00000012794	n:m	610924
ENSRNOG00000032857	ENSPANG00000004575	n:m	
ENSRNOG00000032857	ENSPANG00000004628	n:m	
ENSRNOG00000033805	ENSPANG00000001185	n:1	560883
ENSRNOG00000021659	ENSPANG00000010665	1:1	789715
ENSRNOG00000019138	ENSPANG00000011770	1:1	764774
ENSRNOG00000019207	ENSPANG00000004838	1:1	553132
ENSRNOG00000019318	ENSPANG00000004630	1:1	822721
ENSRNOG00000019418	ENSPANG00000015317	1:1	553012
ENSRNOG00000019424	ENSPANG00000008417	1:1	826904
ENSRNOG00000019442	ENSPANG00000012796	1:1	681355
ENSRNOG00000019532	ENSPANG00000009636	1:1	857495
ENSRNOG00000019627	ENSPANG00000017258	1:1	554639
ENSRNOG00000019660	ENSPANG00000014279	1:1	721140
ENSRNOG00000019681	ENSPANG00000006810	1:1	761185
ENSRNOG00000019812	ENSPANG00000012797	1:1	791417
ENSRNOG00000019854	ENSPANG00000019474	1:m	
ENSRNOG00000019854	ENSPANG00000011771	1:m	698882
ENSRNOG00000019959	ENSPANG00000014452	1:1	710856
ENSRNOG00000020014	ENSPANG00000010268	1:1	557486
ENSRNOG00000047254	ENSPANG00000026249	1:1	780265
ENSRNOG00000026572	ENSPANG00000012211	1:1	777985
ENSRNOG00000026517	ENSPANG00000016114	1:1	551414
ENSRNOG00000020060	ENSPANG00000024418	1:1	712446
ENSRNOG00000048733	ENSPANG00000004839	1:1	547543
ENSRNOG00000020148	ENSPANG00000007273	1:1	538655
ENSRNOG00000020191	ENSPANG00000006388	1:1	548344
ENSRNOG00000020289	ENSPANG00000012799	1:1	809187
ENSRNOG00000020318	ENSPANG00000014926	1:1	774477
ENSRNOG00000020358	ENSPANG00000008535	1:1	744935
ENSRNOG00000020363	ENSPANG00000015922	1:1	549174
ENSRNOG00000053084	ENSPANG00000012029	1:1	804523
ENSRNOG00000026243	ENSPANG00000012049	1:1	515687
ENSRNOG00000020443	ENSPANG00000012509	1:1	747788
ENSRNOG00000026163	ENSPANG00000019475	1:1	775322
ENSRNOG00000026109	ENSPANG00000013856	n:1	
ENSRNOG00000020486	ENSPANG00000017968	1:1	744947
ENSRNOG00000043388	ENSPANG00000014697	1:1	813305
ENSRNOG00000056946	ENSPANG00000008801	1:1	553271
ENSRNOG00000037247	ENSPANG00000015923	1:1	522206
ENSRNOG00000059408	ENSPANG00000012511	1:1	556404
ENSRNOG00000020517	ENSPANG00000017531	1:1	811597
ENSRNOG00000020543	ENSPANG00000010475	1:1	766645
ENSRNOG00000043007	ENSPANG00000002525	1:1	551020
ENSRNOG00000020583	ENSPANG00000012030	1:1	787752
ENSRNOG00000020595	ENSPANG00000012512	1:1	861092
ENSRNOG00000020618	ENSPANG00000012050	1:1	860780
ENSRNOG00000056212	ENSPANG00000008127	1:1	789893
ENSRNOG00000020623	ENSPANG00000017969	1:1	661737
ENSRNOG00000020634	ENSPANG00000017749	1:1	642022
ENSRNOG00000020650	ENSPANG00000020841	1:1	548753
ENSRNOG00000047401	ENSPANG00000002930	1:1	557141
ENSRNOG00000020681	ENSPANG00000017970	1:1	303016
ENSRNOG00000025378	ENSPANG00000012936	1:1	786256
ENSRNOG00000020686	ENSPANG00000023596	1:1	308342
ENSRNOG00000020695	ENSPANG00000023792	1:1	810719
ENSRNOG00000020699	ENSPANG00000013472	1:1	791494
ENSRNOG00000025220	ENSPANG00000014593	1:1	267155
ENSRNOG00000020719	ENSPANG00000012214	1:1	556243
ENSRNOG00000020731	ENSPANG00000025706	1:1	552236
ENSRNOG00000020746	ENSPANG00000002302	1:1	830615
ENSRNOG00000020763	ENSPANG00000004068	1:1	547669
ENSRNOG00000020779	ENSPANG00000010667	1:1	710863
ENSRNOG00000020783	ENSPANG00000005193	1:1	263828
ENSRNOG00000047040	ENSPANG00000009360	1:m	
ENSRNOG00000047040	ENSPANG00000011812	1:m	
ENSRNOG00000047040	ENSPANG00000008128	1:m	781674
ENSRNOG00000020793	ENSPANG00000008536	1:1	862825
ENSRNOG00000020812	ENSPANG00000014595	1:1	860573
ENSRNOG00000020876	ENSPANG00000010095	1:1	810402
ENSRNOG00000020883	ENSPANG00000020382	1:1	737318
ENSRNOG00000020927	ENSPANG00000020842	1:1	804160
ENSRNOG00000020889	ENSPANG00000016637	1:1	659223
ENSRNOG00000020938	ENSPANG00000013473	1:1	267526
ENSRNOG00000020942	ENSPANG00000016638	1:1	774865
ENSRNOG00000020956	ENSPANG00000015254	1:1	862868
ENSRNOG00000020990	ENSPANG00000008129	1:1	803332
ENSRNOG00000020995	ENSPANG00000006116	1:1	637022
ENSRNOG00000024678	ENSPANG00000012939	1:1	804609
ENSRNOG00000024580	ENSPANG00000022678	1:1	794961
ENSRNOG00000021011	ENSPANG00000004865	n:1	637023
ENSRNOG00000021014	ENSPANG00000004865	n:1	
ENSRNOG00000021016	ENSPANG00000013858	1:1	746057
ENSRNOG00000021017	ENSPANG00000014596	1:1	638892
ENSRNOG00000021027	ENSPANG00000015471	1:1	652115
ENSRNOG00000021032	ENSPANG00000016639	1:1	710720
ENSRNOG00000021035	ENSPANG00000000131	1:1	864827
ENSRNOG00000021039	ENSPANG00000002014	1:1	804161
ENSRNOG00000021037	ENSPANG00000016414	1:1	810046
ENSRNOG00000021046	ENSPANG00000000367	1:1	787082
ENSRNOG00000021051	ENSPANG00000009361	1:1	813434
ENSRNOG00000021056	ENSPANG00000020383	1:1	824418
ENSRNOG00000021058	ENSPANG00000012217	1:1	640934
ENSRNOG00000021063	ENSPANG00000019447	1:1	770497
ENSRNOG00000021082	ENSPANG00000016640	1:1	776676
ENSRNOG00000021093	ENSPANG00000010569	1:1	776904
ENSRNOG00000021096	ENSPANG00000023355	1:1	692659
ENSRNOG00000021104	ENSPANG00000009362	1:1	787722
ENSRNOG00000021109	ENSPANG00000013186	1:1	776397
ENSRNOG00000028781	ENSPANG00000006902	1:1	552199
ENSRNOG00000021118	ENSPANG00000009405	1:1	671240
ENSRNOG00000021128	ENSPANG00000016190	1:1	824410
ENSRNOG00000021130	ENSPANG00000007182	1:1	550799
ENSRNOG00000021149	ENSPANG00000020256	1:1	834656
ENSRNOG00000011306	ENSPANG00000011946	1:1	822860
ENSRNOG00000055401	ENSPANG00000015328	1:1	710843
ENSRNOG00000011488	ENSPANG00000025793	1:1	547637
ENSRNOG00000011672	ENSPANG00000007046	1:1	816687
ENSRNOG00000011895	ENSPANG00000006539	1:1	830483
ENSRNOG00000055531	ENSPANG00000000205	1:1	761632
ENSRNOG00000012360	ENSPANG00000002504	1:1	846134
ENSRNOG00000013009	ENSPANG00000019081	1:1	
ENSRNOG00000013103	ENSPANG00000025849	1:1	847396
ENSRNOG00000013381	ENSPANG00000005375	1:1	547345
ENSRNOG00000013624	ENSPANG00000007976	1:1	799989
ENSRNOG00000050806	ENSPANG00000007552	1:1	548600
ENSRNOG00000013663	ENSPANG00000014365	1:1	507469
ENSRNOG00000013981	ENSPANG00000019133	1:1	529783
ENSRNOG00000014227	ENSPANG00000000165	n:m	
ENSRNOG00000014227	ENSPANG00000000166	n:m	544311
ENSRNOG00000014242	ENSPANG00000000165	n:m	
ENSRNOG00000014242	ENSPANG00000000166	n:m	
ENSRNOG00000033665	ENSPANG00000002185	n:1	
ENSRNOG00000022729	ENSPANG00000002185	n:1	
ENSRNOG00000028982	ENSPANG00000002185	n:1	
ENSRNOG00000037156	ENSPANG00000002185	n:1	
ENSRNOG00000014277	ENSPANG00000026209	1:1	752807
ENSRNOG00000014327	ENSPANG00000005742	1:1	547672
ENSRNOG00000022537	ENSPANG00000005225	1:1	842713
ENSRNOG00000014530	ENSPANG00000017038	1:1	552753
ENSRNOG00000022189	ENSPANG00000016673	1:1	758636
ENSRNOG00000014829	ENSPANG00000024678	1:1	749103
ENSRNOG00000031662	ENSPANG00000021902	1:1	788736
ENSRNOG00000015972	ENSPANG00000009832	1:1	796221
ENSRNOG00000016147	ENSPANG00000015329	1:1	547524
ENSRNOG00000023968	ENSPANG00000008590	1:1	304522
ENSRNOG00000016717	ENSPANG00000025514	1:1	855367
ENSRNOG00000037137	ENSPANG00000009253	1:1	831265
ENSRNOG00000049297	ENSPANG00000007183	1:1	260764
ENSRNOG00000010803	ENSPANG00000020148	1:1	637259
ENSRNOG00000060599	ENSPANG00000020144	1:1	637247
ENSRNOG00000011480	ENSPANG00000020044	1:1	834254
ENSRNOG00000011945	ENSPANG00000020068	1:1	719149
ENSRNOG00000012690	ENSPANG00000020065	1:1	523044
ENSRNOG00000042702	ENSPANG00000020062	1:1	523050
ENSRNOG00000013718	ENSPANG00000020118	1:1	844631
ENSRNOG00000014465	ENSPANG00000020154	1:1	549460
ENSRNOG00000056228	ENSPANG00000015694	1:1	523659
ENSRNOG00000033844	ENSPANG00000010477	n:1	
ENSRNOG00000015734	ENSPANG00000018034	1:1	829577
ENSRNOG00000010146	ENSPANG00000014834	1:1	271323
ENSRNOG00000010158	ENSPANG00000020140	1:1	266309
ENSRNOG00000010172	ENSPANG00000017529	1:1	755474
ENSRNOG00000024429	ENSPANG00000021367	n:m	
ENSRNOG00000024429	ENSPANG00000021368	n:m	
ENSRNOG00000010853	ENSPANG00000019953	1:1	637269
ENSRNOG00000029078	ENSPANG00000010669	n:1	
ENSRNOG00000015503	ENSPANG00000019951	1:1	812850
ENSRNOG00000015829	ENSPANG00000020025	1:1	800774
ENSRNOG00000016090	ENSPANG00000020027	1:1	496539
ENSRNOG00000023985	ENSPANG00000020031	1:1	839283
ENSRNOG00000016266	ENSPANG00000020408	1:1	547388
ENSRNOG00000016327	ENSPANG00000018465	1:1	838457
ENSRNOG00000016358	ENSPANG00000020050	1:1	823575
ENSRNOG00000011077	ENSPANG00000020052	1:1	548676
ENSRNOG00000024460	ENSPANG00000022401	1:1	
ENSRNOG00000011290	ENSPANG00000022400	1:1	524560
ENSRNOG00000011526	ENSPANG00000011167	1:1	553043
ENSRNOG00000011932	ENSPANG00000020921	1:1	547080
ENSRNOG00000012576	ENSPANG00000005903	1:1	769137
