mouse_ID	baboon_ID	orthotype	OMAgroup
ENSMUSG00000003346	ENSPANG00000012220	1:1	
ENSMUSG00000113949	ENSPANG00000007950	1:1	659095
ENSMUSG00000113640	ENSPANG00000019293	1:1	724684
ENSMUSG00000003345	ENSPANG00000004272	1:1	
ENSMUSG00000003344	ENSPANG00000024676	1:1	802347
ENSMUSG00000020190	ENSPANG00000008039	1:1	552930
ENSMUSG00000003348	ENSPANG00000019262	1:1	755367
ENSMUSG00000055862	ENSPANG00000012744	1:1	753202
ENSMUSG00000020198	ENSPANG00000015379	1:1	515692
ENSMUSG00000061589	ENSPANG00000012743	1:1	824215
ENSMUSG00000035278	ENSPANG00000019261	1:1	697002
ENSMUSG00000020211	ENSPANG00000007949	1:1	552341
ENSMUSG00000035262	ENSPANG00000000999	1:1	787436
ENSMUSG00000020216	ENSPANG00000001000	1:1	271503
ENSMUSG00000035242	ENSPANG00000024421	1:1	747572
ENSMUSG00000051067	ENSPANG00000013108	1:1	555184
ENSMUSG00000035215	ENSPANG00000020668	1:1	761392
ENSMUSG00000020219	ENSPANG00000008910	1:1	851512
ENSMUSG00000062075	ENSPANG00000013393	1:1	550856
ENSMUSG00000015312	ENSPANG00000022954	1:1	809531
ENSMUSG00000048240	ENSPANG00000011892	1:1	807618
ENSMUSG00000043670	ENSPANG00000019430	1:1	522210
ENSMUSG00000046822	ENSPANG00000012108	1:1	789340
ENSMUSG00000004937	ENSPANG00000006535	1:1	548078
ENSMUSG00000004929	ENSPANG00000018866	1:1	708023
ENSMUSG00000035041	ENSPANG00000003567	1:1	818939
ENSMUSG00000035027	ENSPANG00000008882	1:1	547496
ENSMUSG00000035011	ENSPANG00000010574	1:1	553010
ENSMUSG00000004934	ENSPANG00000003087	1:1	551919
ENSMUSG00000034994	ENSPANG00000007589	1:1	863711
ENSMUSG00000034974	ENSPANG00000024892	1:1	
ENSMUSG00000004939	ENSPANG00000013229	1:1	756217
ENSMUSG00000034958	ENSPANG00000000280	1:1	811604
ENSMUSG00000034949	ENSPANG00000003088	1:1	851411
ENSMUSG00000004933	ENSPANG00000017163	1:1	553984
ENSMUSG00000034932	ENSPANG00000011890	1:1	824788
ENSMUSG00000034917	ENSPANG00000013784	1:1	550843
ENSMUSG00000034902	ENSPANG00000007590	1:1	671110
ENSMUSG00000034889	ENSPANG00000019259	1:1	855143
ENSMUSG00000034881	ENSPANG00000018961	1:1	833973
ENSMUSG00000034872	ENSPANG00000012469	1:1	826907
ENSMUSG00000020232	ENSPANG00000010575	1:1	548967
ENSMUSG00000034854	ENSPANG00000002675	1:1	547487
ENSMUSG00000020234	ENSPANG00000019078	1:1	305650
ENSMUSG00000020235	ENSPANG00000004724	1:1	547655
ENSMUSG00000078440	ENSPANG00000017164	n:1	547011
ENSMUSG00000113262	ENSPANG00000017164	n:1	
ENSMUSG00000055053	ENSPANG00000004923	1:1	753971
ENSMUSG00000034818	ENSPANG00000012739	1:1	550849
ENSMUSG00000020238	ENSPANG00000009308	1:1	739554
ENSMUSG00000044199	ENSPANG00000020422	1:1	743547
ENSMUSG00000034792	ENSPANG00000002676	1:1	498844
ENSMUSG00000034781	ENSPANG00000011891	1:1	498839
ENSMUSG00000054452	ENSPANG00000016061	1:1	815886
ENSMUSG00000034771	ENSPANG00000012740	1:1	552815
ENSMUSG00000034758	ENSPANG00000014013	1:1	
ENSMUSG00000034748	ENSPANG00000004922	1:1	653864
ENSMUSG00000054708	ENSPANG00000007947	1:1	552479
ENSMUSG00000063320	ENSPANG00000005559	1:1	308456
ENSMUSG00000020251	ENSPANG00000012281	1:1	663000
ENSMUSG00000020246	ENSPANG00000018237	1:1	549383
ENSMUSG00000020248	ENSPANG00000022085	1:1	556945
ENSMUSG00000020250	ENSPANG00000012060	1:1	510561
ENSMUSG00000034612	ENSPANG00000012280	1:1	724610
ENSMUSG00000034591	ENSPANG00000004472	1:1	737625
ENSMUSG00000020255	ENSPANG00000012189	1:1	501281
ENSMUSG00000020256	ENSPANG00000018236	1:1	661776
ENSMUSG00000034560	ENSPANG00000006617	1:1	840994
ENSMUSG00000020263	ENSPANG00000012253	1:1	813298
ENSMUSG00000087651	ENSPANG00000018016	1:1	723229
ENSMUSG00000046841	ENSPANG00000026469	1:1	550850
ENSMUSG00000020034	ENSPANG00000022859	1:1	757622
ENSMUSG00000034453	ENSPANG00000012252	1:1	864213
ENSMUSG00000020037	ENSPANG00000006357	1:1	782554
ENSMUSG00000035620	ENSPANG00000003388	1:1	696610
ENSMUSG00000060935	ENSPANG00000005999	1:1	823590
ENSMUSG00000049038	ENSPANG00000006958	1:1	307142
ENSMUSG00000020038	ENSPANG00000026255	1:1	490103
ENSMUSG00000020042	ENSPANG00000005795	1:1	762141
ENSMUSG00000001785	ENSPANG00000004645	1:1	828338
ENSMUSG00000035529	ENSPANG00000022084	1:1	813592
ENSMUSG00000085111	ENSPANG00000003357	1:1	672264
ENSMUSG00000001783	ENSPANG00000016035	1:1	859826
ENSMUSG00000050108	ENSPANG00000016603	1:1	671216
ENSMUSG00000001786	ENSPANG00000026268	1:1	833188
ENSMUSG00000020044	ENSPANG00000026318	1:1	831620
ENSMUSG00000044937	ENSPANG00000019703	1:1	723013
ENSMUSG00000112743	ENSPANG00000019453	n:1	726859
ENSMUSG00000054027	ENSPANG00000019453	n:1	
ENSMUSG00000035459	ENSPANG00000021932	1:1	555272
ENSMUSG00000047129	ENSPANG00000022132	1:1	731679
ENSMUSG00000020051	ENSPANG00000004048	1:1	
ENSMUSG00000020053	ENSPANG00000004450	1:1	841754
ENSMUSG00000035383	ENSPANG00000015925	1:1	790389
ENSMUSG00000035365	ENSPANG00000000345	1:1	826146
ENSMUSG00000035351	ENSPANG00000000344	1:1	835175
ENSMUSG00000020056	ENSPANG00000003603	1:1	843761
ENSMUSG00000020057	ENSPANG00000018238	1:1	787663
ENSMUSG00000035311	ENSPANG00000000420	1:1	805166
ENSMUSG00000060002	ENSPANG00000004451	1:1	665133
ENSMUSG00000020059	ENSPANG00000000419	1:1	764317
ENSMUSG00000020061	ENSPANG00000009790	1:1	551894
ENSMUSG00000004359	ENSPANG00000018239	1:1	741311
ENSMUSG00000060904	ENSPANG00000018816	1:1	775022
ENSMUSG00000004356	ENSPANG00000020388	1:1	845058
ENSMUSG00000020062	ENSPANG00000006619	1:1	839556
ENSMUSG00000035189	ENSPANG00000017946	1:1	796217
ENSMUSG00000047638	ENSPANG00000023009	1:1	791424
ENSMUSG00000019935	ENSPANG00000004049	1:1	548029
ENSMUSG00000069539	ENSPANG00000015389	1:1	516208
ENSMUSG00000019948	ENSPANG00000007907	1:1	784104
ENSMUSG00000019951	ENSPANG00000005928	1:1	834541
ENSMUSG00000019975	ENSPANG00000009791	1:1	733088
ENSMUSG00000061904	ENSPANG00000012170	1:1	
ENSMUSG00000019961	ENSPANG00000019454	1:1	743533
ENSMUSG00000019988	ENSPANG00000023046	1:1	548581
ENSMUSG00000020015	ENSPANG00000023604	1:1	549229
ENSMUSG00000008398	ENSPANG00000017478	1:1	833315
ENSMUSG00000015889	ENSPANG00000010987	1:1	797480
ENSMUSG00000020017	ENSPANG00000023010	1:1	858094
ENSMUSG00000015890	ENSPANG00000006441	1:1	857634
ENSMUSG00000036168	ENSPANG00000020389	1:1	812793
ENSMUSG00000020018	ENSPANG00000014632	1:1	803790
ENSMUSG00000020019	ENSPANG00000012062	1:1	831599
ENSMUSG00000020020	ENSPANG00000012532	1:1	551048
ENSMUSG00000036112	ENSPANG00000010988	1:1	863503
ENSMUSG00000036099	ENSPANG00000008228	1:1	829393
ENSMUSG00000020021	ENSPANG00000004927	1:1	554132
ENSMUSG00000005897	ENSPANG00000006162	1:1	730599
ENSMUSG00000020022	ENSPANG00000022780	1:1	849868
ENSMUSG00000020023	ENSPANG00000006620	1:1	845102
ENSMUSG00000020024	ENSPANG00000020390	1:1	551219
ENSMUSG00000074785	ENSPANG00000019455	1:1	783444
ENSMUSG00000045867	ENSPANG00000000483	1:1	844117
ENSMUSG00000020027	ENSPANG00000000482	1:1	276587
ENSMUSG00000074781	ENSPANG00000005325	1:m	548367
ENSMUSG00000074781	ENSPANG00000002009	1:m	
ENSMUSG00000020029	ENSPANG00000001006	1:1	800067
ENSMUSG00000036499	ENSPANG00000012190	1:1	547228
ENSMUSG00000096486	ENSPANG00000016886	n:1	
ENSMUSG00000036478	ENSPANG00000019083	1:1	518105
ENSMUSG00000019929	ENSPANG00000011237	1:1	554199
ENSMUSG00000036446	ENSPANG00000016364	1:1	553555
ENSMUSG00000019932	ENSPANG00000007908	1:1	552953
ENSMUSG00000019936	ENSPANG00000012063	1:1	830062
ENSMUSG00000047025	ENSPANG00000004928	1:1	304797
ENSMUSG00000019943	ENSPANG00000012255	1:1	523654
ENSMUSG00000019952	ENSPANG00000015875	1:1	549159
ENSMUSG00000019960	ENSPANG00000011325	1:1	709084
ENSMUSG00000019966	ENSPANG00000017126	1:1	814573
ENSMUSG00000036676	ENSPANG00000022133	1:1	549844
ENSMUSG00000019971	ENSPANG00000004601	1:1	548748
ENSMUSG00000046567	ENSPANG00000020430	1:1	799744
ENSMUSG00000056912	ENSPANG00000008229	1:1	308450
ENSMUSG00000019890	ENSPANG00000020392	1:1	758974
ENSMUSG00000044921	ENSPANG00000023605	1:1	843635
ENSMUSG00000036602	ENSPANG00000005930	1:1	810554
ENSMUSG00000036019	ENSPANG00000008622	1:1	549747
ENSMUSG00000019897	ENSPANG00000023011	1:1	750838
ENSMUSG00000035948	ENSPANG00000019084	1:1	546879
ENSMUSG00000019906	ENSPANG00000005931	1:1	830617
ENSMUSG00000000435	ENSPANG00000020394	1:1	822859
ENSMUSG00000035923	ENSPANG00000007910	1:1	828705
ENSMUSG00000035916	ENSPANG00000014456	1:1	774862
ENSMUSG00000091455	ENSPANG00000012907	1:1	266006
ENSMUSG00000019907	ENSPANG00000026354	1:1	548616
ENSMUSG00000035873	ENSPANG00000009557	1:1	822722
ENSMUSG00000035864	ENSPANG00000009048	1:1	745755
ENSMUSG00000020181	ENSPANG00000007911	1:1	
ENSMUSG00000020185	ENSPANG00000004929	1:1	809068
ENSMUSG00000020186	ENSPANG00000023047	1:1	
ENSMUSG00000035798	ENSPANG00000004050	1:1	
ENSMUSG00000020189	ENSPANG00000009379	1:1	859253
ENSMUSG00000035759	ENSPANG00000026355	1:1	795330
ENSMUSG00000058799	ENSPANG00000009165	1:1	
ENSMUSG00000020205	ENSPANG00000013115	1:1	553641
ENSMUSG00000063334	ENSPANG00000019085	1:1	811006
ENSMUSG00000056888	ENSPANG00000005562	1:1	549741
ENSMUSG00000035681	ENSPANG00000025710	1:1	710835
ENSMUSG00000074748	ENSPANG00000006847	1:1	259150
ENSMUSG00000050663	ENSPANG00000007912	1:1	797490
ENSMUSG00000006764	ENSPANG00000011239	1:1	816689
ENSMUSG00000020130	ENSPANG00000009049	1:1	551542
ENSMUSG00000020132	ENSPANG00000024916	1:1	522111
ENSMUSG00000069520	ENSPANG00000008711	1:1	
ENSMUSG00000020137	ENSPANG00000002936	1:1	
ENSMUSG00000034163	ENSPANG00000009558	1:1	816020
ENSMUSG00000020140	ENSPANG00000010802	1:1	555826
ENSMUSG00000034127	ENSPANG00000009134	1:1	641223
ENSMUSG00000020151	ENSPANG00000009166	1:1	529775
ENSMUSG00000074734	ENSPANG00000024510	n:1	558110
ENSMUSG00000020154	ENSPANG00000003838	1:1	527514
ENSMUSG00000054934	ENSPANG00000010681	1:1	
ENSMUSG00000020166	ENSPANG00000018112	1:1	551207
ENSMUSG00000034057	ENSPANG00000002677	1:1	716331
ENSMUSG00000064181	ENSPANG00000009135	1:1	800537
ENSMUSG00000020169	ENSPANG00000012909	1:1	773715
ENSMUSG00000060187	ENSPANG00000011808	1:1	553449
ENSMUSG00000034024	ENSPANG00000025711	1:1	636215
ENSMUSG00000020170	ENSPANG00000020396	1:1	816670
ENSMUSG00000020171	ENSPANG00000024917	1:1	499393
ENSMUSG00000069516	ENSPANG00000010682	n:1	756394
ENSMUSG00000069515	ENSPANG00000010682	n:1	
ENSMUSG00000055531	ENSPANG00000011641	1:1	547974
ENSMUSG00000020183	ENSPANG00000015540	1:1	797847
ENSMUSG00000020184	ENSPANG00000005563	1:1	773999
ENSMUSG00000060181	ENSPANG00000009136	1:1	778645
ENSMUSG00000052798	ENSPANG00000019842	1:1	839213
ENSMUSG00000052681	ENSPANG00000012536	1:1	522103
ENSMUSG00000020212	ENSPANG00000024918	1:1	501711
ENSMUSG00000074695	ENSPANG00000000229	n:1	263956
ENSMUSG00000090461	ENSPANG00000000229	n:1	
ENSMUSG00000055170	ENSPANG00000000228	1:1	805750
ENSMUSG00000028630	ENSPANG00000002678	1:1	548942
ENSMUSG00000020114	ENSPANG00000012910	1:1	844848
ENSMUSG00000034813	ENSPANG00000009137	1:1	830650
ENSMUSG00000020228	ENSPANG00000007864	1:1	793958
ENSMUSG00000020227	ENSPANG00000002789	1:1	553951
ENSMUSG00000020225	ENSPANG00000011240	1:1	857139
ENSMUSG00000020224	ENSPANG00000012379	1:1	850261
ENSMUSG00000056758	ENSPANG00000013190	1:1	804356
ENSMUSG00000051236	ENSPANG00000005564	1:1	
ENSMUSG00000048661	ENSPANG00000008712	1:1	836914
ENSMUSG00000020218	ENSPANG00000011642	1:1	548304
ENSMUSG00000052302	ENSPANG00000014191	1:1	818279
ENSMUSG00000034707	ENSPANG00000014367	1:1	748751
ENSMUSG00000025795	ENSPANG00000009139	1:1	264458
ENSMUSG00000020115	ENSPANG00000001025	1:1	777995
ENSMUSG00000034667	ENSPANG00000001024	1:1	863108
ENSMUSG00000047642	ENSPANG00000012380	1:1	808490
ENSMUSG00000053684	ENSPANG00000005406	1:1	778411
ENSMUSG00000020121	ENSPANG00000007865	1:1	850229
ENSMUSG00000034620	ENSPANG00000009559	1:1	816236
ENSMUSG00000020123	ENSPANG00000011241	1:1	657282
ENSMUSG00000034613	ENSPANG00000014842	1:1	
ENSMUSG00000034602	ENSPANG00000021073	1:1	714297
ENSMUSG00000020124	ENSPANG00000011242	1:1	548517
ENSMUSG00000044071	ENSPANG00000004848	1:1	
ENSMUSG00000020102	ENSPANG00000022960	1:1	
ENSMUSG00000020105	ENSPANG00000004953	1:1	548726
ENSMUSG00000025436	ENSPANG00000012660	1:1	855027
ENSMUSG00000078429	ENSPANG00000002790	1:1	708552
ENSMUSG00000025432	ENSPANG00000023176	1:1	547696
ENSMUSG00000040521	ENSPANG00000007866	1:1	853950
ENSMUSG00000080115	ENSPANG00000012537	1:1	802223
ENSMUSG00000006732	ENSPANG00000010683	1:1	858158
ENSMUSG00000006724	ENSPANG00000007190	1:1	
ENSMUSG00000040502	ENSPANG00000022647	1:1	733073
ENSMUSG00000006728	ENSPANG00000018113	1:1	549756
ENSMUSG00000006736	ENSPANG00000009254	1:1	641202
ENSMUSG00000025422	ENSPANG00000012661	1:1	734487
ENSMUSG00000040462	ENSPANG00000004849	1:1	795295
ENSMUSG00000006731	ENSPANG00000002379	1:1	304737
ENSMUSG00000040441	ENSPANG00000013233	1:1	771369
ENSMUSG00000019467	ENSPANG00000024375	1:1	552178
ENSMUSG00000040415	ENSPANG00000010684	1:1	657159
ENSMUSG00000025417	ENSPANG00000011243	1:m	671112
ENSMUSG00000025417	ENSPANG00000004831	1:m	
ENSMUSG00000074657	ENSPANG00000024424	1:1	548155
ENSMUSG00000025410	ENSPANG00000004647	1:1	738158
ENSMUSG00000025409	ENSPANG00000017043	1:1	557970
ENSMUSG00000025408	ENSPANG00000024001	1:1	693754
ENSMUSG00000040354	ENSPANG00000009140	1:1	855987
ENSMUSG00000040345	ENSPANG00000007867	1:1	734490
ENSMUSG00000025407	ENSPANG00000017044	1:1	555229
ENSMUSG00000047492	ENSPANG00000004070	1:1	830964
ENSMUSG00000025405	ENSPANG00000012538	1:1	830954
ENSMUSG00000025404	ENSPANG00000024002	1:1	763500
ENSMUSG00000040287	ENSPANG00000002380	1:1	828794
ENSMUSG00000040280	ENSPANG00000004071	1:1	772109
ENSMUSG00000025403	ENSPANG00000009141	1:1	861552
ENSMUSG00000040258	ENSPANG00000009560	1:1	785661
ENSMUSG00000040249	ENSPANG00000013191	1:1	550111
ENSMUSG00000002147	ENSPANG00000024919	1:1	804322
ENSMUSG00000025402	ENSPANG00000004072	1:1	782616
ENSMUSG00000040195	ENSPANG00000022961	1:1	803178
ENSMUSG00000025401	ENSPANG00000004850	1:1	552281
ENSMUSG00000025400	ENSPANG00000026356	1:1	793004
ENSMUSG00000044617	ENSPANG00000012176	1:1	267226
ENSMUSG00000058396	ENSPANG00000003193	1:1	269618
ENSMUSG00000089789	ENSPANG00000004073	n:1	509198
ENSMUSG00000099009	ENSPANG00000004073	n:1	
ENSMUSG00000056148	ENSPANG00000004073	n:1	
ENSMUSG00000069456	ENSPANG00000004073	n:1	
ENSMUSG00000054052	ENSPANG00000004073	n:1	
ENSMUSG00000074639	ENSPANG00000004073	n:1	
ENSMUSG00000040134	ENSPANG00000004073	n:1	
ENSMUSG00000040127	ENSPANG00000024376	1:1	508701
ENSMUSG00000025396	ENSPANG00000007868	1:1	508803
ENSMUSG00000025395	ENSPANG00000015331	1:1	864610
ENSMUSG00000025393	ENSPANG00000024003	1:1	
ENSMUSG00000040054	ENSPANG00000021120	1:1	738322
ENSMUSG00000040043	ENSPANG00000014113	1:1	556648
ENSMUSG00000044005	ENSPANG00000017045	1:1	674148
ENSMUSG00000051346	ENSPANG00000010685	1:1	515016
ENSMUSG00000025389	ENSPANG00000011371	1:1	799153
ENSMUSG00000039994	ENSPANG00000004690	1:1	852486
ENSMUSG00000047631	ENSPANG00000014071	1:1	302572
ENSMUSG00000040033	ENSPANG00000012539	1:1	804319
ENSMUSG00000025383	ENSPANG00000012662	1:1	304747
ENSMUSG00000005682	ENSPANG00000018906	1:1	658842
ENSMUSG00000025381	ENSPANG00000019456	1:1	856504
ENSMUSG00000005683	ENSPANG00000009255	1:1	863127
ENSMUSG00000039914	ENSPANG00000004851	1:1	864033
ENSMUSG00000014498	ENSPANG00000007981	1:1	552524
ENSMUSG00000039878	ENSPANG00000004176	1:1	789347
ENSMUSG00000025374	ENSPANG00000026357	1:1	
ENSMUSG00000025373	ENSPANG00000008376	1:1	271210
ENSMUSG00000025369	ENSPANG00000021074	1:1	550011
ENSMUSG00000090841	ENSPANG00000003222	1:1	
ENSMUSG00000039824	ENSPANG00000003300	1:1	547262
ENSMUSG00000025366	ENSPANG00000017046	1:1	745744
ENSMUSG00000039810	ENSPANG00000017947	1:1	823270
ENSMUSG00000025364	ENSPANG00000026387	1:1	863506
ENSMUSG00000018166	ENSPANG00000016193	1:1	852096
ENSMUSG00000025362	ENSPANG00000013666	1:1	859601
ENSMUSG00000002578	ENSPANG00000026256	1:1	
ENSMUSG00000049858	ENSPANG00000014114	1:1	800889
ENSMUSG00000000711	ENSPANG00000021075	1:1	522104
ENSMUSG00000025358	ENSPANG00000024987	1:1	548024
ENSMUSG00000025359	ENSPANG00000002381	1:1	838537
ENSMUSG00000025357	ENSPANG00000019457	1:1	518124
ENSMUSG00000064030	ENSPANG00000009562	1:1	803515
ENSMUSG00000025355	ENSPANG00000004177	1:1	829935
ENSMUSG00000025354	ENSPANG00000003897	1:m	
ENSMUSG00000025354	ENSPANG00000022087	1:m	765454
ENSMUSG00000078427	ENSPANG00000013149	n:1	834125
ENSMUSG00000025353	ENSPANG00000014457	1:1	843552
ENSMUSG00000025352	ENSPANG00000000449	1:1	830965
ENSMUSG00000025351	ENSPANG00000000448	1:1	
ENSMUSG00000025350	ENSPANG00000004852	1:1	508706
ENSMUSG00000090247	ENSPANG00000022962	1:1	714227
ENSMUSG00000025348	ENSPANG00000016859	1:1	845449
ENSMUSG00000025347	ENSPANG00000015541	1:1	537168
ENSMUSG00000095696	ENSPANG00000013849	n:1	
ENSMUSG00000049217	ENSPANG00000021402	1:1	271540
ENSMUSG00000044025	ENSPANG00000010687	1:1	719399
ENSMUSG00000047626	ENSPANG00000014186	1:1	271740
ENSMUSG00000052012	ENSPANG00000015197	1:1	721082
ENSMUSG00000093866	ENSPANG00000013849	n:1	271644
ENSMUSG00000050478	ENSPANG00000009256	1:1	274001
ENSMUSG00000050251	ENSPANG00000014277	n:1	723403
ENSMUSG00000052818	ENSPANG00000014277	n:1	
ENSMUSG00000044897	ENSPANG00000019793	1:1	693663
ENSMUSG00000058084	ENSPANG00000004944	n:1	271030
ENSMUSG00000059862	ENSPANG00000004944	n:1	
ENSMUSG00000048015	ENSPANG00000024988	1:1	841726
ENSMUSG00000034833	ENSPANG00000007982	1:1	763529
ENSMUSG00000023764	ENSPANG00000025532	1:1	730344
ENSMUSG00000020457	ENSPANG00000023194	1:1	490078
ENSMUSG00000020454	ENSPANG00000012702	1:1	551804
ENSMUSG00000034614	ENSPANG00000012703	1:1	784745
ENSMUSG00000020451	ENSPANG00000004086	1:1	550181
ENSMUSG00000020448	ENSPANG00000015145	1:1	495209
ENSMUSG00000034579	ENSPANG00000024406	1:1	832010
ENSMUSG00000020439	ENSPANG00000017602	1:1	831039
ENSMUSG00000034543	ENSPANG00000023079	1:1	757776
ENSMUSG00000020435	ENSPANG00000009932	1:1	497407
ENSMUSG00000047205	ENSPANG00000015188	1:1	709075
ENSMUSG00000048807	ENSPANG00000021969	1:1	778666
ENSMUSG00000020432	ENSPANG00000026054	1:1	767632
ENSMUSG00000020430	ENSPANG00000009607	1:1	818187
ENSMUSG00000049721	ENSPANG00000001169	1:1	736701
ENSMUSG00000019368	ENSPANG00000022384	1:1	530539
ENSMUSG00000054986	ENSPANG00000021970	1:1	
ENSMUSG00000004748	ENSPANG00000000861	1:1	796288
ENSMUSG00000003585	ENSPANG00000016349	1:1	530545
ENSMUSG00000003581	ENSPANG00000000860	1:1	764332
ENSMUSG00000051427	ENSPANG00000010462	1:1	830265
ENSMUSG00000002129	ENSPANG00000020772	1:1	842396
ENSMUSG00000034412	ENSPANG00000016350	1:1	548327
ENSMUSG00000020424	ENSPANG00000017139	1:1	835135
ENSMUSG00000058755	ENSPANG00000017140	1:1	305895
ENSMUSG00000034394	ENSPANG00000009277	1:1	780270
ENSMUSG00000020419	ENSPANG00000004088	1:1	
ENSMUSG00000034354	ENSPANG00000008276	1:1	496543
ENSMUSG00000020412	ENSPANG00000017141	1:1	649714
ENSMUSG00000059534	ENSPANG00000020774	1:1	
ENSMUSG00000009076	ENSPANG00000020624	1:1	794898
ENSMUSG00000009075	ENSPANG00000025010	1:1	817997
ENSMUSG00000009073	ENSPANG00000008277	1:1	809656
ENSMUSG00000034285	ENSPANG00000025011	1:1	705903
ENSMUSG00000034274	ENSPANG00000008278	1:1	786179
ENSMUSG00000020396	ENSPANG00000026169	1:1	551633
ENSMUSG00000009090	ENSPANG00000011720	1:1	515693
ENSMUSG00000034209	ENSPANG00000026058	1:1	812836
ENSMUSG00000009079	ENSPANG00000026055	1:1	558831
ENSMUSG00000034175	ENSPANG00000008279	1:1	511482
ENSMUSG00000020393	ENSPANG00000000469	1:1	750830
ENSMUSG00000041961	ENSPANG00000008280	1:1	812831
ENSMUSG00000020484	ENSPANG00000007517	1:1	693869
ENSMUSG00000020482	ENSPANG00000016394	1:1	782693
ENSMUSG00000020481	ENSPANG00000023703	1:1	
ENSMUSG00000020477	ENSPANG00000015133	1:1	795672
ENSMUSG00000049680	ENSPANG00000023114	1:1	826071
ENSMUSG00000020476	ENSPANG00000019050	1:1	547632
ENSMUSG00000020475	ENSPANG00000014548	1:1	691238
ENSMUSG00000020474	ENSPANG00000023968	1:1	740343
ENSMUSG00000020473	ENSPANG00000002445	1:1	
ENSMUSG00000020471	ENSPANG00000007078	1:1	792405
ENSMUSG00000020469	ENSPANG00000022523	1:1	548797
ENSMUSG00000041798	ENSPANG00000021695	1:1	793274
ENSMUSG00000002741	ENSPANG00000023969	1:1	778467
ENSMUSG00000057897	ENSPANG00000006925	1:1	
ENSMUSG00000004393	ENSPANG00000002446	1:1	547019
ENSMUSG00000004394	ENSPANG00000015988	1:1	498653
ENSMUSG00000020456	ENSPANG00000026232	1:1	864282
ENSMUSG00000041164	ENSPANG00000007148	1:1	553857
ENSMUSG00000071866	ENSPANG00000023862	1:m	
ENSMUSG00000071866	ENSPANG00000001576	1:m	
ENSMUSG00000071866	ENSPANG00000020650	1:m	
ENSMUSG00000071866	ENSPANG00000002780	1:m	
ENSMUSG00000071866	ENSPANG00000008659	1:m	
ENSMUSG00000071866	ENSPANG00000007547	1:m	
ENSMUSG00000071866	ENSPANG00000013031	1:m	
ENSMUSG00000071866	ENSPANG00000014105	1:m	
ENSMUSG00000071866	ENSPANG00000025756	1:m	
ENSMUSG00000071866	ENSPANG00000006283	1:m	
ENSMUSG00000071866	ENSPANG00000012174	1:m	
ENSMUSG00000071866	ENSPANG00000013032	1:m	
ENSMUSG00000071866	ENSPANG00000019440	1:m	547719
ENSMUSG00000041126	ENSPANG00000008062	n:1	862324
ENSMUSG00000020437	ENSPANG00000000682	1:1	549726
ENSMUSG00000000378	ENSPANG00000000406	1:1	845787
ENSMUSG00000041073	ENSPANG00000000405	1:1	557377
ENSMUSG00000000384	ENSPANG00000004288	1:1	805741
ENSMUSG00000000381	ENSPANG00000001208	1:1	560394
ENSMUSG00000041046	ENSPANG00000014132	1:1	774005
ENSMUSG00000020431	ENSPANG00000000194	1:1	
ENSMUSG00000087512	ENSPANG00000002447	1:1	704062
ENSMUSG00000020429	ENSPANG00000019614	1:1	823393
ENSMUSG00000020427	ENSPANG00000016470	1:1	823392
ENSMUSG00000020422	ENSPANG00000021643	1:1	550183
ENSMUSG00000046634	ENSPANG00000016093	1:1	805574
ENSMUSG00000020413	ENSPANG00000009981	1:1	843985
ENSMUSG00000040985	ENSPANG00000000696	1:1	497899
ENSMUSG00000020407	ENSPANG00000018933	1:1	791983
ENSMUSG00000004668	ENSPANG00000016095	1:1	783199
ENSMUSG00000050830	ENSPANG00000022524	1:1	807432
ENSMUSG00000020193	ENSPANG00000010328	1:1	774918
ENSMUSG00000020191	ENSPANG00000020442	1:1	805621
ENSMUSG00000018654	ENSPANG00000005244	1:1	552297
ENSMUSG00000020182	ENSPANG00000020090	1:1	824801
ENSMUSG00000020176	ENSPANG00000010329	1:1	843159
ENSMUSG00000020173	ENSPANG00000019108	1:1	772963
ENSMUSG00000048834	ENSPANG00000022185	1:1	824606
ENSMUSG00000078974	ENSPANG00000015177	1:1	793347
ENSMUSG00000020122	ENSPANG00000023117	1:1	852094
ENSMUSG00000044966	ENSPANG00000019905	1:1	306011
ENSMUSG00000020120	ENSPANG00000005755	1:1	825271
ENSMUSG00000044629	ENSPANG00000018930	1:1	824979
ENSMUSG00000033953	ENSPANG00000024026	1:1	547133
ENSMUSG00000078970	ENSPANG00000011915	1:1	640838
ENSMUSG00000020116	ENSPANG00000014103	1:1	857228
ENSMUSG00000000581	ENSPANG00000002886	1:1	685551
ENSMUSG00000016984	ENSPANG00000007449	1:1	831253
ENSMUSG00000020160	ENSPANG00000008059	1:1	850819
ENSMUSG00000045671	ENSPANG00000015698	1:1	842380
ENSMUSG00000020152	ENSPANG00000007073	1:1	784100
ENSMUSG00000020149	ENSPANG00000010485	1:1	522090
ENSMUSG00000044066	ENSPANG00000009710	1:1	803334
ENSMUSG00000020142	ENSPANG00000025917	1:1	507671
ENSMUSG00000049800	ENSPANG00000021214	1:1	270972
ENSMUSG00000049659	ENSPANG00000019355	1:1	793704
ENSMUSG00000042363	ENSPANG00000007113	1:1	828934
