Transcript.ID	Gene.ID	Gene.Type
ENSDART00000006085	ENSDARG00000009958	protein_coding
ENSDART00000006091	ENSDARG00000018698	protein_coding
ENSDART00000006093	ENSDARG00000015158	protein_coding
ENSDART00000006099	ENSDARG00000014976	protein_coding
ENSDART00000006109	ENSDARG00000009837	protein_coding
ENSDART00000006120	ENSDARG00000003250	protein_coding
ENSDART00000006124	ENSDARG00000004785	protein_coding
ENSDART00000006132	ENSDARG00000021124	protein_coding
ENSDART00000006147	ENSDARG00000033273	protein_coding
ENSDART00000006173	ENSDARG00000014047	protein_coding
ENSDART00000006180	ENSDARG00000010791	protein_coding
ENSDART00000006211	ENSDARG00000008723	protein_coding
ENSDART00000006212	ENSDARG00000004328	protein_coding
ENSDART00000006216	ENSDARG00000002231	protein_coding
ENSDART00000006256	ENSDARG00000003257	protein_coding
ENSDART00000006284	ENSDARG00000004763	protein_coding
ENSDART00000006288	ENSDARG00000013150	protein_coding
ENSDART00000006290	ENSDARG00000013928	protein_coding
ENSDART00000006300	ENSDARG00000016038	protein_coding
ENSDART00000006338	ENSDARG00000003207	protein_coding
ENSDART00000006343	ENSDARG00000006494	protein_coding
ENSDART00000006344	ENSDARG00000016350	protein_coding
ENSDART00000006357	ENSDARG00000078902	protein_coding
ENSDART00000006373	ENSDARG00000013979	protein_coding
ENSDART00000006378	ENSDARG00000010878	protein_coding
ENSDART00000006380	ENSDARG00000002216	protein_coding
ENSDART00000006381	ENSDARG00000015540	protein_coding
ENSDART00000006386	ENSDARG00000013144	protein_coding
ENSDART00000006393	ENSDARG00000003965	protein_coding
ENSDART00000006412	ENSDARG00000006151	protein_coding
ENSDART00000006417	ENSDARG00000013561	protein_coding
ENSDART00000006419	ENSDARG00000011921	protein_coding
ENSDART00000006429	ENSDARG00000007959	protein_coding
ENSDART00000006435	ENSDARG00000006607	protein_coding
ENSDART00000006436	ENSDARG00000001929	protein_coding
ENSDART00000006443	ENSDARG00000011000	protein_coding
ENSDART00000006449	ENSDARG00000007739	protein_coding
ENSDART00000006463	ENSDARG00000004046	protein_coding
ENSDART00000006474	ENSDARG00000058103	protein_coding
ENSDART00000006479	ENSDARG00000056023	protein_coding
ENSDART00000006489	ENSDARG00000004078	protein_coding
ENSDART00000006490	ENSDARG00000010779	protein_coding
ENSDART00000006505	ENSDARG00000015906	protein_coding
ENSDART00000006512	ENSDARG00000007302	protein_coding
ENSDART00000006513	ENSDARG00000021346	protein_coding
ENSDART00000006514	ENSDARG00000006816	protein_coding
ENSDART00000006538	ENSDARG00000030703	protein_coding
ENSDART00000006549	ENSDARG00000020289	protein_coding
ENSDART00000006579	ENSDARG00000018681	protein_coding
ENSDART00000006580	ENSDARG00000010794	protein_coding
ENSDART00000006602	ENSDARG00000032344	protein_coding
ENSDART00000006604	ENSDARG00000020679	protein_coding
ENSDART00000006606	ENSDARG00000019357	protein_coding
ENSDART00000006612	ENSDARG00000004712	protein_coding
ENSDART00000006615	ENSDARG00000013310	protein_coding
ENSDART00000006618	ENSDARG00000039065	protein_coding
ENSDART00000006619	ENSDARG00000079578	protein_coding
ENSDART00000006622	ENSDARG00000018907	protein_coding
ENSDART00000006628	ENSDARG00000004529	protein_coding
ENSDART00000006636	ENSDARG00000010186	protein_coding
ENSDART00000006648	ENSDARG00000002077	protein_coding
ENSDART00000006657	ENSDARG00000016782	protein_coding
ENSDART00000006669	ENSDARG00000012949	protein_coding
ENSDART00000006673	ENSDARG00000004130	protein_coding
ENSDART00000006676	ENSDARG00000003998	protein_coding
ENSDART00000006703	ENSDARG00000013122	protein_coding
ENSDART00000006709	ENSDARG00000008785	protein_coding
ENSDART00000006716	ENSDARG00000023220	protein_coding
ENSDART00000006724	ENSDARG00000019969	protein_coding
ENSDART00000006737	ENSDARG00000011582	protein_coding
ENSDART00000006748	ENSDARG00000014474	protein_coding
ENSDART00000006765	ENSDARG00000002536	protein_coding
ENSDART00000006772	ENSDARG00000025076	protein_coding
ENSDART00000006778	ENSDARG00000007127	protein_coding
ENSDART00000006783	ENSDARG00000020363	protein_coding
ENSDART00000006787	ENSDARG00000039373	protein_coding
ENSDART00000006795	ENSDARG00000003553	protein_coding
ENSDART00000006802	ENSDARG00000007385	protein_coding
ENSDART00000006817	ENSDARG00000001913	protein_coding
ENSDART00000006840	ENSDARG00000015006	protein_coding
ENSDART00000006843	ENSDARG00000008772	protein_coding
ENSDART00000006867	ENSDARG00000020573	protein_coding
ENSDART00000006868	ENSDARG00000007745	protein_coding
ENSDART00000006870	ENSDARG00000004539	protein_coding
ENSDART00000006881	ENSDARG00000019265	protein_coding
ENSDART00000006892	ENSDARG00000009136	protein_coding
ENSDART00000006897	ENSDARG00000012504	protein_coding
ENSDART00000006898	ENSDARG00000075932	protein_coding
ENSDART00000006899	ENSDARG00000002184	protein_coding
ENSDART00000006908	ENSDARG00000045070	protein_coding
ENSDART00000006910	ENSDARG00000002682	protein_coding
ENSDART00000006923	ENSDARG00000012072	protein_coding
ENSDART00000006927	ENSDARG00000007250	protein_coding
ENSDART00000006930	ENSDARG00000004131	protein_coding
ENSDART00000006942	ENSDARG00000043249	protein_coding
ENSDART00000006948	ENSDARG00000014867	protein_coding
ENSDART00000006954	ENSDARG00000004735	protein_coding
ENSDART00000006961	ENSDARG00000017386	protein_coding
ENSDART00000006971	ENSDARG00000010385	protein_coding
ENSDART00000006983	ENSDARG00000004587	protein_coding
ENSDART00000006990	ENSDARG00000004979	protein_coding
ENSDART00000006998	ENSDARG00000079781	protein_coding
ENSDART00000007013	ENSDARG00000008487	protein_coding
ENSDART00000007021	ENSDARG00000013443	protein_coding
ENSDART00000007022	ENSDARG00000006456	protein_coding
ENSDART00000007029	ENSDARG00000003841	protein_coding
ENSDART00000007030	ENSDARG00000006011	protein_coding
ENSDART00000007035	ENSDARG00000055983	protein_coding
ENSDART00000007053	ENSDARG00000024184	protein_coding
ENSDART00000007057	ENSDARG00000007657	protein_coding
ENSDART00000007058	ENSDARG00000036558	protein_coding
ENSDART00000007066	ENSDARG00000016496	protein_coding
ENSDART00000007068	ENSDARG00000006568	protein_coding
ENSDART00000007073	ENSDARG00000011956	protein_coding
ENSDART00000007074	ENSDARG00000003244	protein_coding
ENSDART00000007079	ENSDARG00000018190	protein_coding
ENSDART00000007090	ENSDARG00000007329	protein_coding
ENSDART00000007091	ENSDARG00000016112	protein_coding
ENSDART00000007103	ENSDARG00000020086	protein_coding
ENSDART00000007119	ENSDARG00000014761	protein_coding
ENSDART00000007122	ENSDARG00000013393	protein_coding
ENSDART00000007170	ENSDARG00000019326	protein_coding
ENSDART00000007189	ENSDARG00000010300	protein_coding
ENSDART00000007202	ENSDARG00000012632	protein_coding
ENSDART00000007204	ENSDARG00000012899	protein_coding
ENSDART00000007206	ENSDARG00000006640	protein_coding
ENSDART00000007208	ENSDARG00000014792	protein_coding
ENSDART00000007211	ENSDARG00000013245	protein_coding
ENSDART00000007231	ENSDARG00000009640	protein_coding
ENSDART00000007253	ENSDARG00000007171	protein_coding
ENSDART00000007260	ENSDARG00000017811	protein_coding
ENSDART00000007262	ENSDARG00000015076	protein_coding
ENSDART00000007271	ENSDARG00000003940	protein_coding
ENSDART00000007293	ENSDARG00000007344	protein_coding
ENSDART00000007308	ENSDARG00000017155	protein_coding
ENSDART00000007310	ENSDARG00000014657	protein_coding
ENSDART00000007321	ENSDARG00000006368	protein_coding
ENSDART00000007333	ENSDARG00000038731	protein_coding
ENSDART00000007335	ENSDARG00000071694	protein_coding
ENSDART00000007346	ENSDARG00000003189	protein_coding
ENSDART00000007353	ENSDARG00000014083	protein_coding
ENSDART00000007373	ENSDARG00000034883	protein_coding
ENSDART00000007381	ENSDARG00000016393	protein_coding
ENSDART00000007392	ENSDARG00000018627	protein_coding
ENSDART00000007398	ENSDARG00000005643	protein_coding
ENSDART00000007401	ENSDARG00000009493	protein_coding
ENSDART00000007412	ENSDARG00000004956	protein_coding
ENSDART00000007458	ENSDARG00000002949	protein_coding
ENSDART00000007482	ENSDARG00000005015	protein_coding
ENSDART00000007498	ENSDARG00000052708	protein_coding
ENSDART00000007500	ENSDARG00000003449	protein_coding
ENSDART00000007512	ENSDARG00000008551	protein_coding
ENSDART00000007520	ENSDARG00000003020	protein_coding
ENSDART00000007522	ENSDARG00000012896	protein_coding
ENSDART00000007531	ENSDARG00000004246	protein_coding
ENSDART00000007567	ENSDARG00000022938	protein_coding
ENSDART00000007577	ENSDARG00000010145	protein_coding
ENSDART00000007584	ENSDARG00000020609	protein_coding
ENSDART00000007587	ENSDARG00000016514	protein_coding
ENSDART00000007622	ENSDARG00000011466	protein_coding
ENSDART00000007624	ENSDARG00000059960	protein_coding
ENSDART00000007630	ENSDARG00000025495	protein_coding
ENSDART00000007636	ENSDARG00000093176	protein_coding
ENSDART00000007638	ENSDARG00000016231	protein_coding
ENSDART00000007640	ENSDARG00000016404	protein_coding
ENSDART00000007642	ENSDARG00000077664	protein_coding
ENSDART00000007649	ENSDARG00000019302	protein_coding
ENSDART00000007672	ENSDARG00000025703	protein_coding
ENSDART00000007675	ENSDARG00000003127	protein_coding
ENSDART00000007688	ENSDARG00000015869	protein_coding
ENSDART00000007700	ENSDARG00000012656	protein_coding
ENSDART00000007726	ENSDARG00000002339	protein_coding
ENSDART00000007732	ENSDARG00000012341	protein_coding
ENSDART00000007735	ENSDARG00000006044	protein_coding
ENSDART00000007738	ENSDARG00000016336	protein_coding
ENSDART00000007741	ENSDARG00000013581	protein_coding
ENSDART00000007744	ENSDARG00000005463	protein_coding
ENSDART00000007756	ENSDARG00000078386	protein_coding
ENSDART00000007767	ENSDARG00000005840	protein_coding
ENSDART00000007769	ENSDARG00000017994	protein_coding
ENSDART00000007770	ENSDARG00000018611	protein_coding
ENSDART00000007777	ENSDARG00000079182	protein_coding
ENSDART00000007778	ENSDARG00000069139	protein_coding
ENSDART00000007783	ENSDARG00000004696	protein_coding
ENSDART00000007789	ENSDARG00000025375	protein_coding
ENSDART00000007797	ENSDARG00000007180	protein_coding
ENSDART00000007798	ENSDARG00000094792	protein_coding
ENSDART00000007806	ENSDARG00000007184	protein_coding
ENSDART00000007827	ENSDARG00000004406	protein_coding
ENSDART00000007842	ENSDARG00000013371	protein_coding
ENSDART00000007856	ENSDARG00000001976	protein_coding
ENSDART00000007857	ENSDARG00000008105	protein_coding
ENSDART00000007906	ENSDARG00000004169	protein_coding
ENSDART00000007913	ENSDARG00000007141	protein_coding
ENSDART00000007914	ENSDARG00000004692	protein_coding
ENSDART00000007927	ENSDARG00000014244	protein_coding
ENSDART00000007957	ENSDARG00000014690	protein_coding
ENSDART00000007961	ENSDARG00000034852	protein_coding
ENSDART00000007972	ENSDARG00000012823	protein_coding
ENSDART00000007981	ENSDARG00000074955	protein_coding
ENSDART00000007997	ENSDARG00000004687	protein_coding
ENSDART00000008009	ENSDARG00000010673	protein_coding
ENSDART00000008010	ENSDARG00000020876	protein_coding
ENSDART00000008013	ENSDARG00000008936	protein_coding
ENSDART00000008035	ENSDARG00000010445	protein_coding
ENSDART00000008037	ENSDARG00000018770	protein_coding
ENSDART00000008038	ENSDARG00000018423	protein_coding
ENSDART00000008043	ENSDARG00000021137	protein_coding
ENSDART00000008047	ENSDARG00000025507	protein_coding
ENSDART00000008053	ENSDARG00000021402	protein_coding
ENSDART00000008058	ENSDARG00000011855	protein_coding
ENSDART00000008077	ENSDARG00000012467	protein_coding
ENSDART00000008096	ENSDARG00000005612	protein_coding
ENSDART00000008099	ENSDARG00000017385	protein_coding
ENSDART00000008115	ENSDARG00000019747	protein_coding
ENSDART00000008127	ENSDARG00000017985	protein_coding
ENSDART00000008133	ENSDARG00000002897	protein_coding
ENSDART00000008139	ENSDARG00000006923	protein_coding
ENSDART00000008140	ENSDARG00000017634	protein_coding
ENSDART00000008144	ENSDARG00000015208	protein_coding
ENSDART00000008152	ENSDARG00000006598	protein_coding
ENSDART00000008170	ENSDARG00000042833	protein_coding
ENSDART00000008174	ENSDARG00000014179	protein_coding
ENSDART00000008177	ENSDARG00000013749	protein_coding
ENSDART00000008201	ENSDARG00000005799	protein_coding
ENSDART00000008215	ENSDARG00000006508	protein_coding
ENSDART00000008224	ENSDARG00000012485	protein_coding
ENSDART00000008243	ENSDARG00000009505	protein_coding
ENSDART00000008248	ENSDARG00000016439	protein_coding
ENSDART00000008268	ENSDARG00000008858	protein_coding
ENSDART00000008273	ENSDARG00000012177	protein_coding
ENSDART00000008275	ENSDARG00000005640	protein_coding
ENSDART00000008277	ENSDARG00000013006	protein_coding
ENSDART00000008287	ENSDARG00000005423	protein_coding
ENSDART00000008297	ENSDARG00000002082	protein_coding
ENSDART00000008302	ENSDARG00000011948	protein_coding
ENSDART00000008306	ENSDARG00000023040	protein_coding
ENSDART00000008312	ENSDARG00000016156	protein_coding
ENSDART00000008322	ENSDARG00000092883	protein_coding
ENSDART00000008326	ENSDARG00000016856	protein_coding
ENSDART00000008332	ENSDARG00000010376	protein_coding
ENSDART00000008355	ENSDARG00000014106	protein_coding
ENSDART00000008365	ENSDARG00000014898	protein_coding
ENSDART00000008373	ENSDARG00000015355	protein_coding
ENSDART00000008374	ENSDARG00000009031	protein_coding
ENSDART00000008398	ENSDARG00000006544	protein_coding
ENSDART00000008401	ENSDARG00000015970	protein_coding
ENSDART00000008402	ENSDARG00000008032	protein_coding
ENSDART00000008409	ENSDARG00000016391	protein_coding
ENSDART00000008421	ENSDARG00000004874	protein_coding
ENSDART00000008424	ENSDARG00000006052	protein_coding
ENSDART00000008454	ENSDARG00000003151	protein_coding
ENSDART00000008468	ENSDARG00000008886	protein_coding
ENSDART00000008469	ENSDARG00000017174	protein_coding
ENSDART00000008476	ENSDARG00000005821	protein_coding
ENSDART00000008490	ENSDARG00000003017	protein_coding
ENSDART00000008498	ENSDARG00000091211	protein_coding
ENSDART00000008504	ENSDARG00000006345	protein_coding
ENSDART00000008532	ENSDARG00000019364	protein_coding
ENSDART00000008535	ENSDARG00000012505	protein_coding
ENSDART00000008554	ENSDARG00000017315	protein_coding
ENSDART00000008584	ENSDARG00000005451	protein_coding
ENSDART00000008589	ENSDARG00000025788	protein_coding
ENSDART00000008590	ENSDARG00000013056	protein_coding
ENSDART00000008593	ENSDARG00000007279	protein_coding
ENSDART00000008594	ENSDARG00000020758	protein_coding
ENSDART00000008595	ENSDARG00000007863	protein_coding
ENSDART00000008603	ENSDARG00000017853	protein_coding
ENSDART00000008606	ENSDARG00000017359	protein_coding
ENSDART00000008607	ENSDARG00000010727	protein_coding
ENSDART00000008638	ENSDARG00000012248	protein_coding
ENSDART00000008663	ENSDARG00000015502	protein_coding
ENSDART00000008682	ENSDARG00000017834	protein_coding
ENSDART00000008692	ENSDARG00000045834	protein_coding
ENSDART00000008696	ENSDARG00000011777	protein_coding
ENSDART00000008698	ENSDARG00000011312	protein_coding
ENSDART00000008711	ENSDARG00000016875	protein_coding
ENSDART00000008737	ENSDARG00000004204	protein_coding
ENSDART00000008742	ENSDARG00000017055	protein_coding
ENSDART00000008752	ENSDARG00000013522	protein_coding
ENSDART00000008756	ENSDARG00000034093	protein_coding
ENSDART00000008761	ENSDARG00000016238	protein_coding
ENSDART00000008785	ENSDARG00000006487	protein_coding
ENSDART00000008807	ENSDARG00000006691	protein_coding
ENSDART00000008808	ENSDARG00000018913	protein_coding
ENSDART00000008816	ENSDARG00000011235	protein_coding
ENSDART00000008840	ENSDARG00000030832	protein_coding
ENSDART00000008841	ENSDARG00000017886	protein_coding
ENSDART00000008847	ENSDARG00000017037	protein_coding
ENSDART00000008854	ENSDARG00000021343	protein_coding
ENSDART00000008880	ENSDARG00000005371	protein_coding
ENSDART00000008893	ENSDARG00000015654	protein_coding
ENSDART00000008898	ENSDARG00000003200	protein_coding
ENSDART00000008906	ENSDARG00000018492	protein_coding
ENSDART00000008913	ENSDARG00000002002	protein_coding
ENSDART00000008920	ENSDARG00000014340	protein_coding
ENSDART00000008959	ENSDARG00000021097	protein_coding
ENSDART00000008968	ENSDARG00000008035	protein_coding
ENSDART00000008980	ENSDARG00000077526	protein_coding
ENSDART00000008986	ENSDARG00000014085	protein_coding
ENSDART00000008987	ENSDARG00000009796	protein_coding
ENSDART00000008988	ENSDARG00000004796	protein_coding
ENSDART00000008989	ENSDARG00000006981	protein_coding
ENSDART00000008994	ENSDARG00000010591	protein_coding
ENSDART00000009028	ENSDARG00000007276	protein_coding
ENSDART00000009054	ENSDARG00000023963	protein_coding
ENSDART00000009076	ENSDARG00000017757	protein_coding
ENSDART00000009081	ENSDARG00000019113	protein_coding
ENSDART00000009092	ENSDARG00000013346	protein_coding
ENSDART00000009093	ENSDARG00000030824	protein_coding
ENSDART00000009104	ENSDARG00000004861	protein_coding
ENSDART00000009115	ENSDARG00000078189	protein_coding
ENSDART00000009126	ENSDARG00000010844	protein_coding
ENSDART00000009127	ENSDARG00000020483	protein_coding
ENSDART00000009134	ENSDARG00000036031	protein_coding
ENSDART00000009149	ENSDARG00000005625	protein_coding
ENSDART00000009151	ENSDARG00000039935	protein_coding
ENSDART00000009164	ENSDARG00000014685	protein_coding
ENSDART00000009172	ENSDARG00000016934	protein_coding
ENSDART00000009178	ENSDARG00000006900	protein_coding
ENSDART00000009182	ENSDARG00000003808	protein_coding
ENSDART00000009184	ENSDARG00000003021	protein_coding
ENSDART00000009194	ENSDARG00000018903	protein_coding
ENSDART00000009196	ENSDARG00000007496	protein_coding
ENSDART00000009217	ENSDARG00000011072	protein_coding
ENSDART00000009223	ENSDARG00000041022	protein_coding
ENSDART00000009227	ENSDARG00000004154	protein_coding
ENSDART00000009234	ENSDARG00000012723	protein_coding
ENSDART00000009237	ENSDARG00000004415	protein_coding
ENSDART00000009241	ENSDARG00000018334	protein_coding
ENSDART00000009256	ENSDARG00000017143	protein_coding
ENSDART00000009271	ENSDARG00000005004	protein_coding
ENSDART00000009276	ENSDARG00000021151	protein_coding
